,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,ARRIVAL_TM,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
3878,2018007503,40.98201,-75.448444,45,45202,1,1,312.0,,1,0,8
3891,2018010600,40.831385,-79.477239,3,3220,1,5,1440.0,,3,0,4
3899,2018018574,40.19703,-78.839809,55,55218,2,2,745.0,,1,0,2
3920,2018011785,41.387942,-79.844795,60,60218,1,5,639.0,,1,0,4
3923,2018019451,40.068152,-77.643236,28,28206,2,6,714.0,,1,0,4
3929,2018012201,40.178914,-75.309311,46,46226,1,3,2332.0,,1,0,1
3942,2018009984,41.402859,-76.073292,65,65214,1,5,1654.0,,1,0,0
3998,2018010949,40.15578,-76.386466,36,36227,1,1,2033.0,,0,1,1
4010,2018010496,41.463456,-75.642183,35,35406,1,6,1519.0,,1,0,1
4056,2018015877,40.460918,-78.807906,11,11204,1,1,2339.0,,0,1,7
4097,2018011677,40.640568,-76.431743,53,53212,1,2,1345.0,,2,0,7
4157,2018017843,40.107358,-74.957304,9,9202,2,5,1928.0,,0,1,8
4191,2018010152,40.301169,-76.305334,38,38204,1,3,1714.0,,1,0,2
4222,2018011012,40.584889,-75.467361,39,39301,1,6,1659.0,,0,1,7
4258,2018022426,40.179311,-77.451484,21,21218,1,4,1951.0,,0,1,7
4332,2018009471,41.074742,-76.953499,59,59210,1,4,738.0,,0,1,7
4384,2018022310,41.641203,-75.654915,35,35202,1,2,755.0,,2,1,5
4393,2018010443,40.119224,-75.056083,46,46105,1,5,944.0,,0,1,99
4405,2018022908,41.188206,-76.913706,41,41207,2,7,1155.0,,1,0,4
4424,2018009918,40.131361,-76.033472,36,36213,1,6,1511.0,,1,0,8
4427,2018011940,40.418603,-76.104004,6,6229,1,2,1301.0,,1,0,1
4444,2018009733,40.466153,-79.915476,2,2301,1,7,1039.0,,2,0,4
4521,2018014893,40.630832,-76.0637,53,53235,1,6,1426.0,,0,1,4
4555,2018011739,39.973895,-78.547741,5,5201,1,2,1813.0,,0,1,2
4564,2018011616,40.289147,-75.643283,46,46114,1,4,1643.0,,1,1,7
4666,2018008199,40.087596,-74.928822,9,9202,1,4,546.0,,0,1,8
4760,2018011657,40.124874,-80.376353,62,62203,1,2,620.0,,1,0,7
4833,2018006918,41.404037,-75.663974,35,35302,1,1,431.0,,1,0,7
4920,2018009954,40.357996,-76.888514,22,22211,1,4,1526.0,,1,0,7
4922,2018006215,40.962277,-76.65544,49,49211,1,6,2158.0,,3,0,2
4979,2018009001,39.833945,-76.409844,66,66215,1,4,1845.0,,1,0,4
4987,2018010747,40.50139,-77.170996,50,50207,1,7,1601.0,,1,0,7
5078,2018008085,40.613376,-79.757174,2,2202,1,3,519.0,,1,0,7
5089,2018011736,40.575074,-75.651849,39,39209,1,1,1237.0,,1,1,1
5151,2018007729,39.80175,-76.983306,66,66413,1,1,216.0,,0,1,8
5153,2018007315,40.238233,-79.624086,64,64209,1,3,717.0,,1,0,1
5373,2018009438,40.697042,-77.051344,54,54215,1,7,610.0,,0,1,7
5377,2018022820,39.825186,-75.437685,23,23110,1,1,2210.0,,1,0,4
5392,2018008939,40.726081,-80.073439,10,10212,1,5,749.0,,1,0,2
5418,2018006561,40.421038,-80.000566,2,2301,1,7,1811.0,,1,0,2
5491,2018011784,40.416859,-80.057577,2,2435,1,5,700.0,,1,0,1
5514,2018009039,41.328943,-77.360245,41,41209,1,2,1615.0,,1,0,7
5530,2018009451,41.786222,-75.684853,57,57213,1,1,1522.0,,0,1,7
5550,2018011725,41.217477,-77.063523,41,41202,1,5,2348.0,,1,0,7
5568,2018001444,41.240746,-77.006637,41,41301,1,2,505.0,,0,1,7
5573,2018009442,40.877635,-77.77853,14,14201,1,1,1716.0,,1,0,4
5618,2018006989,40.291582,-79.394112,64,64217,1,5,1613.0,,1,1,4
5657,2018000615,41.416204,-75.636196,35,35407,1,3,1417.0,,0,1,8
5678,2018028081,39.979571,-75.618569,15,15247,2,7,2347.0,,0,2,2
5680,2018022848,41.237493,-75.332228,45,45203,2,2,1602.0,,1,0,7
5758,2018027814,40.199786,-75.305161,46,46226,3,7,911.0,,1,0,4
5778,2018005621,40.712602,-75.523412,39,39207,1,4,1745.0,,1,0,0
5783,2018030833,39.90558,-76.52335,66,66216,3,3,817.0,,1,0,7
5810,2018027774,41.348891,-80.423293,43,43220,3,3,55.0,,1,1,7
5826,2018029383,39.888049,-77.037285,1,1208,2,4,741.0,,1,0,1
5829,2018021953,39.793667,-75.846667,15,15226,1,7,1605.0,,1,0,0
5928,2018023300,40.205813,-76.116133,36,36210,2,4,1454.0,,1,0,5
5947,2018025298,41.053005,-77.287705,18,18211,2,6,151.0,,1,0,7
5992,2018029372,41.876636,-76.500998,8,8221,2,1,250.0,,1,0,7
6038,2018030824,39.843436,-75.469167,23,23201,3,7,1905.0,,1,0,7
6103,2018006406,40.832557,-77.803694,14,14204,1,7,1113.0,,2,0,2
6119,2018026463,40.238904,-79.865624,2,2204,3,7,538.0,,1,0,2
6158,2018033000,40.531851,-77.200471,50,50218,3,7,2137.0,,1,0,7
6165,2018031159,39.749311,-77.406995,1,1209,2,2,1602.0,,0,1,8
6171,2018030547,40.683225,-80.33325,4,4101,3,7,1051.0,,1,0,7
6178,2018028676,40.068156,-79.541506,26,26202,1,6,1241.0,,0,1,7
6233,2018023802,40.382444,-76.363278,38,38209,2,7,834.0,,0,1,7
6298,2018032393,41.02281,-78.35794,17,17206,3,5,644.0,,1,0,5
6347,2018035110,40.010944,-76.7399,66,66217,2,6,1723.0,,0,1,5
6358,2018025356,40.952537,-78.215702,17,17224,2,1,158.0,,2,0,7
6362,2018004825,40.992359,-79.342048,3,3213,1,3,1547.0,,0,1,2
6376,2018027887,40.039537,-76.208278,36,36215,3,6,404.0,,1,0,1
6378,2018027209,40.101417,-75.006,67,67301,1,7,2020.0,,0,1,1
6388,2018031556,39.782875,-77.59109,28,28211,3,3,619.0,,1,1,4
6411,2018003202,40.314,-76.09167,6,6236,1,7,1036.0,1025.0,1,0,4
6426,2018031171,40.454948,-79.823165,2,2113,3,3,1810.0,1803.0,1,0,1
6448,2018023104,40.119494,-74.960822,9,9202,2,5,1624.0,1624.0,0,1,4
6470,2018033208,39.853885,-76.889218,66,66221,2,3,2026.0,2019.0,1,0,0
6499,2018028438,41.960736,-76.371068,8,8236,2,2,1350.0,1331.0,0,1,7
6544,2018026264,41.078112,-80.033428,10,10227,2,3,1349.0,1134.0,1,0,7
6547,2018026835,40.255805,-79.893069,2,2204,3,1,2256.0,2249.0,0,1,7
6556,2018023997,41.619649,-77.117399,58,58217,2,5,1228.0,1227.0,1,0,7
6600,2018028099,41.067439,-79.484159,16,16221,2,7,2006.0,1918.0,2,0,2
6676,2018033914,40.221032,-80.207084,62,62220,3,7,859.0,854.0,1,0,4
6689,2018006196,40.802701,-77.867316,14,14410,1,6,2144.0,2139.0,1,0,8
6716,2018033182,40.242922,-75.286004,46,46411,3,1,2249.0,2248.0,1,0,1
6717,2018028204,41.401924,-79.809205,60,60409,2,4,1509.0,1505.0,1,0,2
6720,2018022163,39.953332,-75.183736,67,67301,2,3,710.0,700.0,1,0,8
6732,2018025703,40.235892,-76.97198,21,21103,2,6,1737.0,1735.0,1,0,8
6744,2018014281,40.786948,-75.807999,13,13208,2,5,856.0,849.0,1,2,2
6747,2018028228,40.448321,-75.963111,6,6426,2,6,1810.0,1807.0,1,0,8
6748,2018023003,40.286417,-75.295694,46,46409,2,2,533.0,525.0,0,1,8
6794,2018031552,40.335173,-78.376771,7,7213,2,5,1029.0,1012.0,2,0,5
6823,2018028638,40.284381,-79.393752,64,64217,3,5,1718.0,1657.0,2,0,4
6949,2018027046,40.855719,-79.776564,10,10208,3,7,1154.0,1133.0,0,1,4
7004,2018018874,41.397117,-75.635291,35,35302,2,1,3.0,2359.0,0,1,99
7013,2018024458,40.063253,-76.274584,36,36101,1,6,827.0,819.0,0,1,7
7080,2018028636,40.727574,-77.231956,54,54211,3,5,1200.0,1139.0,1,0,4
7083,2018019411,40.815397,-77.917445,14,14216,1,5,735.0,717.0,1,0,1
7091,2018033231,40.228279,-76.460884,36,36230,3,4,753.0,731.0,1,0,7
7149,2018006339,40.111759,-76.451646,36,36230,1,2,2256.0,2246.0,1,0,4
7152,2018024998,40.131459,-76.1479,36,36238,2,3,839.0,828.0,1,0,4
7199,2018028483,41.561003,-75.966329,65,65216,1,3,547.0,532.0,0,1,4
7209,2018023714,40.087424,-77.419051,21,21214,2,2,2214.0,2201.0,1,0,7
7224,2018026456,40.063057,-75.341243,46,46220,3,6,1905.0,1853.0,0,1,0
7283,2018026589,40.912367,-78.245015,17,17212,3,7,616.0,610.0,2,0,0
7284,2018028105,41.971433,-79.371109,61,61221,2,5,1821.0,1200.0,1,0,7
7294,2018021564,40.330631,-75.939595,6,6301,2,1,1847.0,1842.0,0,1,7
7326,2018032016,40.113314,-75.152756,46,46101,3,1,2244.0,2239.0,1,0,7
7333,2018025225,41.58313,-75.477648,35,35203,2,4,1437.0,1437.0,0,1,7
7351,2018025060,41.607393,-75.127516,63,63201,2,5,1031.0,1011.0,1,0,8
7354,2018031178,40.006608,-75.615059,15,15254,3,6,1548.0,1542.0,1,0,7
7356,2018024412,40.392953,-75.410725,9,9214,2,4,1042.0,1018.0,1,0,1
7358,2018030389,41.10204,-78.89933,33,33407,3,5,148.0,126.0,1,0,7
7371,2018024502,40.289699,-80.104157,62,62222,2,3,1626.0,1622.0,1,0,4
7391,2018019077,40.350417,-76.432778,38,38301,2,2,1106.0,1100.0,0,1,8
7396,2018029382,39.92991,-77.257077,1,1202,2,3,2127.0,2119.0,1,0,1
7405,2018026487,40.209227,-75.224724,46,46204,3,7,1813.0,1808.0,1,0,4
7438,2018025457,40.253333,-77.89485,31,31206,2,3,946.0,915.0,1,0,4
7456,2018023590,40.973136,-80.254019,37,37212,1,5,2148.0,2134.0,2,1,2
7457,2018029350,40.07815,-76.346318,36,36101,3,5,613.0,608.0,1,0,4
7470,2018028894,40.388656,-79.830251,2,2111,3,5,1225.0,1223.0,1,0,4
7501,2018018193,40.341597,-75.929653,6,6301,2,6,1942.0,1935.0,1,0,8
7541,2018011161,40.184722,-77.055207,21,21207,1,5,1549.0,1530.0,1,0,4
7567,2018023531,40.279612,-75.299571,46,46409,2,4,1630.0,1546.0,1,0,8
7569,2018031644,40.084956,-79.195606,55,55209,2,7,654.0,641.0,1,2,1
7589,2018005991,40.912062,-77.77791,14,14401,1,6,1841.0,1837.0,1,0,8
7606,2018028485,41.58184,-76.429992,8,8201,1,2,1256.0,1236.0,0,2,7
7610,2018029375,40.294506,-76.824497,22,22208,2,2,1409.0,1400.0,1,0,4
7707,2018028503,41.785904,-76.385961,8,8238,1,3,1553.0,1543.0,0,1,7
7737,2018024720,40.424957,-79.980611,2,2301,2,7,1100.0,1033.0,1,0,8
7753,2018019210,40.414487,-75.396432,9,9214,1,3,1915.0,1848.0,1,0,7
7798,2018011683,39.962225,-75.255404,23,23111,1,3,13.0,12.0,0,1,8
7803,2018023182,40.592669,-75.434928,39,39101,1,4,226.0,159.0,0,1,7
7848,2018020471,40.346188,-75.939817,6,6301,2,5,1820.0,1819.0,1,0,0
7865,2018020107,41.76198,-76.36982,8,8225,1,6,2003.0,1944.0,0,1,7
7866,2018002470,40.358257,-80.264754,62,62217,1,2,2035.0,2020.0,1,0,2
7991,2018026352,40.925915,-80.084256,10,10223,2,7,1601.0,1513.0,1,0,7
8056,2018020994,40.414497,-75.84415,6,6235,1,3,2226.0,2203.0,1,1,2
8083,2018026563,40.29201,-78.445733,7,7207,2,3,710.0,653.0,1,0,1
8122,2018027029,40.713906,-75.495634,48,48201,2,2,1643.0,1630.0,1,0,7
8126,2018018823,41.233162,-80.483849,43,43302,2,1,1904.0,1901.0,0,1,8
8162,2018024099,40.533258,-77.742828,44,44208,2,1,1536.0,1455.0,5,0,2
8184,2018024946,41.349759,-80.225119,43,43205,2,4,1551.0,1544.0,1,0,4
8235,2018027109,40.452884,-80.250392,2,2203,3,2,2348.0,2344.0,1,0,7
8268,2018017518,40.31431,-75.347728,46,46203,2,4,1636.0,1633.0,1,0,4
8289,2018023984,41.375093,-78.558306,24,24203,2,7,1722.0,1703.0,1,0,4
8292,2018019906,40.348369,-76.386327,38,38209,2,2,1222.0,1219.0,4,0,4
8295,2018028160,40.168113,-75.126143,46,46110,2,3,323.0,321.0,0,1,8
8313,2018032994,39.746601,-76.294758,66,66224,3,6,1740.0,1709.0,1,0,0
8426,2018028646,40.155267,-80.035256,62,62225,3,6,2137.0,2121.0,0,1,0
8431,2018016970,39.86348,-77.055714,1,1410,2,2,830.0,830.0,1,1,8
8533,2018023388,40.331983,-77.349547,50,50219,2,2,2052.0,2032.0,1,0,7
8591,2018024661,40.637528,-76.954643,34,34210,2,2,1600.0,1500.0,1,0,7
8597,2018034925,40.225275,-76.757793,22,22103,2,4,1147.0,1135.0,0,1,7
8620,2018027096,40.220577,-75.244508,46,46211,2,3,1703.0,1701.0,0,1,2
8623,2018013763,40.375862,-75.933541,6,6102,1,1,1443.0,1438.0,0,1,2
8636,2018023194,41.442289,-75.586689,35,35415,2,4,1521.0,1520.0,1,0,7
8638,2018022416,40.361928,-75.840619,6,6202,2,2,854.0,826.0,1,0,7
8688,2018020318,40.547507,-75.296297,9,9222,2,5,653.0,649.0,2,0,4
8768,2018027740,41.143875,-77.198471,41,41218,2,1,1658.0,1640.0,4,0,7
8800,2018024419,41.628322,-79.703377,20,20214,2,5,1552.0,1521.0,1,0,7
8814,2018021008,40.588945,-77.366193,34,34204,2,1,2231.0,2226.0,1,0,7
8823,2018021188,41.230134,-80.50952,43,43302,2,7,1721.0,1718.0,0,1,8
8876,2018018186,40.331966,-75.914367,6,6301,2,6,1742.0,1740.0,1,0,4
8898,2018010844,40.439516,-75.164516,9,9201,1,2,1241.0,1238.0,1,0,7
8919,2018021818,40.541105,-79.107616,32,32208,2,3,1037.0,1024.0,0,1,2
9036,2018020409,40.568789,-75.698231,39,39213,2,4,1411.0,1358.0,0,1,7
9096,2018019660,40.807809,-78.540423,17,17220,1,6,208.0,137.0,2,0,7
9103,2018020546,40.405292,-75.012851,9,9221,2,4,1645.0,1610.0,1,0,7
9105,2018011529,40.587352,-79.878777,2,2209,1,2,1525.0,1522.0,1,1,2
9128,2018001895,40.062111,-75.261611,46,46224,1,3,1021.0,1017.0,0,1,7
9154,2018018572,41.152986,-80.307592,43,43229,1,5,751.0,734.0,0,1,7
9218,2018019710,42.022261,-80.155332,25,25212,2,4,50.0,40.0,1,0,5
9245,2018019374,40.131769,-75.974814,36,36203,2,1,1321.0,1242.0,1,0,4
9281,2018021013,40.226723,-79.592259,64,64436,2,4,2056.0,2043.0,1,0,7
9374,2018022685,40.989223,-80.32924,37,37301,2,4,1521.0,1519.0,1,0,1
9403,2018020109,40.458198,-75.509739,39,39204,1,2,2110.0,2101.0,0,1,7
9427,2018020431,40.939338,-77.044732,59,59209,1,1,35.0,21.0,0,1,7
9431,2018000627,40.377921,-75.951037,6,6102,1,3,1147.0,1147.0,1,0,7
9435,2018019659,41.088564,-76.879212,59,59210,1,1,1437.0,1426.0,1,1,1
9437,2018013779,40.076341,-75.303743,46,46405,1,4,653.0,653.0,0,1,8
9503,2018020198,39.986339,-76.735761,66,66217,1,5,2141.0,2141.0,0,1,8
9511,2018017825,39.837631,-79.912843,26,26207,1,7,2155.0,2152.0,1,0,7
9526,2018019101,40.177347,-75.633607,15,15213,2,6,17.0,15.0,0,1,7
9548,2018018311,40.174833,-75.369472,46,46226,1,6,1903.0,1836.0,0,1,8
9564,2018022945,40.575089,-75.566463,39,39209,2,6,1000.0,955.0,0,1,4
9595,2018009724,40.423375,-79.886797,2,2463,1,6,945.0,945.0,0,1,8
9597,2018018509,40.028829,-75.621482,15,15254,2,6,642.0,639.0,1,0,8
9657,2018006426,39.968716,-76.726435,66,66301,1,7,1338.0,,0,1,5
9670,2018021302,40.592998,-76.528464,53,53222,1,6,235.0,,1,0,7
9697,2018019853,40.611327,-77.447433,34,34204,1,7,1804.0,,1,0,7
9701,2018019543,40.860483,-80.287325,37,37403,1,6,1531.0,,0,1,8
9707,2018014609,40.405263,-79.590216,64,64437,2,6,910.0,,0,1,4
9709,2018018532,40.694547,-75.233252,48,48302,2,7,124.0,,1,0,7
9763,2018028152,40.311029,-76.881303,22,22101,2,6,1718.0,,0,1,1
9774,2018018339,40.887832,-75.713192,13,13404,1,7,931.0,,0,1,4
9780,2018022723,39.85529,-77.928997,28,28210,2,7,1612.0,,0,1,7
9782,2018022718,40.219933,-80.214212,62,62227,2,3,1415.0,,0,1,1
9809,2018013597,40.327439,-75.470129,46,46210,1,3,1652.0,,1,0,4
9820,2018021632,41.178877,-79.341066,16,16204,2,5,2133.0,,1,0,7
9834,2018019646,39.953318,-75.832895,15,15207,2,5,2145.0,,0,1,5
9847,2018021517,40.488029,-79.468028,64,64211,2,5,915.0,,2,0,7
9849,2018021919,40.778881,-75.65239,39,39212,2,6,2022.0,,1,0,1
9887,2018014178,40.960286,-75.972674,40,40301,1,4,1211.0,,1,0,4
9907,2018023120,40.248662,-74.875083,9,9211,2,1,1009.0,,0,1,7
9967,2018024171,41.221807,-75.940948,40,40101,2,1,23.0,,0,1,8
9972,2018034575,41.052474,-75.846247,40,40212,3,6,1455.0,,3,0,1
10040,2018021256,40.251462,-76.513726,38,38213,2,4,1010.0,,0,1,7
10060,2018031446,42.107397,-80.114092,25,25302,3,3,1809.0,,0,1,4
10088,2018012946,39.943643,-76.734456,66,66101,1,1,2144.0,,1,0,1
10109,2018014388,39.803548,-77.091871,1,1216,1,6,353.0,,0,1,7
10156,2018020526,39.917407,-76.267525,36,36229,2,1,1212.0,,1,0,2
10303,2018019266,41.280348,-75.361034,63,63207,1,5,1532.0,,0,1,4
10307,2018032516,40.051026,-75.546991,15,15214,2,1,822.0,,0,2,2
10310,2018034074,40.260824,-79.197606,64,64210,3,2,1441.0,,1,0,4
10337,2018044615,40.324315,-76.790523,22,22208,3,7,2318.0,,0,1,8
10344,2018020893,40.688431,-75.41354,48,48204,1,2,449.0,,3,0,2
10440,2018021331,40.458667,-79.907972,2,2301,2,1,445.0,,0,1,4
10446,2018023895,39.871836,-75.876996,15,15223,1,7,1642.0,,3,0,4
10453,2018008912,40.36845,-78.679669,11,11220,1,4,341.0,,1,0,7
