id,vehicle_number,charge
20170117I-2017-008505,1,39:4-96 RECKLESS DRIVING      
20170117I-2017-008505,2,                              
20170117I-2017-008505,3,                              
20170119I-2017-002297,1,                              
20170119I-2017-015208,1,                              
20170119I-2017-020360,1,                              
20170119I-2017-029586,1,                              
20170120E030-2017-00034A,1,                              
20170121I-2017-013526,1,                              
20170123A090-2017-00195A,1,39 4 97                       
20170123A090-2017-00195A,2,                              
2017020117-00852,1,                              
2017020317-32731,1,FAILURE TO YIELD TO PED  39:4?
2017020317-41060,1,39:4-36A(1) FAILED TO YIELD TO
20170206I-2017-022934,1,39:4-50 DRIVING WHILE UNDER T?
20170206I-2017-022934,2,                              
20170206I-2017-022934,3,                              
20170211B060-2017-03728A,1,                              
20170211I-2017-038732,1,                              
20170211I-2017-038732,2,39:4-50 D.W.I.                
20170212ER-17-01423,1,                              
20170212ER1701423,1,                              
20170213I-2017-018994,1,                              
20170213I-2017-018994,2,                              
20170213I-2017-018994,3,                              
2017021417-04467,1,                              
2017021417-29566,1,                              
20170215I-2017-000017,1,                              
20170215I-2017-016433,1,                              
20170215I-2017-016433,2,                              
20170215I-2017-019099,1,39:4-97 CARELESS DRIVING LIK  
20170215I-2017-034938,1,                              
20170215I-2017-036548,1,                              
20170215I-2017-036548,2,                              
20170216I-2017-015316,1,39:4-97 CARELESS DRIVING      
2017021717-05586,1,39:3-40                       
2017021717-07720,1,39:4-129A                     
2017021717-11153,1,                              
2017021717-11153,2,                              
2017021717-15769,1,                              
2017021717-15769,2,                              
2017021717-22544,1,                              
2017021717-22544,2,                              
2017021817-10115-AC,1,                              
2017021817-10115-AC,2,                              
201702192017-030975,1,FAILURE TO YIELD TO PEDESTRIA?
201702192017-15187,1,                              
2017022017-14407,1,                              
2017022017-14407,2,                              
2017022017-7479,1,                              
20170221I-2017-038362,1,                              
20170221I-2017-038362,2,                              
20170221I-2017-038362,3,                              
20170221I-2017-039695,1,39:4-50 OPERATE MOTOR VEHICLE?
20170221I-2017-047699,1,                              
20170222I-2017-008062,1,39:4-129 LEAVING THE SCENE OF?
2017022317-001097,1,39:4-32B                      
2017022317-024744,1,                              
2017022317-042270,1,                              
2017022317-042270,2,                              
2017022417-24-02059,1,                              
2017022424-17-05268,1,39:4-144                      
2017022424-17-05268,2,                              
201702272017-001948,1,                              
2017022917-05388,1,                              
2017022917-05388,2,                              
201702302017-006131,1,                              
201702312017-011154,1,                              
201702312017-012253,1,                              
2017023217-04521,1,                              
2017023217-13004,1,                              
2017023217-13004,2,                              
201702332017-06013,1,                              
201702332017-06013,2,                              
201702332017-06013,3,                              
20170234I-2017-002888,1,39:4-82 FAILURE TO KEEP RIGHT 
20170234I-2017-002888,2,                              
20170234I-2017-003732,1,39:4-36 FAILED TO YIELD TO PE?
20170234I-2017-008036,1,                              
2017023617-04071,1,39:4-97                       
2017023617-04071,2,                              
20170236E040-2017-01934A,1,                              
20170236E040-2017-01934A,2,                              
20170236E040-2017-01934A,3,39 4 88B                      
20170238I-2017-002851,1,                              
2017023917-8167,1,                              
2017023917-8167,2,                              
2017024141-17-003961,1,39:4-97                       
2017024141-17-003961,2,                              
2017024317-MV-31,1,                              
2017024417-44-01969,1,                              
20170245I-2017-003579,1,39:4-36  FAILURE TO YIELD PEDE
20170245I-2017-009762,1,39:4-50 DRIVING WHILE UNDER T?
20170245I-2017-009762,2,                              
20170245I-2017-009762,3,                              
20170245I-2017-009762,4,                              
20170245I-2017-016902,1,                              
20170245I-2017-018752,1,                              
20170245I-2017-018752,2,                              
20170246BS-17-057510,1,39:4-89                       
20170246BS-17-057510,2,                              
20170246I-2017-015348,1,39:6B-2 UNINSURED MOTORIST/VE?
20170246I-2017-026511,1,                              
20170246I-2017-029644,1,                              
20170246I-2017-033506,1,                              
20170246I-2017-044343,1,                              
20170246I-2017-044343,2,                              
20170246I-2017-054592,1,                              
20170246I-2017-054592,2,                              
2017024817-13848,1,39:4-96                       
2017024817-13848,2,                              
201702492017-006865,1,39:4-96                       
201702492017-012076,1,39:4-115                      
201702492017-012076,2,                              
201702492017-012969,1,39:4-97                       
20170249D030-2017-04060A,1,                              
20170249D030-2017-04060A,2,                              
201702502017-00077,1,39:4-50                       
201702502017-00077,2,                              
201702502017-07550,1,                              
201702502017-07626,1,39:4-97                       
201702502017-07626,2,                              
201702502017-13200,1,                              
20170251I-2017-009734,1,                              
20170251I-2017-024641,1,39:4-50 DRIVING WHILE UNDER T?
20170251I-2017-024641,2,                              
201702522017-06441,1,                              
201702522017-06441,2,                              
201702532017-003134,1,39:4-98                       
2017025617-12228,1,                              
2017025617-13698,1,                              
2017025617-14757,1,                              
2017025617-14757,2,39:3-4 (UNREGISTERED)         
2017025617-19463,1,                              
2017025617-19463,2,                              
2017025717-07556,1,                              
20170257B060-2017-01052A,1,                              
20170257B060-2017-01052A,2,                              
20170257B060-2017-01469A,1,39 4 50                       
20170257E040-2017-04167A,1,                              
2017025817-05251,1,NONE                          
2017025817-05251,2,                              
2017025817-07060,1,NONE                          
20170259I-2017-00579,1,                              
20170260PD-17-045932,1,                              
20170260PD-17-045932,2,                              
20170261A2017-046,1,NONE AT SCENE                 
20170261A2017-046,2,                              
2017026717-01218,1,                              
2017026717-10039,1,                              
2017026717-20434,1,39:4-123                      
2017026917-09099,1,                              
2017027017-006873,1,39:4-97                       
201703042017-00018096,1,                              
201703042017-00018096,2,                              
201703042017-2573,1,39:4-96 / 39:4-97             
201703042017-4413,1,39:4-97 CARELESS DRIVING      
201703042017-4413,2,                              
2017030491-17-009716,1,                              
2017030491-17-009716,2,                              
20170304D020-2017-00994A,1,                              
20170304D020-2017-00994A,2,                              
2017030517-0352,1,                              
2017030517-0352,2,                              
201703062017-07933,1,                              
201703062017-11378,1,39:4-96 (RECKLESS DRIVING)    
201703062017-11378,2,                              
201703062017-11378,3,                              
201703062017-11801,1,39:4-50                       
201703062017-1833,1,39:4-50 (DUI)                 
201703062017-1833,2,                              
201703062017-1833,3,                              
201703062017-1833,4,                              
201703062017-9026,1,39:3-10 (UNLICENSED)          
201703062017-9026,2,                              
201703082017-02905,1,39:3-40                       
20170310201702761,1,                              
20170310201702761,2,                              
201703132017-33080,1,DWI                           
201703152017-4918,1,39:4-88B                      
201703152017-6586,1,39:4-50                       
201703172017-2448,1,39:4-50 DRVING WHILE INTOXICA?
201703172017-2448,2,                              
201703172017-4987,1,39:4-144                      
201703172017-4987,2,                              
201703172017-6784,1,DUI                           
201703172017-7848,1,                              
201703172017-7848,2,                              
201703182017-18,1,NONE ISSUED                   
20170318C020-2017-00005A,1,                              
20170318C020-2017-00005A,2,                              
20170318C020-2017-00160A,1,39 4 50                       
20170318C020-2017-00160A,2,                              
20170318C020-2017-00925A,1,                              
20170318C020-2017-00925A,2,                              
2017031917-17712,1,                              
2017031917-17712,2,                              
2017031917-17712,3,                              
2017031917-17712,4,                              
2017031917-5199,1,CARELESS DRIVING              
201703222017-10831,1,                              
201703222017-10831,2,39:4-144                      
2017032317-2342,1,39:4-50                       
201703242017-01777,1,                              
201703242017-01777,2,                              
201703242017-01826,1,                              
201703242017-01826,2,                              
201703242017-04411,1,39:4-144                      
201703242017-04411,2,                              
201703242017-05058,1,39:4-88B                      
201703242017-05058,2,                              
201703242017-08854,1,39:4-144                      
201703242017-08854,2,                              
201703242017-29328,1,39:4-97                       
201703242017-29328,2,                              
20170324C020-2017-00504A,1,                              
20170324C020-2017-00504A,2,                              
20170324D020-2017-00106A,1,                              
201703262017-4757,1,                              
201703262017-4948,1,39:4-144 / 39:4-97            
201703262017-4948,2,                              
201703292017-13939,1,                              
201703292017-16522,1,                              
201703292017-203,1,39:4-97 CARELESS DRIVING      
20170333C080-2017-00263A,1,                              
20170333C080-2017-00263A,2,                              
20170333C080-2017-00809A,1,39 4 50                       
20170334C080-2017-00858A,1,                              
20170335C080-2017-00466A,1,39 4 97                       
20170336C120-2017-00038A,1,                              
20170336C120-2017-00123A,1,                              
20170336C120-2017-00123A,2,                              
20170337D020-2017-00320A,1,                              
201703382017-00007504,1,                              
201703382017-00020259,1,CARELESS DRIVING 39:4-97      
201703382017-00020259,2,                              
20170339C080-2017-00583A,1,                              
20170339C080-2017-00583A,2,                              
20170339C080-2017-00583A,3,                              
20170339C080-2017-00673A,1,39 4 50                       
20170339C080-2017-00673A,2,                              
20170339C080-2017-00679A,1,39 4 50                       
20170403A310-2017-01120A,1,39 4 50                       
20170404A310-2017-00874A,1,                              
20170404A310-2017-01586A,1,39 4 50                       
20170404A310-2017-02835A,1,39 4 97                       
20170404A310-2017-02835A,2,                              
201704062017006838,1,                              
201704062017007994,1,                              
201704081701202670,1,DUI                           
201704081701232401,1,                              
201704081702190996,1,39:4-125                      
201704081702190996,2,                              
201704081702240914,1,                              
201704081702240914,2,                              
201704081704161861,1,                              
201704081704231494,1,                              
201704081704241843,1,                              
2017040917-011202,1,39:4-144                      
2017040917-011202,2,                              
2017040917-018735,1,39:4-97                       
2017040917-018735,2,                              
2017040917-023010,1,                              
2017040917-023010,2,                              
2017040917-028562,1,                              
2017040917-028562,2,                              
2017040917-040102,1,                              
2017040917-040102,2,                              
2017040917-049224,1,39:4-144                      
2017040917-049224,2,                              
2017040917-054384,1,39:4-50                       
2017040917-075886,1,39:4-97                       
2017040917-075886,2,                              
2017040917-077364,1,                              
2017040917-082584,1,39:4-50                       
2017040917-082584,2,                              
2017040917-096076,1,                              
2017040917-096076,2,                              
2017040917-100458,1,39:4-97                       
2017040917-104661,1,                              
20170409A310-2017-01251A,1,39 4 50                       
20170409A310-2017-01251A,2,                              
201704112017-01769,1,                              
201704112017-01769,2,                              
201704132017-00079,1,39:4-97.3                     
201704142017-01601,1,                              
201704142017-01601,2,39:4-96                       
20170414A310-2017-00849A,1,39 4 50                       
201704152017-019890,1,39:4-96                       
201704152017-020146,1,39:4-50                       
201704152017-025569,1,                              
201704152017-038167,1,39:4-50                       
201704152017-053598,1,39:4-90                       
201704152017-053598,2,                              
201704152017-053665,1,                              
201704152017-053665,2,                              
20170415A310-2017-00956A,1,39 4 50                       
20170415A310-2017-01724A,1,39 4 97                       
20170415A310-2017-01724A,2,                              
20170415A310-2017-01724A,3,                              
20170415A310-2017-01901A,1,                              
20170415A310-2017-02141A,1,39 4 50                       
20170415A310-2017-02533A,1,                              
20170415A310-2017-03080A,1,39 4 50.15                    
2017041617-266-A,1,39:4-97                       
2017041617-274-A,1,                              
201704182017007606,1,                              
20170418A310-2017-00299A,1,39 4 50                       
20170421A310-2017-00354A,1,39 4 50                       
201704222017-05203,1,                              
201704222017-05203,2,                              
201704232017-000778,1,3-40                          
201704232017-000870,1,39:4-97                       
201704232017-000870,2,                              
201704232017-000926,1,                              
201704232017-000926,2,39:6B-2                       
201704232017-001470,1,39:4-97                       
201704232017-001470,2,                              
201704232017-001781,1,39:4-97A                      
201704232017-002002,1,39:4-81                       
201704232017-002002,2,                              
201704232017-002060,1,                              
201704232017-002060,2,                              
201704232017-002117,1,                              
201704232017-002117,2,                              
201704232017-002117,3,                              
201704232017-003429,1,                              
201704232017-003429,2,                              
201704232017-003643,1,39:4-97                       
201704232017-003643,2,                              
201704232017-003643,3,                              
201704232017-003693,1,                              
201704232017-003693,2,                              
201704232017-003693,3,                              
201704232017-003724,1,                              
201704232017-003724,2,                              
201704232017-003724,3,                              
201704232017-004158,1,39:4-97                       
201704232017-004204,1,                              
201704232017-004204,2,                              
201704232017-004832,1,39:4-97                       
201704232017-004832,2,                              
201704232017-005675,1,                              
201704232017-005675,2,                              
201704232017-005929,1,                              
201704232017-005929,2,                              
201704232017-005929,3,                              
201704232017-005929,4,                              
201704232017-005929,5,                              
201704232017-005929,6,                              
201704232017-006206,1,39:4-97                       
201704232017-006206,2,                              
201704232017-006669,1,                              
201704232017-006669,2,                              
201704232017-007102,1,39:3-4                        
201704232017-007102,2,                              
201704232017-007197,1,39:4-97                       
201704232017-007197,2,                              
201704232017-007726,1,                              
201704232017-007726,2,                              
20170424170015764,1,39:4-97                       
20170424170015764,2,                              
201704252017002548,1,                              
201704252017002548,2,                              
201704252017002897,1,39:4-97                       
201704252017002897,2,                              
201704252017002897,3,                              
201704252017002897,4,                              
2017042717-12337,1,                              
20170427170000659,1,                              
20170427170000659,2,                              
20170427170029650,1,39:4-50                       
20170427170029650,2,                              
20170427170042197,1,                              
20170427170061790,1,39:4-97                       
20170427170069978,1,39:4-97                       
20170427170084369,1,                              
20170427170084369,2,                              
20170427170085155,1,                              
2017043112771-17,1,                              
2017043417-350-AC,1,                              
2017043417-350-AC,2,                              
2017043417-620-AC,1,                              
2017043417-620-AC,2,                              
2017043417-948-AC,1,                              
2017043417-948-AC,2,                              
20170436170019435,1,                              
20170436170034243,1,39:4-88B                      
20170436A160-2017-00443A,1,                              
20170436A160-2017-00504A,1,39 4 96                       
20170436A160-2017-00504A,2,                              
20170436A160-2017-00504A,3,                              
2017043717-00300,1,                              
2017050117-05969,1,39:4-144 FAILURE TO STOP/YIELD
20170504A050-2017-00244A,1,                              
20170504A050-2017-00244A,2,                              
20170504A050-2017-00472A,1,39 4 144                      
20170504A050-2017-00472A,2,                              
20170504E030-2017-00564A,1,                              
201705052017-31795,1,39:4-50                       
201705052017-31795,2,                              
201705052017-42472,1,39:4-97                       
201705052017-42472,2,                              
20170505I-2017-009677,1,39:4-144 FAILURE TO STOP OR Y?
20170505I-2017-009677,2,                              
20170505I-2017-023413,1,                              
20170505I-2017-023413,2,                              
20170506E030-2017-00552A,1,39 4 97                       
20170506I-2017-01738,1,39:4-50 DWI                   
20170506I-2017-32530,1,                              
20170506I-2017-32530,2,                              
20170506I-2017-35737,1,                              
20170506I-2017-36895,1,                              
20170506I-2017-36895,2,                              
20170506I-2017-36895,3,                              
20170506I-2017-37276,1,                              
20170506I-2017-37276,2,                              
20170506I-2017-37463,1,39:4-97 CARELESS DRIVING      
20170506I-2017-37463,2,                              
20170506I-2017-38170,1,                              
20170506I-2017-40453,1,39:3-4 UNREGISTERED VEHICLE   
20170506I-2017-40453,2,                              
20170506I-2017-49405,1,39:4-50 DWI                   
20170511A050-2017-00002A,1,39 4 97                       
20170511A050-2017-00002A,2,                              
20170511A050-2017-00325A,1,39 4 50                       
20170511A050-2017-00349A,1,39 4 97                       
20170511A050-2017-00363A,1,39 4 50                       
20170511A050-2017-00592A,1,                              
20170511A050-2017-00609A,1,                              
20170511A050-2017-00609A,2,                              
20170511E030-2017-00482A,1,39 4 97                       
20170511E030-2017-00890A,1,                              
2017051417-37343,1,                              
2017051417-37343,2,                              
2017051417-50742,1,                              
20170516A050-2017-00625A,1,39 4 97                       
2017060117-20744,1,39:4-50                       
2017060117-20744,2,                              
2017060117-20744,3,                              
2017060117-26263,1,39:4-50                       
2017060117-26263,2,                              
2017060117-26263,3,                              
2017060117-26263,4,                              
20170605A040-2017-00344A,1,                              
20170606A040-2017-00245A,1,39 4 50                       
20170606A040-2017-00245A,2,                              
20170607A040-2017-00071A,1,39 4 50                       
20170609A100-2017-00243A,1,39 4 88B                      
20170609A100-2017-00243A,2,                              
2017061017-02870,1,                              
2017061017-18097,1,39:4-97                       
2017061017-33318,1,                              
2017061017-33318,2,                              
20170613A040-2017-00853A,1,39 4 97                       
20170613A040-2017-00853A,2,                              
201706142017027836,1,39:3-10                       
201706142017027836,2,                              
201706142017032361,1,39:4-144                      
201706142017032361,2,                              
201706142017037937,1,39:4-97                       
201706142017045189,1,39:4-88B                      
201706142017045189,2,                              
201706142017045189,3,NONE                          
201706142017048227,1,NONE                          
201706142017061256,1,39:4-50                       
201706142017071078,1,39:4-97.3                     
201706142017071078,2,                              
201706142017071078,3,NONE                          
201706142017072895,1,NONE                          
201706142017072895,3,NONE                          
201706142017075288,1,NONE                          
201706142017075972,1,NONE                          
201706142017076011,1,39:3-10                       
201706142017076011,2,                              
20170614A100-2017-00339A,1,                              
20170701I-2017-005796,1,                              
20170701I-2017-005796,2,                              
20170701I-2017-006579,1,                              
20170701I-2017-006579,2,                              
20170701I-2017-026386,1,                              
20170701I-2017-031351,1,                              
20170701I-2017-031351,2,                              
20170701I-2017-046470,1,                              
20170701I-2017-046470,2,                              
2017070217-09214,1,                              
2017070217-09214,2,                              
2017070217-16265,1,39:4-50                       
2017070217-16265,2,                              
2017070217-32381,1,                              
2017070217-32381,2,                              
20170702E040-2017-02060A,1,                              
20170702E040-2017-02060A,2,                              
2017070417-14981,1,NONE                          
2017070417-14981,2,                              
2017070417-22154,1,                              
2017070517-014365,1,                              
2017070517-014365,2,                              
2017070517-10987,1,                              
2017070517-10987,2,                              
2017070517-10987,3,                              
2017070517-14707,1,                              
2017070517-14707,2,                              
2017070517-14707,3,                              
2017070517-14707,4,                              
2017070517-15292,1,                              
2017070517-15292,2,                              
2017070517-15292,3,                              
2017070517-15292,4,                              
2017070517-2592,1,39:4-36                       
2017070517-7238,1,                              
2017070517-7238,2,                              
20170705B060-2017-01257A,1,                              
20170705B060-2017-01276A,1,                              
20170705E040-2017-02692A,1,39 4 97                       
20170705E040-2017-02692A,2,                              
20170705E040-2017-02692A,3,                              
20170705E040-2017-02692A,4,                              
20170706EF-2017-007799,1,                              
2017070717-33471,1,                              
2017070717-33471,2,                              
2017070817-28291,1,                              
20170709I-2017-026457,1,39:4-50 DRIVING WHILE UNDER T 
20170709I-2017-026457,2,                              
20170709I-2017-052788,1,                              
20170709I-2017-073379,1,                              
20170709I-2017-082214,1,39:4-97 CARELESS DRIVING      
20170709I-2017-084239,1,39:4-97 CARELESS DRIVING      
20170709I-2017-084239,2,                              
20170709I-2017-086931,1,39:4-50 DRIVING WHILE UNDER T?
20170709I-2017-086931,2,                              
20170709I-2017-086931,3,                              
20170709I-2017-086931,4,                              
20170709I-2017-086931,5,                              
20170709I-2017-091172,1,39:4-36 FAILURE TO YIELD TO P?
20170709I-2017-093376,1,39:4-97 CARELESS DRIVING      
20170709I-2017-095996,1,                              
20170709I-2017-095996,2,                              
20170710I2017-012442,1,39:4-97A CARELESS DRIVING: OP?
20170710I2017-021651,1,39:4-97 CARELESS DRIVING: LIK?
2017071117-43217,1,39:4-97 CARELESS DRIVING      
20170712I-2017-015083,1,39:4-144 FAILURE TO STOP OR Y?
20170712I-2017-015083,2,                              
20170712I-2017-019958,1,                              
20170712I-2017-022771,1,                              
2017071317-RED-172,1,                              
2017071317-RED-241,1,                              
2017071317-RED-407,1,39:4-36A  DRIVER-FAIL TO YIEL?
2017071317RED087,1,                              
2017071317RED1093,1,                              
2017071317RED1093,2,                              
2017071317RED154,1,39:4-97                       
2017071317RED154,2,                              
2017071317RED922,1,39:4-50                       
2017071417-58146,1,39:3-29 FAILURE TO EXHIBIT DO 
2017071417-59051,1,                              
2017071417-59051,2,                              
20170714B130-2017-00575A,1,                              
20170714B130-2017-01671A,1,                              
20170714B130-2017-01671A,2,39 4 50                       
20170714C-2017-000101,1,39:4-50-OPERATE M.V. UNDER    
20170714C-2017-000967,1,                              
20170714C-2017-005516,1,39:4-97 CARELESS DRIVING      
20170714C17066033,1,                              
20170714D030-2017-01851A,1,                              
20170714D030-2017-01851A,2,                              
20170714P1700018317-25,2,                              
20170714P1701476017-2261,1,                              
20170714P1701476017-2261,2,                              
20170714P1705432917-7825,1,                              
20170714P1705432917-7825,2,                              
20170714P1707545917-10952,1,39:4-50 DWI                   
20170714P17084478,1,                              
20170714P1708524617-12531,1,39:4-50 DWI                   
20170714P1708524617-12531,2,                              
20170714P17107455,1,                              
20170714P17118649,1,                              
20170714P17118649,2,                              
20170714P1713052517-19188,1,                              
20170714P17144448,1,                              
20170714P1715067117-22244,1,                              
20170714P1715067117-22244,2,                              
20170714P1715067117-22244,3,                              
20170714P1717579117-26077,1,                              
20170714P1718543417-27479,1,                              
20170714P1718631317-27590,1,                              
20170714P1718631317-27590,2,                              
20170714P1720212817-30017,1,39:3-4 UNREGISTERED VEHICLE   
20170714P1720212817-30017,2,                              
20170714P1722948617-34321,1,                              
20170714P1722948617-34321,2,                              
20170714P1723028817-34428,1,39:4-97 CARELESS DRIVING      
20170714P1723028817-34428,2,                              
20170714P1723028817-34428,3,                              
20170714P1723028817-34428,4,                              
20170714P1723028817-34428,7,                              
20170714P1723050817-34442,1,39:4-96 RECKLESS DRIVING      
20170714P1723050817-34442,2,                              
20170714P1723050817-34442,3,                              
20170714P1723050817-34442,4,                              
20170714P1724830817-37055,1,                              
20170714P1724830817-37055,2,                              
20170714P1724924917-37161,1,                              
20170714P1724924917-37161,2,                              
20170714P1724953017-37194,1,39:4-97 CARELESS DRIVING      
20170714P1724953017-37194,2,                              
20170714P1725316817-37756,1,39:4-96 RECKLESS DRIVING      
20170714P1725612917-38264,1,                              
20170714P1725835717-38525,1,39:3-29 FAILURE TO EXHIBIT DO?
20170714P1725835717-38525,2,                              
20170714P172717017-40509,1,                              
20170714P1733415717-50416,1,39:4-97 CARELESS DRIVING      
20170714P1733724517-50843,1,                              
20170714P1733724517-50843,2,                              
20170714P1733724517-50843,3,                              
20170714P1735784717-54254,1,                              
20170714P1735784717-54254,2,39:4-50 DWI                   
20170714P1738184317-58146,1,39:3-29 FAILURE TO EXHIBIT DO 
20170714P1740302017-61557,1,                              
20170714P1740302017-61557,2,                              
20170714P1740302017-61557,3,                              
2017071617-09735,1,                              
2017071617-09735,2,                              
2017071617-09735,3,                              
2017071617-17264,1,                              
2017071617-17264,2,                              
2017071617-44313,1,39:4(A)(1)                    
20170717I-2017-023039,1,                              
20170717I-2017-023039,2,39:3-29 NO REG/DL/INS CARD IN?
20170717I-2017-044187,1,39:4-129 LEAVING THE SCENE OF?
2017072017000955,1,39:4-50                       
20170721I-2017-018964,1,39:3-75 CRACKED WINDSHIELD    
2017072217000587,1,                              
2017072217000785,1,                              
20170722C-2017-000381,1,39:4-97 CARELESS DRIVING      
20170722C-2017-000381,2,                              
201708012017-07134,1,39:3-10                       
2017080120172922,1,                              
2017080120172922,2,                              
2017080217-000921,1,39:4-97                       
2017080217-000921,2,                              
2017080217-6799,1,39:4-56                       
201708022017023012,1,NONE                          
201708022017023973,1,                              
201708022017024807,1,NONE                          
201708022017024807,2,                              
201708022017031032,1,39:4-97                       
201708022017031032,2,                              
201708022017031680,1,NONE                          
201708022017031680,2,                              
20170802A310-2017-02555A,1,39 4 97                       
201708032017008728,1,NONE                          
201708032017008728,2,                              
20170804201708653,1,39:4-50                       
201708052017-17295,1,39:4-97  CARELESS DRIVING     
201708052017-17295,2,                              
201708052017-3726,1,                              
201708052017-46,1,39:4-50                       
201708052017-7976,1,                              
20170805A310-2017-00214A,1,                              
20170805A310-2017-00214A,2,                              
20170805A310-2017-02804A,1,                              
2017080617-009996,1,NONE                          
201708062017-05117,1,                              
201708062017011206,1,NONE                          
201708062017011206,2,                              
201708062017021538,1,39:4-97                       
201708062017021538,2,                              
201708062017022140,1,39:4-50                       
201708062017029394,1,39:4-32                       
201708082017008396,1,39:4-50                       
201708082017008396,2,                              
201708092017010701,1,NONE                          
201708092017010701,2,                              
201708092017013724,1,NONE                          
20170809A140-2017-00152A,1,39 4 97                       
20170809A140-2017-00271A,1,39 4 49.1                     
20170809A140-2017-00832A,1,                              
20170809A140-2017-00832A,2,                              
201708102017-000893,1,39:4-97                       
201708102017011521,1,39:4-97                       
201708102017011521,2,                              
201708102017014675,1,39:4-97                       
201708112017-002730,1,                              
201708112017012650,1,39:4-50                       
201708112017012650,2,                              
201708112017020309,1,NONE                          
201708112017020309,2,                              
201708112017034383,1,39:4-97                       
201708112017034383,2,                              
201708112017034383,3,NONE                          
201708112017034819,1,NONE                          
201708112017034819,2,                              
201708112017035124,1,39:3-40                       
201708112017037359,1,NONE                          
201708112017037359,2,                              
201708182017018290,1,39:4-50                       
201708182017029211,1,39:4-97                       
201708182017029211,2,                              
201708202017-5310,1,                              
201708202017001224,1,                              
201708202017008958,2,                              
20170820A310-2017-02228A,1,                              
20170820A310-2017-02752A,1,                              
201708222017013158,1,NONE                          
201708222017013158,2,                              
201708222017019312,1,39:4-50                       
201708242017007519,1,NONE                          
201708242017007519,2,                              
201708242017012111,1,39:4-97                       
201708242017012111,2,                              
201709012017-34928,1,                              
201709012017-34928,2,                              
201709012017-34928,3,                              
201709012017-7176,1,                              
201709012017-7176,2,FAIL TO OBSERVE SIGNAL        
20170901SO-17-009608,1,                              
20170901SO-17-009608,2,                              
20170903I-2017-015468,1,39:4-97 CARELESS DRIVING      
20170903I-2017-018682,1,                              
20170903I-2017-018682,2,                              
20170903I-2017-020535,1,                              
20170903I-2017-020535,2,                              
2017090417-011205,1,                              
2017090614724-17,1,                              
2017090617-027770,1,                              
2017090617-028865,1,                              
2017090617-10373,1,39:3-10                       
2017090617-10373,2,                              
2017090617-16214,1,                              
2017090617-16214,2,                              
2017090617-22767,1,                              
2017090617-27880,1,                              
2017090617-8320,1,39:4-144 FAILURE TO STOP      
2017090617-8320,2,                              
2017090620951-17,1,                              
2017090620951-17,2,                              
201709063154-17,1,                              
2017090717-12923,1,                              
2017090717-12923,2,                              
2017090717-14281,1,                              
2017090717-14281,2,                              
2017090717-14281,3,                              
2017090717-28928,1,                              
