id,vehicle_number,charge
201002271003768,2,                              
201002271003768,3,                              
2010022810-000059,1,                              
2010022910-11994-259,1,                              
201002302010-02354,1,39:4-97 39:4-50               
201002302010-02354,2,                              
201002302010-16544,1,39:4-50                       
201002302010-16544,2,                              
201002312010-010199,1,                              
201002312010-010199,2,                              
201002312010-010199,3,                              
201002312010-016725,1,                              
201002312010-018940,1,                              
20100231B060201001370A,1,                              
20100231BC-10-033898,1,                              
20100231BC-10-033898,2,39:4-96 FOR RECKLESS DRIVING  
20100231BC-10-033898,3,                              
2010023310-23640,1,                              
2010023310-23640,2,                              
2010023310-26480,1,                              
201002342010-006562,1,DWI 39:4-50                   
20100235MP001763-10,1,                              
20100235MP001763-10,2,                              
2010023610-230,1,                              
2010023610-230,2,                              
20100237M-10-81,1,39:4-96                       
20100237M-10-81,2,39:4-86                       
201002382010-002957,1,                              
201002382010-006662,1,                              
201002382010-006839,1,                              
201002382010-006839,2,                              
2010023910-2460,1,39:4-96                       
2010023910-2460,2,39:6B-2                       
2010023910-4890,1,                              
2010023910-4890,2,                              
20100241113-10,1,                              
20100241124-10,1,39:4-90                       
20100241124-10,2,                              
2010024190-10,1,                              
2010024310-MV-37,1,39:4-144                      
2010024310-MV-37,2,                              
2010024410-3276,1,                              
2010024410-3276,2,                              
20100245I-2010-004924,1,                              
20100245I-2010-004924,2,                              
20100245I-2010-004924,3,                              
20100245I-2010-004924,4,                              
20100245I-2010-004924,5,                              
20100245I-2010-006706,1,                              
20100245I-2010-006706,2,                              
2010024610-35391,1,                              
2010024610-42135,1,                              
2010024610-42135,2,                              
2010024610-51908,1,                              
2010024610-51908,2,                              
201002492010-002686,1,                              
201002492010-015615,1,                              
201002492010-015615,2,                              
201002492010-015615,3,                              
201002492010-015615,4,                              
2010025010-12951,1,                              
2010025010-12951,2,                              
2010025010-12951,3,                              
2010025010-17523,1,                              
20100251I-2010-011717,1,                              
2010025210-100,1,                              
2010025210-1256,1,                              
201002542010-004073,1,                              
201002542010-004073,2,                              
201002542010-004073,3,                              
201002542010-010295,1,N.J.S.S. 39:4-97              
201002542010-011957,1,                              
201002562010-004100,1,                              
201002562010-004100,2,                              
201002562010-008913,1,39:4-50                       
201002562010-009599,1,                              
201002562010-009599,2,                              
201002562010-013726,1,39:4-96                       
201002562010-013726,2,39:4-129                      
2010025710-00107,1,39:3-40                       
20100257B060-2010-00860A,1,                              
20100257B060-2010-03014A,1,                              
20100257B060-2010-03014A,2,                              
2010026010-009334,1,                              
2010026010-011692,1,39:4-50                       
2010026010-062501,1,39:4-144                      
2010026010-062501,2,                              
2010026010-070398,1,                              
2010026010-070398,2,                              
2010026010081114,1,39:4-50 DUI                   
2010026010081114,2,                              
2010026010081114,3,                              
20100260PD-10-008744,1,                              
20100260PD-10-022366,1,39:310 39:497                 
20100260PD-10-029014,1,                              
20100260PD-10-094233,1,39:4-50                       
20100261TY-10-04463,1,39:4-82                       
20100261TY-10-04463,2,                              
20100261TY-10-09701,1,39:4-81                       
20100261TY-10-09701,2,                              
20100261TY-10-12160,1,NONE AT SCENE                 
20100262T-10-35,1,                              
20100262T-10-35,2,                              
2010026310-082,1,                              
2010026310-141,1,                              
2010026310-141,2,                              
2010026510-8767,1,39:4-50                       
201002662010-002097/79-10,1,                              
201002672010-005779,1,CARELESS DRIVING 39:4-97      
201002672010-005779,2,                              
201002672010-015214,1,                              
201002672010-015214,2,39:4-144                      
20100269I-2010-09357,1,                              
20100269I-2010-09357,2,                              
20100269I-2010-14888,1,                              
2010027010-1578,1,                              
2010027010-1578,2,                              
20100301C120-2010-00132A,1,N.J.S. 39:4-88B               
20100301C120-2010-00132A,2,N.J.S. 39:3-76.2A             
20100301C120201000052A,1,39:4-50                       
20100301C120201000220A,1,                              
20100304201031665,1,39:4-97                       
2010030510-7874,1,39:4-97                       
2010030510-7874,2,                              
201003052010-01926,1,                              
201003052010-01926,2,                              
201003052010-01926,3,                              
201003052010-4229,1,                              
201003052010-5218,1,39:4-81                       
201003052010-5218,2,                              
201003052010-5218,3,                              
20100305201019613,1,                              
20100305201019613,2,                              
201003062010-015036,1,                              
201003062010-11044,1,39:4-97                       
20100306C020-2010-00363A,1,                              
2010030710-004,1,                              
2010030710-043,1,                              
2010030710-043,2,                              
20100307D020-2010-00456A,1,                              
2010030841971-10,1,                              
2010030841971-10,2,                              
201003102010-4021,1,                              
201003102010-873,1,39:4-50                       
20100310201005158,1,39:3-40                       
20100310201005783,1,39:3-40                       
20100310201005783,2,                              
20100310MVA2010-04719,1,39:4-97                       
20100311201002613,1,                              
20100311201002613,2,39:4-97                       
20100311201005836,1,                              
20100311201005836,2,                              
20100312201000058,1,                              
20100312201000058,2,                              
20100312201000173,1,39:4-81                       
20100312201000173,2,                              
201003132010-11915,1,39:4-97                       
201003132010-11915,2,                              
201003132010-15690,1,39:4-97                       
201003132010-15690,2,                              
201003132010-17544,1,39:4-81                       
201003132010-17544,2,                              
201003132010-17544,3,                              
201003132010-17544,4,                              
201003132010-20762,1,39:4-50                       
201003132010-5928,1,                              
201003132010-8443,1,39:4-97                       
201003132010-8443,2,                              
201003132010-8443,3,                              
201003132010-8443,4,                              
201003132010-8443,5,                              
20100316C020-2010-000332A,1,39:4-50                       
20100316C020-2010-000332A,2,                              
20100316C020-2010-00052A,1,39:4-97                       
20100316C020-2010-00130A,1,39:4-50                       
20100316C020-2010-00130A,2,                              
20100316C020-2010-00130A,3,                              
20100316C020201000435A,1,39:4-96                       
2010031703-1078-10,1,39:4-81                       
2010031703-1078-10,2,39:4-81                       
2010031703-1088-10,1,39:4-81                       
2010031703-1088-10,2,                              
2010031704-1099-10,1,39:4-144                      
2010031704-1099-10,2,                              
2010031704-1117-10,1,39:4-97                       
2010031704-1117-10,2,                              
2010031706-1175-10,1,                              
2010031708-1236-10,1,CARELESS DRIVING              
2010031708-1236-10,2,                              
2010031709-1257-10,1,39:4-50                       
2010031709-1257-10,2,                              
2010031711-1333-10,1,                              
20100317201002361,1,                              
20100317201002361,2,                              
20100318D020-2010-00254A,1,                              
20100318D020-2010-00254A,2,                              
2010031910-2055,1,                              
2010031910-2055,2,                              
201003192010-11442,1,39:4-81                       
201003192010-11442,2,                              
201003192010-5887,1,                              
201003202010-11484,1,                              
201003202010-12020,1,                              
201003202010-550,1,                              
201003202010-6392,1,39:4-97                       
201003202010-6392,2,39:4-97                       
201003202010-7729,1,                              
201003222010-11462,1,                              
201003222010-11555,1,                              
201003222010-11555,2,39:4-97                       
201003222010-13273,1,                              
201003222010-13273,2,39:4-97                       
201003222010-4300,1,                              
201003242010-10285,1,                              
201003242010-10285,2,39:4-96                       
201003242010-15958,1,                              
201003242010-15958,2,                              
201003242010-18059,1,39:4-50                       
201003242010-18059,2,                              
201003242010-21779,1,                              
201003242010-2575,1,                              
201003242010-9898,1,                              
20100324C020-2010-00391A,1,                              
20100324C020-2010-00391A,2,                              
20100324C020-2010-00391A,3,                              
20100324C020-2010-00630A,1,                              
20100324C020-2010-00630A,2,                              
20100324D020-2010-00877A,1,                              
2010032616-10,1,                              
2010032910-XAB-20,1,                              
201003292010-0214,1,39:4-88B                      
201003292010-10015,1,39:4-97A                      
201003292010-16418,1,                              
201003292010-19930,1,                              
201003292010-4243,1,                              
2010033010-213,1,CARELESS DRIVING              
20100332C080201000591A,1,                              
20100332C080201000591A,2,                              
20100333C060-2010-00230A,1,39:4-97                       
20100333C060-2010-00230A,2,                              
20100333C080-2010-00138A,1,                              
20100333C080-2010-00138A,2,                              
20100333C080-2010-00166A,1,39:4-50                       
20100333C080-2010-00231A,1,39: 4-88B                     
20100333C080-2010-00406A,1,                              
20100333C080201000399A,1,39:4-97                       
20100333C080201000399A,2,                              
20100334C020-2010-00024A,1,                              
20100334C020-2010-00024A,2,39:4-97                       
20100334C020-2010-00524A,1,                              
20100334C020201000748A,1,                              
20100334C020201000748A,2,                              
20100334M10-009,1,                              
20100334M10-009,2,                              
20100334M10-166,1,                              
20100334M10-166,2,                              
20100334M10-178,1,                              
20100334M10-185,1,39:4-97                       
20100334M10-185,2,                              
20100335C080201000010A,1,39:4-89                       
20100336C120201000091A,1,39:4-96                       
201003372010-5019,1,39:4-97                       
201003372010-7474,1,39:4-96                       
201003382010-00022190,1,                              
201003382010-14538,1,39:3-40                       
2010033910-170,1,LEAVING THE SCENE WITH INJURI?
20100339C120-2010-00080A,1,                              
20100339C120-2010-00080A,2,                              
20100339C120-2010-00139A,1,39:4-97                       
201004012010001208,1,39:4-97                       
20100403201027885,1,39:4-50 4-96 3-29             
20100403A310201000893A,1,39:4-50                       
20100404210000149,1,39:4-50                       
20100405T2010-163,1,39:4-50                       
20100405T2010-281,1,39:4-97                       
20100405T2010-281,2,39:3-40                       
20100407201000826,1,                              
2010040810-01-02-062,1,                              
2010040810-01-31-300,1,                              
2010040810-04-24-1146,1,39:3-4                        
2010040810-05-07-0519,1,                              
2010040810-05-07-0519,2,                              
2010040810-05-30-0871,1,39:4-97                       
2010040810-05-30-0871,2,                              
2010040810-05-30-0871,3,                              
2010040810-06-10-708,1,                              
2010040810-06-11-1102,1,                              
2010040810-07-30-1135,1,39:4-97                       
2010040810-07-30-1135,2,                              
2010040810-090-A,1,                              
2010040810-10-02-0548,1,                              
2010040810-12-03-0967,1,39:4-88B                      
2010040810-12-03-0967,2,                              
2010040810-5-21-1243,1,                              
201004081002140983,1,                              
20100408100401-1240,1,39-4-96                       
201004081004050041,1,                              
201004081004050041,2,                              
201004081004050041,3,                              
201004081005000019,1,                              
201004081005080144,1,                              
20100408100514-0427,1,                              
20100408100514-0427,2,                              
20100408100514-0427,3,                              
201004081005200710,1,                              
201004081005200710,2,                              
201004081006020777,1,                              
201004081006200908,1,                              
201004081006200908,2,                              
201004081007010124,1,                              
20100408100707-014,1,39:4-50                       
201004081008080726,1,39:4-129                      
201004081008210391,1,                              
201004081010030260,1,                              
20100408101009-0941,1,                              
201004081012300239,1,                              
2010040810DRPA1284,1,39:4-50                       
201004082010-03-27-1012,1,                              
201004082010-03-27-1012,2,39:4-96                       
20100408201011170483,1,                              
20100408201011170483,2,                              
20100408A310-2010-01046A,1,39:4-97                       
20100408A310-2010-01046A,2,                              
20100408A310-2010-01046A,3,                              
20100408A310201002552A,1,39:4-50                       
20100408A310201002552A,2,                              
2010040910-047084,1,39:4-97                       
2010040910-054807,1,                              
2010040910-073295,1,                              
2010040910-073295,2,                              
2010040910-073295,3,39:4-97                       
2010040910-073295,4,                              
2010040910-083994,1,                              
2010040910-083994,2,                              
2010040910-083994,3,                              
2010040910-087308,1,                              
2010040910-7400,1,                              
20100409A310-2010-00871A,1,                              
20100409A310-2010-01734A,1,                              
201004112010001184,1,                              
201004112010001184,2,                              
201004112010001184,3,                              
201004112010001184,4,                              
201004112010002668,1,39:4-129A                     
201004112010002668,2,                              
201004122010-07179,1,                              
201004122010-07179,2,                              
201004122010-07181,1,39:6B-2                       
20100413A-10-094,1,                              
20100414100092297,1,                              
20100414A310-2010-01254A,1,39:4-50                       
20100415100002895,1,39:4-50                       
20100415100016887,1,39:4-96                       
20100415100019231,1,39:4-97                       
20100415100020423,1,                              
20100415100025292,1,                              
20100415100040699,1,                              
20100415100040699,2,                              
20100415100049022,1,                              
20100415A310-2010-01279A,1,                              
20100415A310-2010-01741A,1,39:4-97                       
2010041610-124-A,1,                              
2010041610-268-A,1,39:4-97                       
2010041610-268-A,2,                              
2010041610-306-A,1,                              
2010041610-415-A,2,                              
201004162010-327A,1,                              
2010041720100267,1,                              
2010041720100267,2,                              
201004182010002584,1,                              
201004182010002584,2,                              
20100421A310201002958A,1,39:4-97                       
20100421A310201002958A,2,                              
20100421D020201000497A,1,39:4-97                       
2010042210-003272,1,39:4-?9                       
2010042210-003294,1,                              
2010042210-005703,1,                              
2010042210-005703,2,                              
2010042210-009011,1,                              
2010042210-011743,1,                              
2010042310-0715-01,1,39:4-50                       
2010042310-0715-01,2,NONE AT TIME OF ACC.          
2010042310-0715-01,3,NONE AT TIME OF ACC.          
2010042310-1125-02,1,NONE AT TIME OF ACC           
2010042310-1125-02,2,NONE AT TIME OF ACC           
2010042310-1125-02,3,NONE AT TIME OF ACC           
2010042710DRPA0914,1,                              
201004302010-1187,1,DWI                           
201004302010-556,1,                              
201004302010-616,1,39:4-97                       
2010043121-10A,1,                              
2010043169-10A,1,                              
201004322010-41,1,                              
201004322010-41,2,                              
2010043410-110-AC,1,39:4-50                       
2010043410-170-AC,1,                              
2010043410-170-AC,2,39:4-50                       
2010043410-322-AC,1,                              
2010043410-451-AC,1,39:4-97                       
2010043410-487-AC,1,                              
2010043410-487-AC,2,                              
2010043410-487-AC,3,                              
2010043510-00405,1,                              
2010043510-00405,2,                              
2010043510-04400,1,39:4-50                       
2010043510-07426,1,39:4-97                       
201004362010-000547,1,                              
201004362010-013367,1,                              
201004362010-013367,2,                              
201004362010-019441,1,                              
201004362010-026350,1,                              
201004362010-032308,1,39:4-97                       
201004362010-032957,1,39:4-97                       
201004362010-032957,2,                              
201004362010-038812,1,39:4-88B                      
201004362010-045382,1,PENDING                       
201004362010-045382,2,                              
201004362010-045382,3,                              
201004362010-048887,1,39:4-96                       
201004362010-048887,2,                              
201004362010-049552,1,39:4-90                       
201004362010-049552,2,                              
201004362010-049591,1,39:4-81                       
201004362010-049591,2,                              
20100436A160-2010-00795A,1,39:4-50                       
20100436A160201000281A,1,                              
20100436A160201000672A,1,39:4-97                       
201004372010-0366,1,39:3-10                       
20100504A0502010000151A,1,39:4-97                       
20100504A0502010000151A,2,                              
20100504A050201000133A,1,39:4-97                       
20100504A050201000133A,2,                              
20100504A050201000133A,3,                              
201005052010-000126,1,                              
201005052010-010150,1,                              
201005052010-010150,2,39:3-10                       
201005052010-010463,1,N.S.I.                        
201005052010-014682,1,39:4-97                       
201005052010-021060,1,                              
201005052010-021060,2,39:4-88B                      
201005052010-024869,1,                              
201005052010-024869,2,                              
201005052010-024869,3,                              
201005052010-024869,4,                              
201005052010-024869,5,                              
201005052010-027278,1,                              
201005052010-027278,2,39:4-50                       
20100505I-2010-028659,1,39:4-96 RECKLESS DRIVING      
20100505I-2010-031548,1,                              
201005062010-000352,1,39:4-97                       
201005062010-000352,2,N.S.I.                        
20100506I-2010-02855,1,CHARGES PENDING               
20100506I-2010-02855,2,                              
20100506I-2010-07339,1,                              
20100506I-2010-15465,1,                              
20100506I-2010-18960,1,                              
20100506I-2010-21195,1,                              
20100506I-2010-21195,2,39:4-88                       
20100506I-2010-22029,1,                              
20100506I-2010-22780,1,                              
20100506I-2010-35988,1,                              
20100506I-2010-38349,1,39:4-96                       
20100506I-2010-38349,2,39:4-88B                      
20100506I-2010-38486,1,39:4-97 39:3-10 39:3-29       
2010050810-21054,1,39:4-129A                     
2010050810-21054,2,                              
2010050810-42765,1,39:3-76.2F                    
2010050810-42765,2,39:4-97/39:3-76.2F            
20100510I-2010-08965,1,39:4-97                       
20100511A050201000462A,1,                              
20100511A050201000462A,2,                              
20100511E030201001754A,1,39:4-85                       
201005142010-016704,1,FAILURE TO YIELD TO PEDESTRIA 
201005142010-11964,1,DWI                           
201005142010-11964,2,CARELESS DRIVING              
201005142010-11964,3,FAILURE TO WEAR SEATBELT      
201005142010-11964,4,                              
201005142010-27704,1,39:4-97                       
201005152010-008459,1,                              
201005152010-008459,2,                              
201005152010-008459,3,                              
201005152010-017920,1,FAILURE TO YIELD              
201005152010-017920,4,                              
201005152010-022366,1,39:4-50                       
201005152010-027631,1,                              
201005152010-027631,2,                              
201005152010-027631,3,                              
2010060101292-10,1,                              
20100601BR-04318-10,1,                              
20100601BR-09622-10,1,                              
20100601BR-10476-10,1,                              
20100601BR-16723-10,1,DRIVING WHILE INTOXICATED     
20100601BR-16723-10,2,                              
20100601BR-16723-10,3,                              
20100601BR-16723-10,4,                              
20100601BR-18226-10,1,DRIVING ON REVORED LIST       
20100601BR-18226-10,2,                              
20100601BR-18226-10BR-0182?,1,DRIVING ON REVOKED LIST       
20100601BR-18226-10BR-0182?,2,                              
20100601BR-33115-10BR-03311?,1,DRIVING WITH OUT A DRIVERS LI?
20100601BR-33115-10BR-03311?,2,                              
20100604A100-2010-00357A,1,                              
20100604A100-2010-00357A,2,                              
20100605A040-2010-00030-A,1,39:4-97                       
20100605A040-2010-00030-A,2,                              
20100608A100-2010-00363-A,1,                              
20100608A100-2010-00363-A,2,                              
20100609A100-2010-00298A,1,39:4-97 CARELESS DRIVING      
20100609A100-2010-00298A,2,                              
20100609A100-2010-00298A,3,                              
20100609A100-2010-00298A,4,                              
20100609AN0201000242A,1,39:4-97                       
20100609AN0201000242A,2,                              
2010061010-001909,1,39:4-97 CARELESS DRIVING      
20100613A040201000432A,1,39:4-97                       
20100613A040201000432A,2,39:3-76.2F                    
20100613A040201000507A,1,                              
20100613A040201000507A,2,39:4-88B- FAILURE TO MAINTAIN?
201006142010-00001308,1,                              
201006142010-00004768,1,                              
201006142010-00014107,1,                              
201006142010-00036063,1,                              
201006142010-00038413,1,39:3-10 39:4-88               
201006142010-00038413,2,                              
201006142010-00038413,3,                              
201006142010-00038413,4,                              
201006142010-00044475,1,                              
201006142010-00044475,2,39:4-144                      
201006142010-00052239,1,39:4-97                       
201006142010-00052576,1,                              
201006142010-00052576,2,                              
201006142010-00066839,1,                              
201006142010-00066839,2,                              
201006142010-00067379,1,                              
201006142010-00067379,3,                              
201006142010-00067379,4,                              
201007012010-10956,1,39:4-50                       
201007012010-10956,2,                              
201007012010-11614,1,                              
201007012010-11614,2,                              
201007012010-21095,1,39:4-50                       
201007012010-21438,1,39:4-97                       
201007012010-2198,1,39:4-50                       
201007012010-2198,2,                              
201007012010-3797,1,39:3-10                       
201007012010-5626,1,                              
201007012010-6308,1,                              
2010070210-11513,1,                              
2010070210-12398,1,                              
2010070210-4947,1,39:4-50 39:3-76.2F            
2010070210-6128,1,FAILURE TO YIELD TO ?         
2010070210-6310,1,39:4-97                       
2010070210-6310,2,                              
2010070210-6310,3,                              
2010070210-6310,4,                              
2010070210-665,1,                              
2010070210-7342,1,UNREGISTERED                  
2010070210-7342,2,                              
2010070210-7342,3,                              
2010070210-7342,4,                              
2010070210-8759,1,                              
2010070210-9796,1,PENDING                       
2010070410-11564-AC,1,                              
2010070410-11564-AC,2,                              
2010070510-14874,1,CARELESS DRIVING              
2010070510-15483,1,                              
2010070510-15483,2,                              
2010070510-16893,1,                              
2010070510-16893,2,                              
2010070510-16893,3,                              
2010070510-20588,1,                              
2010070510-20599,1,39:4-144                      
2010070510-5467,1,                              
2010070510-6248,1,                              
2010070510-8837,1,                              
2010070510-8837,2,                              
2010070518465,1,                              
2010070519624,1,                              
2010070519624,2,                              
20100705B060-2010-02745A,1,                              
2010070910-103495,1,                              
2010070910-103495,2,                              
2010070910-103495,3,                              
2010070910-103495,4,                              
2010070910-103495,5,                              
2010070910-107710,2,                              
2010070910-31146,1,39:4-96                       
2010070910-31146,2,39:3-40                       
201007092010-25100,1,                              
201007092010-31110,1,39:3-29                       
201007092010-65961,1,                              
201007092010-68757,1,                              
201007092010-77340,1,                              
201007092010-77340,2,                              
20100710B060201002271A,1,                              
20100710B060201002271A,2,                              
20100710B060201002271A,3,                              
20100710B060201002271A,4,CARELESS DRIVING 39:4-97      
20100710B060201002271A,5,CARELESS DRIVING 39:4-97      
20100710I2010-016505,1,39:3-40 DRIVING WHILE DL/REG ?
20100710I2010-027959,1,39:4-97 CARELESS DRIVING      
2010071110-22542,1,                              
20100712100008223,1,                              
20100712100008679,1,                              
20100712100008679,2,                              
20100712100010257,1,                              
20100712100010524,1,39:4-35                       
20100712100016328,1,39:4-144                      
20100712100016328,2,                              
20100712100016389,1,39:4-97                       
20100712100016389,2,                              
20100712100016389,3,                              
20100713B1131,1,                              
20100713B1131,2,                              
20100713R347,1,39:4-36                       
20100713RED670,1,                              
20100713RED981,1,39:4-50 DUI                   
20100713RED981,2,39:4-50.14 UNDERAGE DUI       
20100713RED981,3,39:4-96 RECKLESS DRIVING      
20100713RED981,4,                              
2010071410-05976,1,39:4-36                       
2010071410-12572,1,                              
2010071410-12572,2,                              
2010071410-19943,1,                              
2010071410-21852,1,                              
2010071410-21852,2,                              
2010071410-21852,3,                              
2010071410-22233,1,                              
2010071410-26894,1,                              
2010071410-27241,1,                              
2010071410-27241,2,                              
2010071410-3422,1,                              
2010071410-35759,1,                              
2010071410-37799,1,                              
2010071410-37799,2,                              
2010071410-37799,3,                              
2010071410-41493,1,                              
2010071410-41493,2,                              
2010071410-46226,1,39:3-40                       
2010071410-46226,2,                              
2010071410-46680,1,                              
2010071410-46680,2,                              
2010071410-470,1,39:4-129                      
2010071410-470,2,                              
2010071410-48824,1,                              
2010071410-48824,2,                              
2010071410-54067,1,                              
2010071410-54067,2,                              
2010071410-54783,1,                              
2010071410-54783,2,                              
2010071410-56558,1,                              
2010071410-56558,2,                              
2010071410-60400,1,39:3-40/39:3-4/39:6B-2/:3-10  
