id,vehicle_number,year,make,model,hit_run
20100123A090-2010-00020P,1,1985,KAWASAKI,BAYOU, 
20100123A090201000360A,1,1994,FORD,155, 
20100123A090201000360A,2,2002,MACK,LE6, 
2010020110-077,1,1999,KENWORTH,TRACTOR, 
2010020110-077,2,2001,FORD,F250, 
2010020110-10779,1,2007,AUDI,2 DR, 
20100202PI-10-0551,1,1998,JEEP,CHER, 
20100202PI-10-1896,1,2005,FORD,500, 
2010020310-024119,1,1998,LINCOLN,MARK8, 
2010020310-024119,2,2010,INFINITI,QX56, 
2010020310-13925,1,2003,DODGE,SPT, 
2010020310-22825,1,2007,FORD,TAURUS, 
2010020310-22825,2,2008,BMW,325, 
2010020310-22825,3,2007,HYUNDAI,TIBURON, 
201002042010-17435,1,2009,HONDA,WAGON, 
2010020510-008081,1,1999,HONDA,ACCORD, 
201002062010-227,1,2004,CHEVROLET,VAN, 
201002072010-007392,1,2003,HONDA,CRV, 
201002072010-007392,2,2002,VOLVO,S60, 
2010020810-12020,1,1997,NISSAN,4 DR., 
2010020810-13702,1,2009,HONDA,4 DR., 
20100208PD-10-001069,1,2002,VOLKSWAGEN,PAS, 
20100208PD-10-001069,2,2002,TOYOTA,COR, 
201002102010-07338,1,2000,PETERBILT,320, 
201002102010-12098,1,2008,HUMMER,H3, 
201002102010-12098,2,2008,TOYOTA,TC, 
201002112010-020314,1,2005,NISSAN,MURANO, 
201002112010-020314,2,2007,SUZUKI,GSX-R, 
20100212B250-2010-00007A,1,2008,YAMAHA,YZFR6, 
20100212B250201000003A,1,2006,ACURA,TL,Y
20100212ER-10-00285,1,1993,LEXUS,4DR, 
20100212ER-10-05106,1,1996,TOYOTA,AVA, 
20100212ER-10-05106,2,2004,JAGUAR,STY, 
20100212ER-10-09378,1,1994,HONDA,ACCORD, 
20100212ER-10-09378,2,2002,LEXUS,EX300, 
201002132010-002419,1,2007,FORD,VAN, 
201002142010:31252,1,2001,MITSUBISHI,4DR, 
201002142010:31252,2,1998,FORD,4DR, 
201002142010:31847,1,2008,HONDA,4 DR, 
201002142010:31847,2,2009,CHEVROLET,4 DR, 
20100215BC-10-035875,1,2007,CHEVROLET,HHR, 
20100215BC-10-035875,2,2005,TOYOTA,CAMRY, 
20100215R253-10,1,2000,HONDA,ACCORD, 
20100215R253-10,2,2001,HONDA,ACCORD, 
20100215R754-10,1,1994,LEXUS,400, 
2010021710-17008,1,2001,TOYOTA,HIGHLANDER, 
2010021710-17008,2,2001,INTERNATIONAL,, 
2010021715,1,1996,FORD,WAG, 
2010021715,2,2010,TOYOTA,4DR, 
201002172010-12697,1,2001,CHEVROLET,4DR, 
2010021810-1247-A-AC,1,1997,CHEVROLET,BLAZER, 
2010021810-3513-AC,1,2000,JEEP,CHEROKEE, 
2010021810-3513-AC,2,2002,UNKNOWN,, 
20100218BC-10-019062,1,2005,DODGE,MAGNUM, 
20100219D030-2010-02762A,1,2002,OLDS,BRAVADA, 
20100219D030-2010-02762A,2,2006,HONDA,MOTORCYCLE, 
20100219I-2010-03319,1,2008,FORD,ESCAPW, 
20100219I-2010-039940,1,2003,CHEVROLET,M/L, 
2010022010-5126,1,2002,SUBARU,IMP.,Y
2010022010-5444,1,2009,CHEVROLET,SUBURBAN, 
2010022010-5873,1,2007,CHEVROLET,TAHOE, 
2010022010-5873,2,0   ,GMC,TOP KICK, 
201002206,1,2009,NISSAN,WAGON/ROGUE, 
201002206,2,2003,PONTIAC,WAGON/4DR, 
20100221I-2010-004117,1,1998,CHEVROLET,BLA, 
20100221I-2010-004117,2,1990,TOYOTA,CAM, 
20100221I-2010-016719,1,2008,FORD,ESC, 
20100221I-2010-029310,1,1998,MERCURY,VILLAGER, 
20100221I-2010-029310,2,2003,TOYOTA,COROLLA, 
2010022210-10894,1,2007,BMW,6501CV, 
2010022210-10894,2,2000,TOYOTA,AVA, 
2010022210-10894,3,1999,NISSAN,SEN, 
2010022310-00759,1,2002,FORD,TAURUS, 
2010022310-01274,1,2008,FORD,EDG, 
2010022310-12101,1,2004,HYUNDAI,ACC, 
2010022310-24493,1,1999,CHRYSLER,SEB, 
2010022310-24493,2,2003,HARLEY DAVIDSON,FLH, 
2010022310-31009,1,2007,HYUNDAI,4 DR, 
2010022310-31009,2,2002,FORD,4 DR, 
2010022310-32075,1,2002,FORD,EXP, 
201002231000662,1,1988,NISSAN,4DR,Y
201002231006746,1,2006,NISSAN,ALT, 
201002231009688,1,2000,DAE,4DR, 
20100223P,1,2009,CHRYSLER,4DR, 
2010022424-10-00570,1,2005,LEXUS,ES, 
2010022424-10-00570,2,1999,CHEVROLET,VAN, 
20100225I-2010-08941,1,1998,MERCURY,TRA, 
201002271001619,1,2004,SAAB,4 DR, 
201002271003768,1,1997,LEXUS,4 DR, 
201002271003768,2,2008,,NTTRL, 
201002271003768,3,1994,HONDA,4 DR, 
2010022810-000059,1,1999,MERCEDES BENZ,CK4, 
2010022910-11994-259,1,2001,HONDA,ODY, 
201002302010-02354,1,2007,FORD,4 DR, 
201002302010-02354,2,2007,CHEVROLET,VAN, 
201002302010-16544,1,2001,SATURN,SCI,Y
201002302010-16544,2,0   ,TOYOTA,COR, 
201002312010-010199,1,2001,CHEVROLET,, 
201002312010-010199,2,2008,JEEP,LIB, 
201002312010-010199,3,2006,FORD,EXP, 
201002312010-016725,1,1999,INFINITI,QX4, 
201002312010-018940,1,1996,CHEVROLET,CAV, 
20100231B060201001370A,1,2009,INFINITI,G37, 
20100231BC-10-033898,1,2004,INTERNATIONAL,9900I, 
20100231BC-10-033898,2,2007,HONDA,CIVIC, 
20100231BC-10-033898,3,2006,HONDA,CIVIC, 
2010023310-23640,1,2003,INTERNATIONAL,TRUCK, 
2010023310-23640,2,1997,JEEP,4DR, 
2010023310-26480,1,2010,TOYOTA,RAV, 
201002342010-006562,1,2001,FORD,ESC., 
20100235MP001763-10,1,2007,HARLEY DAVIDSON,FXS, 
20100235MP001763-10,2,2008,JEEP,GRC, 
2010023610-230,1,2007,HARLEY DAVIDSON,MC, 
2010023610-230,2,2008,MITSUBISHI,OUTLANDER, 
20100237M-10-81,1,2004,NISSAN,ALTIMA, 
20100237M-10-81,2,2009,TOYOTA,RAV 4, 
201002382010-002957,1,0   ,,,Y
201002382010-006662,1,2007,HONDA,CRV, 
201002382010-006839,1,2010,CADILLAC,SRX, 
201002382010-006839,2,2005,HARLEY DAVIDSON,SPO, 
2010023910-2460,1,1995,BUICK,CENT, 
2010023910-2460,2,2004,DODGE,VIPER, 
2010023910-4890,1,2008,TOYOTA,4-DR, 
2010023910-4890,2,1992,CHEVROLET,4-DR, 
20100241113-10,1,0   ,HONDA,70F CRF, 
20100241124-10,1,2003,MERCEDES BENZ,SEDAN, 
20100241124-10,2,2006,SUZUKI,DR6, 
2010024190-10,1,2008,TOYOTA,RAV4, 
2010024310-MV-37,1,2009,LINCOLN,MKZ, 
2010024310-MV-37,2,2009,BMW,R1200GS, 
2010024410-3276,1,2004,VOLKSWAGEN,JETTA, 
2010024410-3276,2,2002,MCI,D4000, 
20100245I-2010-004924,1,2007,TOYOTA,4 DR, 
20100245I-2010-004924,2,2002,HARLEY DAVIDSON,MOTOR CYCL, 
20100245I-2010-004924,3,2000,HARLEY DAVIDSON,MOTOR CYC, 
20100245I-2010-004924,4,2003,HONDA,4 DOOR, 
20100245I-2010-004924,5,2007,CADILLAC,4 DOOR, 
20100245I-2010-006706,1,2004,ACURA,4D, 
20100245I-2010-006706,2,2003,HONDA,MC, 
2010024610-35391,1,2008,YAMAHA,MC, 
2010024610-42135,1,2010,HYUNDAI,ELANTRA, 
2010024610-42135,2,1998,VOLVO,570, 
2010024610-51908,1,1998,TRI,MOTORCYCLE, 
2010024610-51908,2,2005,MERCURY,4 DR, 
201002492010-002686,1,1992,FORD,TRT, 
201002492010-015615,1,1999,TOYOTA,TK, 
201002492010-015615,2,1988,MERCEDES BENZ,300, 
201002492010-015615,3,2004,MERCEDES BENZ,500, 
201002492010-015615,4,2001,LINCOLN,TOW, 
2010025010-12951,1,2008,FORD,ECO, 
2010025010-12951,2,1995,RTS,BUS, 
2010025010-12951,3,2008,TOYOTA,HIGHLANDER, 
2010025010-17523,1,1999,PLYMOUTH,VOYAGER, 
20100251I-2010-011717,1,2006,FORD,TRK, 
2010025210-100,1,2004,HYUNDAI,XG, 
2010025210-1256,1,2005,MACK,TRUCK, 
201002542010-004073,1,2007,HARLEY DAVIDSON,, 
201002542010-004073,2,2005,BMW,M3, 
201002542010-004073,3,2007,FREIGHTLINER,CG1, 
201002542010-010295,1,1999,LEXUS,ES350, 
201002542010-011957,1,2007,NISSAN,4DR, 
201002562010-004100,1,2005,HARLEY DAVIDSON,FLT, 
201002562010-004100,2,2009,LEXUS,ES, 
201002562010-008913,1,1998,JEEP,CHEROKE, 
201002562010-009599,1,2007,FORD,F25, 
201002562010-009599,2,1996,DODGE,CAR, 
201002562010-013726,1,2008,MERCEDES BENZ,ML3,Y
201002562010-013726,2,2006,CHEVROLET,CORVETTI, 
2010025710-00107,1,2009,FORD,MUSTANG, 
20100257B060-2010-00860A,1,2007,FORD,EXPLORER, 
20100257B060-2010-03014A,1,2003,TOYOTA,WAG, 
20100257B060-2010-03014A,2,1999,TOYOTA,UVS, 
2010026010-009334,1,2004,JEEP,4DR, 
2010026010-011692,1,2005,CHEVROLET,4DR, 
2010026010-062501,1,2007,TOYOTA,COROLLA, 
2010026010-062501,2,2009,INFINITI,G37, 
2010026010-070398,1,0   ,LEXUS,4 DR, 
2010026010-070398,2,2007,TOYOTA,WAGON, 
2010026010081114,1,1997,BUICK,LES, 
2010026010081114,2,1997,MERCURY,SGS, 
2010026010081114,3,2008,LEXUS,RX, 
20100260PD-10-008744,1,2002,NISSAN,MAYOMA, 
20100260PD-10-022366,1,1993,TOYOTA,4DR, 
20100260PD-10-029014,1,2002,BUICK,4 DOOR, 
20100260PD-10-094233,1,2001,CHEVROLET,4DR, 
20100261TY-10-04463,1,1999,FORD,EC2, 
20100261TY-10-04463,2,2002,HONDA,ACC, 
20100261TY-10-09701,1,2005,INTERNATIONAL,TRK, 
20100261TY-10-09701,2,1985,VOLKSWAGEN,VAN, 
20100261TY-10-12160,1,2008,HONDA,ODY, 
20100262T-10-35,1,2008,LINCOLN,MKZ, 
20100262T-10-35,2,0   ,FORD,CONTOUR, 
2010026310-082,1,0   ,VOLVO,960, 
2010026310-141,1,2005,CADILLAC,CTS, 
2010026310-141,2,2011,BMW,328I, 
2010026510-8767,1,1974,FORD,, 
201002662010-002097/79-10,1,2006,TOYOTA,TAC, 
201002672010-005779,1,2008,CADILLAC,CTS, 
201002672010-005779,2,1987,HARLEY DAVIDSON,ELECT, 
201002672010-015214,1,2004,PONTIAC,VIB, 
201002672010-015214,2,2010,TOYOTA,RAV, 
20100269I-2010-09357,1,1999,MACK,999, 
20100269I-2010-09357,2,1999,ISUZU,TRUCK, 
20100269I-2010-14888,1,1996,OLDS,CIE, 
2010027010-1578,1,1998,FORD,ECON, 
2010027010-1578,2,2003,CHEVROLET,PICKUP, 
20100301C120-2010-00132A,1,2010,NISSAN,MURANO, 
20100301C120-2010-00132A,2,2006,TOYOTA,AVALON, 
20100301C120201000052A,1,1999,MERCURY,COUGAR,Y
20100301C120201000220A,1,2006,HONDA,RIDGELINE, 
20100304201031665,1,1995,INFINITI,J30, 
2010030510-7874,1,1997,JEEP,CHEROKEE, 
2010030510-7874,2,2001,KAWASAKI,MC, 
201003052010-01926,1,2005,KIA,SPECTRA, 
201003052010-01926,2,2001,VOLVO,S80, 
201003052010-01926,3,1987,PETERBILT,300, 
201003052010-4229,1,1988,CHEVROLET,CAPRICE, 
201003052010-5218,1,1999,ACURA,3.2, 
201003052010-5218,2,2007,HONDA,ACCORD, 
201003052010-5218,3,2006,MITSUBISHI,RAIDER, 
20100305201019613,1,2010,HONDA,ACCORD, 
20100305201019613,2,2010,TOYOTA,CORONA, 
201003062010-015036,1,2005,HONDA,CVR 1000, 
201003062010-11044,1,2003,MITSUBISHI,LANCER, 
20100306C020-2010-00363A,1,2006,MACK,, 
2010030710-004,1,2006,CHEVROLET,HHR, 
2010030710-043,1,2007,YAMAHA,YFM350, 
2010030710-043,2,2007,KAWASAKI,KFX90, 
20100307D020-2010-00456A,1,2007,VOLVO,TT, 
2010030841971-10,1,1998,FORD,4 DR, 
2010030841971-10,2,1999,GMC,WAGON, 
201003102010-4021,1,1996,DODGE,INTREPID, 
201003102010-873,1,2009,ACURA,TSX, 
20100310201005158,1,2006,JEEP,, 
20100310201005783,1,1998,CHRYSLER,, 
20100310201005783,2,1986,CHEVROLET,, 
20100310MVA2010-04719,1,2003,CHEVROLET,CAV, 
20100311201002613,1,2006,FORD,, 
20100311201002613,2,2003,LINCOLN,, 
20100311201005836,1,2008,CHEVROLET,, 
20100311201005836,2,2005,CADILLAC,, 
20100312201000058,1,1996,TOYOTA,CAMRY, 
20100312201000058,2,1990,JEEP,CHEROKEE, 
20100312201000173,1,2002,CHEVROLET,EXPRESS, 
20100312201000173,2,1994,BUICK,SKYLARK, 
201003132010-11915,1,2004,PORSCHE,4DR, 
201003132010-11915,2,2009,HONDA,WAG, 
201003132010-15690,1,1994,HONDA,4 DR, 
201003132010-15690,2,1997,CHEVROLET,WAG, 
201003132010-17544,1,2001,CHEVROLET,EXP, 
201003132010-17544,2,2004,HONDA,CIVIC, 
201003132010-17544,3,2002,CHRYSLER,TC, 
201003132010-17544,4,1999,HONDA,ODY, 
201003132010-20762,1,2010,DODGE,2DOOR, 
201003132010-5928,1,1996,CHEVROLET,4 DOOR, 
201003132010-8443,1,2003,JEEP,WAGON, 
201003132010-8443,2,1998,BUICK,4 DR, 
201003132010-8443,3,1999,TOYOTA,4 DOOR, 
201003132010-8443,4,2008,HONDA,4 DOOR, 
201003132010-8443,5,2004,MITSUBISHI,4 DOOR, 
20100316C020-2010-000332A,1,2005,HONDA,CBR, 
20100316C020-2010-000332A,2,1995,VOLVO,4 DR, 
20100316C020-2010-00052A,1,1990,ACURA,INTEGRA, 
20100316C020-2010-00130A,1,1998,CHEVROLET,CORVETTE, 
20100316C020-2010-00130A,2,2010,COLLINS,BUS, 
20100316C020-2010-00130A,3,2010,COLLINS,BUS, 
20100316C020201000435A,1,2000,CHEVROLET,CAVALIER, 
2010031703-1078-10,1,2000,STERLING,TRUCK, 
2010031703-1078-10,2,2002,CHEVROLET,MALIBU, 
2010031703-1088-10,1,2007,NISSAN,XTERA, 
2010031703-1088-10,2,2004,HONDA,CR-V, 
2010031704-1099-10,1,2004,HYUNDAI,SONATA, 
2010031704-1099-10,2,2002,HARLEY DAVIDSON,MC, 
2010031704-1117-10,1,2009,NISSAN,MAXIMA, 
2010031704-1117-10,2,2009,HARLEY DAVIDSON,M/C (XL-1), 
2010031706-1175-10,1,2000,HONDA,ACCORD, 
2010031708-1236-10,1,2008,INFINITI,4 DR, 
2010031708-1236-10,2,1987,HONDA,MOTORCYCLE, 
2010031709-1257-10,1,1999,HARLEY DAVIDSON,MC, 
2010031709-1257-10,2,2008,HONDA,CRV, 
2010031711-1333-10,1,1999,HONDA,ACCORD, 
20100317201002361,1,2000,CHRYSLER,, 
20100317201002361,2,2009,KAWASAKI,, 
20100318D020-2010-00254A,1,1997,FORD,WINDSTAR, 
20100318D020-2010-00254A,2,2007,FREIGHTLINER,TRACTOR, 
2010031910-2055,1,2002,CHEVROLET,TAHOE K1500, 
2010031910-2055,2,2001,INTERNATIONAL,TRK, 
201003192010-11442,1,2007,MAZDA,CX7, 
201003192010-11442,2,2003,DODGE,RAM, 
201003192010-5887,1,2007,FORD,CROWN VICTORIA, 
201003202010-11484,1,2003,FORD,FOCUS, 
201003202010-12020,1,2008,INTERNATIONAL,SCHOOL BUS, 
201003202010-550,1,1996,HONDA,CIVIC, 
201003202010-6392,1,0   ,HONDA,FOURTRAX 300, 
201003202010-6392,2,2000,YAMAHA,WARRIOR 350, 
201003202010-7729,1,1989,TOYOTA,CAMRY, 
201003222010-11462,1,2005,JEEP,GCH, 
201003222010-11555,1,1990,DODGE,RAM, 
201003222010-11555,2,2010,LEXUS,RX3, 
201003222010-13273,1,2000,MERCEDES BENZ,430, 
201003222010-13273,2,1999,FORD,TAU, 
201003222010-4300,1,2006,LINCOLN,TC, 
201003242010-10285,1,2003,PONTIAC,GRAND PRIX, 
201003242010-10285,2,1988,HONDA,HURRICANE, 
201003242010-15958,1,2009,FREIGHTLINER,CASCADE, 
201003242010-15958,2,1990,HONDA,ACCORD, 
201003242010-18059,1,2007,HYUNDAI,TUCSON,Y
201003242010-18059,2,2003,DODGE,NEON, 
201003242010-21779,1,0   ,,,Y
201003242010-2575,1,0   ,,,Y
201003242010-9898,1,2002,JEEP,CHEROKEE, 
20100324C020-2010-00391A,1,2006,CHEVROLET,MAL., 
20100324C020-2010-00391A,2,2005,HONDA,CRV, 
20100324C020-2010-00391A,3,2008,HONDA,CIVIC, 
20100324C020-2010-00630A,1,2007,TOYOTA,YAR, 
20100324C020-2010-00630A,2,2004,MACK,DUMPTRK, 
20100324D020-2010-00877A,1,2008,PETERBILT,379, 
2010032616-10,1,1996,LINCOLN,TOWN CAR, 
2010032910-XAB-20,1,2005,SUZUKI,MC, 
201003292010-0214,1,2009,CHEVROLET,COB, 
201003292010-10015,1,1994,FORD,F250, 
201003292010-16418,1,2007,CHEVROLET,SILVERADO, 
201003292010-19930,1,1995,JEEP,CHEROKEE, 
201003292010-4243,1,2009,SUZUKI,MC, 
2010033010-213,1,2005,HONDA,MOTORCYCLE, 
20100332C080201000591A,1,1981,LINCOLN,MARK VI, 
20100332C080201000591A,2,1997,FORD,ESCORT, 
20100333C060-2010-00230A,1,1999,FORD,TAURUS, 
20100333C060-2010-00230A,2,2000,INTERNATIONAL,, 
20100333C080-2010-00138A,1,1999,OLDS,CUTLASS, 
20100333C080-2010-00138A,2,2001,GMC,C6500, 
20100333C080-2010-00166A,1,2005,FORD,E350, 
20100333C080-2010-00231A,1,1994,CHEVROLET,PICKUP, 
20100333C080-2010-00406A,1,2004,NISSAN,ALTIMA, 
20100333C080201000399A,1,2007,FORD,EDGE, 
20100333C080201000399A,2,2003,HARLEY DAVIDSON,MC, 
20100334C020-2010-00024A,1,2005,GMC,ENVOY, 
20100334C020-2010-00024A,2,2008,VOLKSWAGEN,GTI, 
20100334C020-2010-00524A,1,2006,SUZUKI,GSX1300R, 
20100334C020201000748A,1,2008,TOYOTA,4 RUNNER, 
20100334C020201000748A,2,2007,BSS,HOSS, 
20100334M10-009,1,2002,MERCURY,MOUNTAINE, 
20100334M10-009,2,2005,CHRYSLER,PT CRUISER, 
20100334M10-166,1,2004,DODGE,RAM, 
20100334M10-166,2,2011,IC,BUS, 
20100334M10-178,1,1997,SATURN,ION, 
20100334M10-185,1,2010,HYUNDAI,SONATA, 
20100334M10-185,2,2010,TOYOTA,TUNDRA, 
20100335C080201000010A,1,2008,MAZDA,M6I, 
20100336C120201000091A,1,1993,BUICK,CENTURY, 
201003372010-5019,1,2004,CHEVROLET,TAHOE, 
201003372010-7474,1,2005,VOLKSWAGEN,JETTA, 
201003382010-00022190,1,2004,ACURA,TSX, 
201003382010-14538,1,1995,DODGE,CARAVAN, 
2010033910-170,1,1987,CHEVROLET,P/U, 
20100339C120-2010-00080A,1,1999,HARLEY DAVIDSON,FLSTC, 
20100339C120-2010-00080A,2,2004,MERCURY,4DR, 
20100339C120-2010-00139A,1,2004,JEEP,GRAND CHEROKEE, 
201004012010001208,1,2000,CHEVROLET,S-10,Y
20100403201027885,1,1988,FORD,MUSTANG, 
20100403A310201000893A,1,1998,NISSAN,PATHFINDER, 
20100404210000149,1,1992,CHRYSLER,TNC, 
20100405T2010-163,1,2004,HARLEY DAVIDSON,MOTORCYCL, 
20100405T2010-281,1,2010,TOYOTA,RAV 4, 
20100405T2010-281,2,1995,HONDA,CB250, 
20100407201000826,1,1992,LINCOLN,TWNCR, 
2010040810-01-02-062,1,2000,NISSAN,MAXIMA, 
2010040810-01-31-300,1,2003,INFINITI,G35, 
2010040810-04-24-1146,1,1995,BUICK,REGAL, 
2010040810-05-07-0519,1,2006,BUICK,4 DR., 
2010040810-05-07-0519,2,1997,GMC,WAGON, 
2010040810-05-30-0871,1,0   ,,QUAD, 
2010040810-05-30-0871,2,0   ,FORD,EXPLORER, 
2010040810-05-30-0871,3,2009,SUZUKI,SX4, 
2010040810-06-10-708,1,2004,LEXUS,GX470, 
2010040810-06-11-1102,1,2000,CHEVROLET,IMPALA, 
2010040810-07-30-1135,1,1991,HONDA,ACCORD, 
2010040810-07-30-1135,2,1999,DODGE,INTREPID, 
2010040810-090-A,1,1998,FORD,EXPLORER, 
2010040810-10-02-0548,1,2004,FORD,XPL, 
2010040810-12-03-0967,1,1992,TOYOTA,COROLLA, 
2010040810-12-03-0967,2,2009,NISSAN,ALTIMA, 
2010040810-5-21-1243,1,1998,FORD,CONTOUR, 
201004081002140983,1,2002,AUDI,A6, 
20100408100401-1240,1,2007,HYUNDAI,TUC, 
201004081004050041,1,1998,FORD,VAN, 
201004081004050041,2,2001,TOYOTA,4, 
201004081004050041,3,1995,FORD,4, 
201004081005000019,1,0   ,BAS?,ATV 9000, 
201004081005080144,1,2001,FORD,EXP, 
20100408100514-0427,1,1990,FORD,RANGER, 
20100408100514-0427,2,1999,PONTIAC,GRA, 
20100408100514-0427,3,2000,FORD,FOCUS, 
201004081005200710,1,1995,NISSAN,MAX, 
201004081005200710,2,0   ,TOYOTA,CAMRY,Y
201004081006020777,1,2001,FORD,CROWN VIC, 
