id,vehicle_number,position,occupant_number,age,sex,condition
2006010206-101441,1,01,1,44,M,  
2006010206-114375,1,01,1,59,F,  
2006010206-114762,1,01,1,23,M,02
2006010206-117988,1,01,1,27,F,03
2006010206-117988,2,01,2,22,F,02
2006010206-117988,2,03,3,29,F,03
2006010206-119432,1,01,1,47,M,02
2006010206-119432,2,01,2,40,F,  
2006010206-119432,2,04,3,7,M,  
2006010206-133019,1,01,1,26,M,  
2006010206-133931,1,01,1,45,M,02
2006010206040356,1,01,1,51,M,  
2006010206040356,1,03,2,56,F,  
2006010206040356,2,01,3,30,M,04
2006010206040356,2,03,4,36,F,04
2006010206045861,1,01,1,36,F,  
2006010206045861,1,03,2,14,M,  
2006010206045861,1,06,3,12,F,  
20060102A1602006147A,1,01,1,32,M,04
20060102A1602006147A,2,01,2,65,M,02
20060103I-2006-12872,1,01,1,45,F,02
2006010420600523,1,01,1,23,F,02
2006010420600523,1,04,2,4,M,03
2006010420600523,2,01,3,17,F,04
2006010420600523,2,03,4,17,F,03
2006010420600523,3,01,5,42,F,  
2006010420600523,3,03,6,15,F,  
2006010420601693,1,01,1,55,F,03
2006010420601693,1,03,2,16,F,02
2006010420601693,2,01,3,18,F,04
2006010420606365,1,01,1,62,F,  
2006010420606365,1,03,2,32,F,  
2006010420606365,1,06,3,1,F,  
20060105A090-2006-00209A,1,01,1,18,F,02
20060105A090-2006-00209A,2,01,2,64,M,  
20060105A090-2006-00410A,1,01,1,67,F,02
20060105A090-2006-00410A,1,07,2,6,F,  
20060105A090-2006-00410A,1,09,3,13,M,04
20060105A090-2006-00410A,2,01,4,44,M,04
20060105A090200600129A,1,01,1,19,F,03
20060105A090200600129A,1,03,2,22,F,03
20060105A090200600129A,1,04,3,20,F,03
20060105A090200600129A,1,05,4,3,F,02
20060105A090200600129A,1,06,5,21,M,03
20060105A090200600335A,1,01,1,17,F,03
20060105A090200600335A,1,03,2,16,F,02
20060105A090200600335A,1,04,3,15,M,03
20060105A090200600335A,1,05,4,16,F,02
20060105A090200600335A,1,06,5,15,F,02
20060105A090200600335A,2,01,6,78,M,04
20060105A090200600335A,2,03,7,76,F,03
20060105A0902006314A,1,01,1,20,F,04
20060105A0902006314A,2,01,2,17,F,02
20060105A0902006314A,2,03,3,17,F,04
2006010706-4677,1,01,1,49,M,03
2006010706-4677,2,01,2,88,M,02
200601072006-0029,1,01,1,53,F,02
200601072006-0029,1,03,2,48,M,04
200601072006-0029,2,01,3,21,M,03
200601072006-0043,1,01,1,19,M,02
200601072006-0043,1,03,2,,M,02
200601072006-0043,2,01,3,53,M,  
200601072006-0043,2,03,4,13,M,03
200601072006-00511,1,01,1,41,F,03
200601072006-00511,1,03,2,11,F,02
200601072006-00511,1,04,3,5,M,02
200601072006-00511,1,05,4,13,M,04
200601072006-00511,1,06,5,9,M,02
200601072006-1511,1,01,1,56,F,02
200601072006-1511,2,01,2,74,M,  
200601072006-1511,2,03,3,68,F,  
200601072006-1551,1,01,1,34,F,02
200601072006-1551,2,01,2,27,M,03
200601072006-1682,1,01,1,20,M,  
200601072006-1682,2,01,2,31,F,03
200601072006-1682,2,05,3,16,F,  
200601072006-1682,3,01,4,22,F,02
200601072006-3456,1,01,1,40,M,02
200601072006-3456,2,01,2,20,F,02
200601072006-3456,3,01,3,36,F,  
200601072006-3612,1,01,1,35,M,  
200601072006-3827,1,01,1,19,F,02
200601072006-3827,2,01,2,33,F,02
200601072006-3827,2,06,3,8,F,02
200601072006-4435,1,01,1,49,M,  
200601072006-4435,2,01,2,23,M,02
200601072006-4435,3,01,3,17,M,03
200601072006-5239,1,01,1,36,F,02
200601072006-5239,2,01,2,52,M,  
200601072006-6425,1,01,1,46,F,  
200601072006-6425,2,01,2,23,F,02
200601072006-6481,1,01,1,25,M,  
200601072006-6481,2,01,2,80,F,02
200601072006-7964,1,01,1,60,F,02
200601072006-7964,2,01,2,78,M,02
200601072006-7967,1,01,1,74,M,  
200601072006-7967,1,03,2,69,F,  
200601072006-7967,2,01,3,23,F,02
200601072006-7967,2,03,4,31,M,02
200601072006-8135,1,01,1,39,M,02
200601072006-8135,1,03,2,14,M,02
200601072006-8135,2,01,3,23,M,  
200601072006-8144,1,01,1,25,F,02
200601072006-8144,2,01,2,49,M,02
200601072006-8413,1,01,1,67,M,02
2006010806-007000,1,01,1,33,M,  
2006010806-007000,2,01,2,19,M,02
2006010806-007000,2,03,3,16,F,04
2006010806-007000,2,06,4,15,F,02
2006010806-008692,1,01,1,23,M,02
2006010806-008692,2,01,2,22,M,04
2006010806-028077,1,01,1,19,M,02
2006010806-040394,1,01,1,28,M,02
2006010806-050443,1,01,1,20,F,02
2006010806-050443,1,04,2,5,F,03
2006010806-050443,1,06,3,4M,F,  
2006010806-050443,2,01,4,40,F,03
2006010806-050443,3,01,5,30,M,03
2006010806-051852,1,01,1,37,F,02
2006010806-062792,1,01,1,38,F,04
2006010806-062792,1,03,2,17,F,04
2006010806-062792,1,04,3,62,F,02
2006010806-062792,1,06,4,72,M,04
2006010806-062792,1,08,5,5,F,04
2006010806-13341,1,01,1,18,F,03
2006010806-13341,2,01,2,26,F,02
2006010806-13341,2,03,3,20,F,04
2006010806-13341,2,06,4,19,F,04
2006010806-17533,1,01,1,22,M,02
2006010806-43454,1,01,1,47,M,02
20060108E030-2006-01170A,1,01,1,25,F,04
20060108E030-2006-01170A,1,03,2,18,M,04
20060108E030-2006-01170A,1,04,3,4,M,04
20060108E030-2006-01170A,1,05,4,6,M,04
20060108E030-2006-01170A,1,06,5,30,M,04
20060108E030-2006-01170A,1,07,6,10,M,04
20060108E030-2006-01170A,1,08,7,9,M,04
20060108E030-2006-01170A,1,08,8,12,M,04
20060108E030-2006-01170A,1,09,9,2,M,03
20060108E030-2006-01170A,1,09,10,19,F,03
20060108E030-2006-01170A,1,09,11,1,M,02
20060109A090-06-23A,1,01,1,21,M,02
2006011106-14520,1,01,1,45,M,02
2006011106-1655,1,01,1,18,F,02
2006011106-16997,1,01,1,18,F,02
2006011106-18173,1,01,1,62,M,02
2006011106-18173,2,01,2,58,F,  
2006011106-18173,2,03,3,71,F,  
2006011106-18526,1,01,1,18,F,  
2006011106-18708,1,01,1,48,F,  
2006011106-21880,1,01,1,23,M,03
2006011106-21880,1,03,2,24,F,02
2006011106-21880,1,06,3,21,F,  
2006011106-25800,1,01,1,21,M,03
2006011106-25800,1,03,2,20,F,02
2006011106-25800,1,06,3,4M,F,  
2006011106-25800,2,01,4,29,M,03
2006011106-25800,3,01,5,75,M,03
2006011106-35914,1,01,1,,M,  
200601112006-00027181,1,01,1,22,M,  
200601112006-00027682,1,01,1,86,M,03
200601112006-00027682,1,03,2,87,F,03
200601112006-00027682,2,01,3,87,F,02
200601112006-16035,1,01,1,19,M,02
200601112006-2192,1,01,1,26,M,02
200601112006-22852,1,01,1,48,M,03
200601112006-22852,1,06,2,11,M,03
200601112006-22852,2,01,3,46,F,02
200601112006-30551,1,01,1,43,M,02
200601112006-30551,1,03,2,46,F,02
200601112006-32103,1,01,1,19,F,02
200601112006-32103,1,03,2,17,F,  
200601112006-32103,1,04,3,19,M,02
200601112006-32103,2,01,4,40,F,03
200601112006-35973,1,01,1,29,M,02
200601112006-35973,1,03,2,27,M,04
200601112006-35973,2,01,3,32,M,04
200601112006-9978,1,01,1,46,M,02
200601112006-9978,2,01,2,55,F,  
20060111E030-2006-00671A,1,01,1,18,M,02
2006011206-12761,1,01,1,54,M,03
2006011206-12761,2,01,2,26,M,02
2006011206-2418,1,01,1,31,M,02
2006011206-38971,1,01,1,23,M,02
2006011206-38971,1,03,2,23,F,02
2006011206-38971,1,05,3,19,F,02
2006011206-38971,1,06,4,25,F,04
2006011206-38971,2,01,5,26,M,04
2006011206-44734,1,01,1,51,M,02
2006011206-55560,1,01,1,53,M,  
2006011206-973,1,01,1,60,M,  
20060112A160200600554A,1,01,1,33,M,02
2006011320600172,1,01,1,22,M,02
2006011320600172,1,03,2,16,M,02
2006011320603591,1,01,1,33,F,02
2006011320603591,2,01,2,55,M,04
2006011320605620,1,01,1,51,M,02
2006011320606131,1,01,1,64,F,03
2006011320606131,2,01,2,30,F,02
2006011320606131,2,02,3,59,F,03
2006011320606161,1,01,1,17,M,03
2006011320606161,2,01,2,35,M,02
2006011320607250,1,01,1,20,F,02
2006011320607250,1,03,2,20,F,02
2006011320607250,1,07,3,20,F,02
2006011320607250,1,09,4,19,F,04
2006011320607250,2,01,5,56,M,  
2006011320607250,2,03,6,58,F,03
2006011320607250,2,07,7,34,F,  
2006011320607250,2,09,8,36,M,  
2006011320617870,1,01,1,52,F,02
2006011320617870,2,01,2,59,F,02
2006011320617870,3,01,3,65,M,  
2006011320618739,1,01,1,36,M,04
2006011320618739,2,01,2,20,F,02
2006011320618739,2,01,3,21,F,04
2006011320621497,1,01,1,18,F,04
2006011320621497,1,03,2,16,F,04
2006011320621497,1,04,3,11,M,  
2006011320621497,1,06,4,16,F,04
2006011320621497,2,01,5,54,M,02
2006011320623769,1,01,1,32,F,02
2006011320623769,2,01,2,52,M,02
2006011320623769,3,01,3,31,F,  
20060114I-2006-07859,1,01,1,21,M,  
20060114I-2006-07859,2,01,2,40,F,02
20060114I-2006-07859,2,03,3,80,M,  
20060114I-2006-07859,2,04,4,78,F,04
20060114I-2006-07859,3,01,5,37,F,  
2006011606-06473,1,01,1,72,F,  
200601172006-00789,1,01,1,48,M,02
20060117I-2006-002444,1,01,1,35,M,02
20060117I-2006-002444,1,11,2,29,F,02
20060117I-2006-002444,2,01,3,87,M,04
20060117I-2006-003353,1,01,1,20,M,02
20060117I-2006-003353,1,03,2,19,M,04
20060117I-2006-005999,1,01,1,28,M,02
200601192006-12902,1,01,1,35,F,  
200601192006-21832,1,01,1,31,M,02
200601192006-23619,1,01,1,58,M,02
200601192006-25208,1,01,1,42,M,  
200601192006-26939,1,01,1,46,F,  
200601192006-29934,1,01,1,47,M,02
200601192006-29934,2,01,2,46,F,04
200601192006-29934,2,03,3,32,F,03
20060119A160-2006-00745A,1,01,1,44,M,02
20060119A160-2006-00745A,2,  ,2,32,M,04
20060119A160-2006-00745A,2,  ,3,32,F,04
20060119A160-2006-00745A,2,  ,4,26,M,04
20060119A160-2006-00745A,2,  ,5,42,M,04
20060119A160-2006-00745A,2,  ,6,41,F,03
20060119A160-2006-00745A,2,  ,7,62,F,03
20060119A160-2006-00745A,2,  ,8,18,M,04
20060119A160-2006-00745A,2,  ,9,36,M,04
20060119A160-2006-00745A,2,  ,10,42,M,03
20060119A160/2006-00714A,1,01,1,59,F,  
20060119A160/2006-00714A,1,03,2,79,F,02
200601212006-1583,1,01,1,39,F,  
20060121E0302006-000585A,1,01,1,33,M,02
20060121E0302006-000585A,1,03,2,32,F,02
20060121E0302006-000585A,1,04,3,22,F,03
20060121E0302006-000585A,1,06,4,1,F,03
20060121E0302006-000585A,1,08,5,22,F,  
20060121E0302006-000585A,2,01,6,40,M,03
20060121E0302006-000585A,2,03,7,40,F,02
20060121E0302006-000585A,2,04,8,14,F,03
20060121E0302006-000585A,2,06,9,4,M,04
20060121E0302006-000585A,2,08,10,18,F,04
20060121E0302006/229A,1,01,1,39,M,02
20060121E030200601520A,1,01,1,58,F,02
20060122I-2006-11259,1,01,1,19,M,03
20060122I-2006-11259,1,03,2,17,F,02
20060122I-2006-11259,1,04,3,17,M,03
20060122I-2006-11259,2,01,4,34,M,03
20060122I-2006-12763,1,01,1,82,F,  
20060122I-2006-13991,1,01,1,30,M,  
2006020206-05,1,01,1,64,M,02
2006020206-40,1,01,1,82,M,  
2006020206-40,1,03,2,82,F,  
20060202PI-06-1102,1,01,1,44,M,04
20060202PI-06-1102,1,04,2,2,M,02
20060202PI-06-1102,1,06,3,43,F,03
2006020406-9659,1,01,1,56,M,02
2006020506-000468,1,01,1,33,F,03
2006020506-000468,1,03,2,33,F,03
2006020506-000468,1,05,3,44,F,04
2006020506-000468,2,01,4,70,M,02
2006020506-000468,2,03,5,63,F,03
2006020506-002339,1,01,1,28,M,02
2006020506-004351,1,01,1,25,F,02
2006020506-004351,2,01,2,58,M,  
2006020506-004619,1,01,1,21,M,  
2006020506-004619,1,03,2,38,M,  
2006020506-004619,2,01,3,45,F,02
200602062006-472,1,01,1,68,F,02
200602062006-472,1,03,2,,M,03
200602072006-011473,1,01,1,65,F,02
200602072006-014497,1,01,1,64,F,02
200602072006-014497,2,01,2,64,F,  
200602072006-019037,1,01,1,84,M,  
200602072006-019037,1,02,2,82, ,  
20060210D2006-261,1,01,1,54,M,  
200602112006-001223,1,01,1,42,M,  
200602112006-036832,1,01,1,15,M,02
200602112006-036832,2,01,2,36,M,  
20060211E040200602414A,1,01,1,54,M,  
20060211E040200602414A,1,10,2,54,M,02
20060211E040200602414A,1,10,3,29,M,  
20060211E040200602414A,1,10,4,38,M,  
20060211E040200602414A,2,01,5,19,F,03
2006021206-15058,1,01,1,36,M,02
20060212061419,1,01,1,54,M,02
200602132006-004496,1,01,1,56,M,02
200602132006-004496,1,03,2,84,F,02
20060215R205(A)-06,1,01,1,26,M,  
20060215R360(A)06,1,01,1,45,M,  
20060215R486-06,1,01,1,56,F,02
20060215R576-06,1,01,1,72,M,  
20060215R657-06,1,01,1,30,F,04
20060215R657-06,1,03,2,52,F,04
20060215R657-06,2,01,3,18,F,04
20060215R657-06,3,01,4,39,M,02
20060215R658-06,1,01,1,42,M,  
20060215R658-06,1,03,2,40,F,  
20060215R658-06,2,01,3,39,M,02
200602162006-004298,1,01,1,66,F,04
200602162006-004298,1,03,2,91,F,04
200602162006-004298,2,01,3,55,M,02
200602162006-005302,1,01,1,29,M,02
2006021706-1147,1,01,1,27,M,  
2006021706-1147,1,11,2,45,M,  
2006021706-1147,1,11,3,24,M,  
2006021706-1147,2,01,4,43,M,  
2006021706-1147,2,11,5,48,M,02
2006021806-185-AC,1,01,1,49,M,02
2006021806-185-AC,2,01,2,, ,  
2006021806-185-AC,3,01,3,, ,  
2006021806-185-AC,4,01,4,, ,  
2006021806-185-AC,5,01,5,, ,  
2006021806-185-AC,6,01,6,, ,  
2006021806-185-AC,7,01,7,, ,  
2006021806-321-AC,1,01,1,25,M,02
2006021806-321-AC,2,01,2,25,F,  
2006021806-586-AC,1,01,1,44,M,  
2006021806-586-AC,2,01,2,25,F,02
2006021806-631-AC,1,01,1,47,M,02
20060219I-2006-006731,1,01,1,60,M,  
20060219I-2006-012048,1,01,1,58,M,02
20060219I-2006-012048,2,01,2,51,M,04
20060219I-2006-023733,1,01,1,60,M,  
20060219I-2006-035119,1,01,1,24,F,02
20060219I-2006-036480,1,01,1,48,F,02
20060219I-2006-040385,1,11,1,23,M,02
20060219I-2006-040385,1,11,2,25,M,  
2006022006-2739,1,01,1,41,M,  
2006022006-2739,2,01,2,73,M,02
2006022006-6497,1,01,1,51,M,02
2006022006-6644,1,01,1,17,F,  
2006022006-6644,1,03,2,16,M,  
2006022006-6644,2,01,3,34,M,02
2006022006-6860,1,01,1,61,F,04
2006022006-6860,1,04,2,3,F,  
2006022006-6860,2,01,3,47,F,04
2006022006-6860,2,03,4,46,F,02
2006022006-6860,2,04,5,,F,02
2006022006-6860,2,06,6,39,F,02
2006022006-6860,3,01,7,38,M,  
20060221A6-063,1,01,1,38,F,  
20060221A6-2151,1,01,1,43,F,02
20060221A6-2151,2,01,2,27,M,04
20060221A6-374,1,01,1,24,M,02
20060221A6-448,1,01,1,25,M,  
20060221A6-448,2,01,2,49,M,02
20060221A6-763,1,01,1,29,M,  
20060221A6-771,1,01,1,48,F,  
2006022206-13422,1,01,1,49,F,02
2006022306-06853,1,01,1,82,F,  
2006022306-17684,1,01,1,29,M,02
200602230601802,1,01,1,43,F,04
200602230601802,1,03,2,19,F,02
200602230601802,1,04,3,11,F,  
200602230601802,1,06,4,14,F,  
200602230601802,2,01,5,62,F,  
200602230603910,1,01,1,42,M,04
200602230603910,2,01,2,32,F,02
200602230604452,1,01,1,67,F,  
200602230606645,1,01,1,37,M,  
200602230609695,1,01,1,48,M,  
200602230615588,1,01,1,43,M,  
200602230615588,1,03,2,26,M,  
200602230615588,2,01,3,34,F,02
200602230615588,2,03,4,32,M,02
200602230615588,3,01,5,21,F,  
200602230615588,3,03,6,22,F,  
200602230615588,3,04,7,2,F,  
200602230615588,3,06,8,7,F,  
200602230615588,4,01,9,39,M,02
200602230621097,1,01,1,28,F,02
2006022506-1384,1,01,1,60,F,02
2006022506-1384,2,01,2,64,F,02
2006022506-5146,1,01,1,45,M,  
200602270600545,1,01,1,76,M,02
200602270613629,1,01,1,30,M,02
20060229D030200601285A,1,01,1,29,M,  
20060229D030200601285A,2,01,2,31,M,02
20060229D030200601285A,3,01,3,49,M,  
200602302006-12286,1,01,1,19,M,  
200602302006-12286,2,01,2,33,F,02
200602312006-009326,1,01,1,79,M,02
200602312006-009326,2,01,2,24,M,04
200602312006-009683,1,01,1,19,M,  
200602312006-016514,1,01,1,38,M,02
200602312006-020689,1,01,1,51,M,02
200602312006-020689,2,01,2,47,F,03
2006023206-000085,1,01,1,51,M,  
2006023206-000085,1,03,2,52,F,  
2006023206-003174,1,01,1,68,M,  
2006023206-003174,2,01,2,33,F,02
2006023206-003174,3,  ,3,, ,  
200602322006-009138,1,01,1,22,M,  
200602322006-009138,1,03,2,22,M,  
200602322006-009138,2,01,3,25,M,02
2006023306-08312,1,01,1,36,F,02
2006023306-08312,2,01,2,37,M,  
2006023306-08312,2,03,3,,M,  
200602342006-003426,1,01,1,20,F,02
200602342006-003426,1,03,2,22,M,03
2006023606-156,1,01,1,49,M,  
2006023606-156,2,01,2,67,M,02
20060236E040-2006-00702A,1,01,1,21,F,02
200602382006-002157,1,01,1,65,M,02
200602382006-004620,1,01,1,50,F,  
200602382006-004620,2,01,2,65,F,02
200602382006-007381,1,01,1,53,M,02
200602382006-007381,2,01,2,49,F,02
2006023906-6394,1,01,1,54,F,  
2006023906-6394,1,03,2,53,F,  
2006023906-6394,2,01,3,32,M,02
20060240MV-06-062,1,01,1,26,F,02
20060240MV-06-062,1,03,2,21,F,04
20060240MV-06-062,2,01,3,33,M,  
20060242150728,1,01,1,58,M,02
20060242151187,1,01,1,23,M,02
20060242151187,2,01,2,42,M,  
20060242152564,1,01,1,20,M,02
20060242152564,2,01,2,44,F,04
20060242B060200601603A,1,01,1,44,M,  
20060242B060200601603A,1,04,2,48,F,02
2006024306-MV-51,1,01,1,18,F,  
2006024506-197,1,01,1,32,F,04
2006024506-197,1,06,2,6,M,04
2006024506-197,2,01,3,61,M,02
2006024606-1645,1,01,1,59,F,02
2006024606-1645,2,01,2,59,F,  
2006024606-18695,1,01,1,26,M,  
2006024606-18695,2,01,2,18,F,  
2006024606-18695,2,03,3,18,M,  
2006024606-18695,3,01,4,56,M,02
2006024606-21871,1,01,1,63,M,04
2006024606-21871,1,03,2,64,F,03
2006024606-21871,2,01,3,34,M,02
2006024606-22043,1,01,1,20,F,02
2006024606-22043,1,03,2,14,M,  
2006024606-25134,1,01,1,33,M,04
2006024606-25134,2,01,2,23,M,02
2006024606-36891,1,01,1,44,F,  
2006024606-9440,1,01,1,45,M,02
2006025006-11230,1,01,1,45,M,02
2006025006-12475,1,01,1,29,M,  
20060250D030200603798A,1,01,1,59,M,02
2006025106-18224,1,01,1,63,F,  
2006025106-18224,1,03,2,13,F,  
2006025106-18224,1,06,3,16,F,  
200602512006-10661,1,01,1,17,M,  
200602512006-9294,1,01,1,19,M,02
200602512006-9294,1,03,2,17,F,03
200602512006-9294,1,04,3,18,M,03
200602532006-002341,1,01,1,69,F,04
200602532006-002341,1,06,2,39,M,04
200602532006-002341,2,01,3,29,M,03
200602532006-002341,2,03,4,27,M,04
200602532006-002341,2,06,5,29,M,02
200602542006-011714,1,01,1,56,F,04
200602542006-011714,1,03,2,69,M,02
200602542006-011714,2,01,3,31,M,  
200602542006-011714,2,03,4,22,F,  
20060255MV-06-088,1,01,1,44,M,04
20060255MV-06-088,2,01,2,60,F,04
20060255MV-06-088,2,03,3,,F,04
20060255MV-06-088,2,04,4,,F,04
20060255MV-06-088,3,01,5,21,M,02
200602562006-010868,1,01,1,24,M,04
200602562006-010868,2,01,2,48,M,02
2006025706-47901,1,01,1,53,M,04
2006025706-47901,2,01,2,26,M,04
2006025706-47901,3,01,3,48,M,02
2006025706-6165,1,01,1,27,M,02
2006025706-6165,2,01,2,71,M,  
2006025706-6165,2,03,3,65,F,  
200602592006-003765,1,01,1,25,M,02
2006026006-34960,1,01,1,35,F,02
2006026006-34960,2,01,2,54,M,  
2006026006-34960,3,01,3,34,M,  
2006026006-34960,3,03,4,29,F,  
2006026006-34960,3,05,5,1,F,  
2006026006-34960,3,06,6,3,M,  
2006026006020140,1,01,1,28,F,02
2006026006020427,1,01,1,33,M,02
2006026006049708,1,01,1,58,F,02
200602612006-004377,1,01,1,52,F,02
200602612006-004377,1,03,2,81,F,03
200602612006-004377,2,01,3,27,M,04
20060261TY-06-03184,1,01,1,38,F,02
20060261TY-06-03184,2,01,2,36,F,  
20060262T-06-76,1,01,1,28,M,  
20060262T-06-76,1,03,2,29,F,  
20060262T-06-76,1,07,3,7,M,  
2006026306-113,1,01,1,49,M,  
2006026306-113,1,03,2,18,F,  
2006026306-132,1,01,1,43,M,  
2006026506-2959,1,01,1,49,M,  
2006026506-3768,1,01,1,49,M,02
2006026506-3768,2,01,2,42,F,  
2006026506-3768,2,03,3,12,F,  
200602662006-006320/268-06,1,01,1,44,F,02
200602662006-006320/268-06,2,01,2,53,F,  
200602662006-006320/268-06,3,01,3,31,M,03
200602662006-006320/268-06,4,01,4,48,M,  
20060266E040200602877A,1,01,1,33,F,04
20060266E040200602877A,1,03,2,56,F,03
20060266E040200602877A,1,04,3,9,M,04
20060266E040200602877A,1,06,4,12,F,04
20060266E040200602877A,2,01,5,52,F,02
2006026806-154,1,01,1,52,F,  
2006026806-154,2,01,2,82,F,02
20060268E040200600188A,1,01,1,52,F,02
2006026906-01020,1,01,1,45,M,02
2006027006-4230,1,01,1,38,F,04
2006027006-4230,2,01,2,42,F,  
2006027006-4230,2,04,3,8,F,  
2006027006-4230,3,01,4,40,M,02
2006027006-4230,3,04,5,16,M,03
2006027006-4297,1,01,1,25,F,04
2006027006-4297,2,01,2,62,M,02
20060301C120-2006-00147A,1,01,1,28,M,02
20060301C120-2006-00147A,2,  ,2,, ,  
20060301E0302006-1819A,1,01,1,65,M,02
20060301E030200601980A,1,01,1,45,M,03
20060301E030200601980A,1,03,2,18,F,03
20060301E030200601980A,2,01,3,61,M,02
20060301E030200601980A,3,01,4,51,M,02
20060301E030200601980A,3,03,5,51,F,02
200603032006-3164,1,01,1,52,M,04
200603032006-3164,2,01,2,71,F,02
200603032006-3164,2,03,3,24,M,04
200603042006-12890A,1,01,1,57,M,02
200603052006-9152,1,01,1,70,F,02
2006030606-13630,1,01,1,54,F,  
2006030606-13630,1,03,2,55,M,  
2006030606-13630,2,01,3,75,M,04
2006030606-13630,2,03,4,74,F,04
2006030606-13630,3,01,5,29,M,02
2006030606-1515,1,01,1,24,M,04
2006030606-1515,2,01,2,24,M,02
200603062006-10655,1,01,1,24,F,  
200603062006-10655,1,03,2,13,F,04
200603062006-10655,2,01,3,39,M,02
200603062006-13294,1,01,1,46,M,02
200603062006-22157,1,01,1,49,F,  
200603062006-6259,1,01,1,18,F,03
200603062006-6259,2,01,2,54,M,02
200603062006-6259,2,03,3,45,F,02
200603062006-6259,2,06,4,55,M,03
200603062006-8299,1,01,1,51,F,  
200603062006-8299,2,01,2,32,M,02
20060307D020200600954A,1,01,1,29,M,02
20060307D020200600954A,1,03,2,29,M,  
20060307D020200600954A,2,01,3,31,F,04
20060307D020200600954A,2,04,4,13,M,  
20060307D020200600954A,2,05,5,6,M,  
20060307D020200600954A,2,06,6,3,M,  
2006030834553-06,1,01,1,56,M,  
2006030834877-06,1,01,1,71,M,02
2006030835342-06,1,01,1,14,M,02
2006030835342-06,2,01,2,59,M,  
2006030835531-06,1,01,1,42,M,02
2006030835531-06,2,  ,2,, ,  
2006030835531-06,3,  ,3,, ,  
2006031306-00546,1,01,1,81,M,  
2006031306-00546,2,01,2,53,M,02
2006031306-11366,1,01,1,54,F,  
2006031306-11366,2,01,2,50,M,  
2006031306-11366,3,01,3,25,F,04
2006031306-11366,4,01,4,32,M,  
2006031306-11366,4,03,5,32,F,02
2006031306-11366,4,05,6,1,F,  
2006031306-11366,4,06,7,57,F,03
2006031306-11591,1,01,1,19,F,02
2006031306-11591,2,01,2,44,F,  
2006031306-12727,1,01,1,50,M,02
2006031306-12727,2,01,2,42,F,04
2006031306-12727,3,01,3,26,F,04
2006031306-12727,3,04,4,8,M,  
2006031306-12727,3,06,5,1,M,  
2006031306-20897,1,01,1,26,F,02
2006031306-20897,2,01,2,55,M,  
2006031306-23583,1,01,1,25,M,02
2006031306-23583,2,01,2,34,M,  
2006031306-24473,1,01,1,17,M,  
2006031306-24473,1,03,2,17,M,  
2006031306-24473,1,04,3,17,F,  
2006031306-24473,1,06,4,18,F,  
2006031306-24473,2,01,5,28,F,02
2006031306-24473,2,03,6,27,M,  
