Crash Number,City Town Name,Crash Date,Crash Status,Crash Time,Number of Vehicles,Total Fatalities,County Name,Hit and Run,Vehicle Sequence of Events (All Vehicles),Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Vehicle Unit Number,Vehicle Make,Vehicle Model,Vehicle Model Year,Driver Violation Code,Person Number,Age,Ejected Description,Injury Type,Person Type,Sex
5468504,WEBSTER,11/21/2024,Open Fatal,11:54 PM,1.0,1.0,WORCESTER,No hit and run, V1:(Collision with tree),42.07618441,-71.86515596,I395, I395 NB Rte,,1.0,NISS,ROGUE,2018.0,,1.0,44.0,Not ejected,Fatal injury (K),Driver,M - Male
5469128,MASHPEE,11/08/2024,Open Fatal,7:21 AM,1.0,1.0,BARNSTABLE,No hit and run," V1:(Collision with pedestrian),(Collision with animal - other)",41.61665045,-70.49475364,5, JOBS FISHING ROAD, STEEPLE STREET,1.0,SUBA,IMPREZ,2018.0,,1.0,28.0,Not ejected,No Apparent Injury (O),Driver,F - Female
5469128,MASHPEE,11/08/2024,Open Fatal,7:21 AM,1.0,1.0,BARNSTABLE,No hit and run," V1:(Collision with pedestrian),(Collision with animal - other)",41.61665045,-70.49475364,5, JOBS FISHING ROAD, STEEPLE STREET,,,,,,2.0,92.0,,Fatal injury (K),Vulnerable User,F - Female
5470409,BOLTON,11/24/2024,Open Fatal,3:42 PM,1.0,1.0,WORCESTER,No hit and run,,42.44487133,-71.58680223,, INTERSTATE 495 Rte I495 S,,1.0,SUBA,FORESTER,2021.0,,1.0,75.0,Not ejected,Fatal injury (K),Driver,M - Male
5470637,MIDDLEFIELD,12/01/2024,Open Fatal,6:32 AM,1.0,1.0,HAMPSHIRE,No hit and run," V1:(Ran off road right),(Collision with utility pole)",42.36020139,-73.00109777,42, ROOT ROAD, ARTHUR PEASE ROAD,1.0,SUBA,IMPREZ,2018.0,,1.0,68.0,Not ejected,Fatal injury (K),Driver,M - Male
5471608,WINCHENDON,12/01/2024,Open Fatal,1:21 AM,1.0,1.0,WORCESTER,No hit and run, V1:(Collision with tree),42.67739821,-72.02841985,435, SPRING STREET Rte,,1.0,DODGE,,2022.0,,1.0,36.0,Not ejected,Fatal injury (K),Driver,U - Unknown
5471202,SOMERSET,12/06/2024,Open Fatal,2:36 AM,1.0,1.0,BRISTOL,No hit and run," V1:(Collision with guardrail),(Overturn/rollover)",41.7276834,-71.186829,, INTERSTATE 195 Rte I195 W, RAMP-RT 195 WB TO RT 103 WB,1.0,LEXS,GS350,2013.0,,1.0,20.0,Not ejected,Fatal injury (K),Driver,F - Female
5472022,GARDNER,07/13/2024,Open Fatal,4:16 PM,2.0,1.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with cyclist),42.56372881,-71.99687493,2, MANCA DRIVE, RISLEY STREET,2.0,FORD,,2021.0,,1.0,22.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5472022,GARDNER,07/13/2024,Open Fatal,4:16 PM,2.0,1.0,WORCESTER,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with cyclist),42.56372881,-71.99687493,2, MANCA DRIVE, RISLEY STREET,1.0,HD,,2007.0,,2.0,71.0,Totally ejected,Fatal injury (K),Driver,M - Male
5471793,LYNN,11/16/2024,Open Fatal,5:35 PM,1.0,1.0,ESSEX,No hit and run, V1:(Collision with pedestrian),42.45765086,-70.9374516,21, LYNNWAY, SURFSIDE ROAD,1.0,HOND,CR-V,2021.0,,1.0,66.0,Not ejected,No Apparent Injury (O),Driver,F - Female
5471793,LYNN,11/16/2024,Open Fatal,5:35 PM,1.0,1.0,ESSEX,No hit and run, V1:(Collision with pedestrian),42.45765086,-70.9374516,21, LYNNWAY, SURFSIDE ROAD,,,,,,2.0,60.0,,Fatal injury (K),Vulnerable User,M - Male
5469227,PEMBROKE,12/02/2024,Open Fatal,12:14 PM,2.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.09205037,-70.79027951,, PLEASANT STREET, WASHINGTON STREET Rte SR53,2.0,JEEP,GRAND CHER,2004.0,,1.0,64.0,Not ejected,Fatal injury (K),Driver,F - Female
5469227,PEMBROKE,12/02/2024,Open Fatal,12:14 PM,2.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.09205037,-70.79027951,, PLEASANT STREET, WASHINGTON STREET Rte SR53,1.0,FRHT,MT55G,2014.0,,2.0,42.0,Not ejected,Suspected Minor Injury (B),Driver,M - Male
5472661,DOUGLAS,12/03/2024,Open Fatal,5:55 PM,1.0,1.0,WORCESTER,No hit and run," V1:(Collision with tree),(Fire/explosion)",42.0393181,-71.71376895,176, SE MAIN ST Rte,,1.0,FORD,EDGE,2018.0,,1.0,78.0,Not ejected,Fatal injury (K),Driver,M - Male
5472244,BROCKTON,12/03/2024,Open Fatal,6:24 AM,1.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with pedestrian),42.09709223,-71.01962159,558, NORTH MAIN STREET, BATTLES STREET,1.0,DODG,CARAVAN,2013.0,,1.0,20.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5472244,BROCKTON,12/03/2024,Open Fatal,6:24 AM,1.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with pedestrian),42.09709223,-71.01962159,558, NORTH MAIN STREET, BATTLES STREET,,,,,,2.0,37.0,,Fatal injury (K),Vulnerable User,F - Female
5454446,BOSTON,08/17/2024,Open Fatal,11:49 PM,1.0,1.0,SUFFOLK,"Yes, hit and run", V1:(Collision with pedestrian),42.33034725,-71.06809229,115, Newmarket Square Rte N,,1.0,KIA,OPTIMA,2012.0,"(8991),(9024B0),(9024GB2)",1.0,38.0,Not ejected,No Apparent Injury (O),Driver,F - Female
5454446,BOSTON,08/17/2024,Open Fatal,11:49 PM,1.0,1.0,SUFFOLK,"Yes, hit and run", V1:(Collision with pedestrian),42.33034725,-71.06809229,115, Newmarket Square Rte N,,,,,,,2.0,44.0,,Fatal injury (K),Vulnerable User,M - Male
5426453,LANESBOROUGH,08/07/2024,Open,1:10 PM,1.0,0.0,BERKSHIRE,No hit and run," V1:(Ran off road left),(Collision with tree)",42.50259814,-73.21456923,782, PARTRIDGE RD Rte,,1.0,NISS,ROGUE,2021.0,,1.0,47.0,Not ejected,Deceased not caused by crash,Driver,F - Female
5454673,BRAINTREE,11/02/2024,Open Fatal,2:17 PM,2.0,1.0,NORFOLK,No hit and run, V1:(Collision with parked motor vehicle) V2:(Collision with motor vehicle in traffic),42.20370536,-71.02354543,810, GRANITE STREET, EMERALD AVENUE,1.0,HYUN,SONATA,2023.0,,1.0,81.0,Not ejected,Fatal injury (K),Driver,M - Male
5454673,BRAINTREE,11/02/2024,Open Fatal,2:17 PM,2.0,1.0,NORFOLK,No hit and run, V1:(Collision with parked motor vehicle) V2:(Collision with motor vehicle in traffic),42.20370536,-71.02354543,810, GRANITE STREET, EMERALD AVENUE,2.0,MACK,600,2000.0,,2.0,,Not reported,,Driver,
5454673,BRAINTREE,11/02/2024,Open Fatal,2:17 PM,2.0,1.0,NORFOLK,No hit and run, V1:(Collision with parked motor vehicle) V2:(Collision with motor vehicle in traffic),42.20370536,-71.02354543,810, GRANITE STREET, EMERALD AVENUE,1.0,HYUN,SONATA,2023.0,,3.0,81.0,Not ejected,Suspected Minor Injury (B),Passenger,M - Male
5473224,ADAMS,11/17/2024,Open Fatal,5:12 PM,1.0,1.0,BERKSHIRE,No hit and run, V1:(Collision with pedestrian),42.65678334,-73.10956872,293, HOWLAND AVENUE Rte SR8 N, CURRAN MEMORIAL HIGHWAY Rte SR8,1.0,JEEP,WRANGLER /,2006.0,,1.0,20.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5473224,ADAMS,11/17/2024,Open Fatal,5:12 PM,1.0,1.0,BERKSHIRE,No hit and run, V1:(Collision with pedestrian),42.65678334,-73.10956872,293, HOWLAND AVENUE Rte SR8 N, CURRAN MEMORIAL HIGHWAY Rte SR8,1.0,JEEP,WRANGLER /,2006.0,,2.0,18.0,Not ejected,No Apparent Injury (O),Passenger,F - Female
5473224,ADAMS,11/17/2024,Open Fatal,5:12 PM,1.0,1.0,BERKSHIRE,No hit and run, V1:(Collision with pedestrian),42.65678334,-73.10956872,293, HOWLAND AVENUE Rte SR8 N, CURRAN MEMORIAL HIGHWAY Rte SR8,,,,,,3.0,63.0,,Fatal injury (K),Vulnerable User,M - Male
5474355,NEW SALEM,12/06/2024,Open Fatal,2:06 PM,3.0,2.0,FRANKLIN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with guardrail) V3:(Collision with motor vehicle in traffic),(Collision with guardrail)",42.4762838,-72.35009309,648, DANIEL SHAYS HIGHWAY Rte US202 N, SHUTESBURY ROAD,2.0,CHEV,SILVER,2017.0,,1.0,89.0,Not ejected,Fatal injury (K),Driver,M - Male
5474355,NEW SALEM,12/06/2024,Open Fatal,2:06 PM,3.0,2.0,FRANKLIN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with guardrail) V3:(Collision with motor vehicle in traffic),(Collision with guardrail)",42.4762838,-72.35009309,648, DANIEL SHAYS HIGHWAY Rte US202 N, SHUTESBURY ROAD,3.0,FORD,F56,2012.0,,2.0,45.0,Not ejected,Suspected Serious Injury (A),Driver,M - Male
5474355,NEW SALEM,12/06/2024,Open Fatal,2:06 PM,3.0,2.0,FRANKLIN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with guardrail) V3:(Collision with motor vehicle in traffic),(Collision with guardrail)",42.4762838,-72.35009309,648, DANIEL SHAYS HIGHWAY Rte US202 N, SHUTESBURY ROAD,1.0,FORD,F350,1999.0,,3.0,35.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5474355,NEW SALEM,12/06/2024,Open Fatal,2:06 PM,3.0,2.0,FRANKLIN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with guardrail) V3:(Collision with motor vehicle in traffic),(Collision with guardrail)",42.4762838,-72.35009309,648, DANIEL SHAYS HIGHWAY Rte US202 N, SHUTESBURY ROAD,3.0,FORD,F56,2012.0,,4.0,42.0,Not ejected,Suspected Serious Injury (A),Passenger,M - Male
5474355,NEW SALEM,12/06/2024,Open Fatal,2:06 PM,3.0,2.0,FRANKLIN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with guardrail) V3:(Collision with motor vehicle in traffic),(Collision with guardrail)",42.4762838,-72.35009309,648, DANIEL SHAYS HIGHWAY Rte US202 N, SHUTESBURY ROAD,1.0,FORD,F350,1999.0,,5.0,42.0,Not ejected,No Apparent Injury (O),Passenger,M - Male
5474355,NEW SALEM,12/06/2024,Open Fatal,2:06 PM,3.0,2.0,FRANKLIN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with guardrail) V3:(Collision with motor vehicle in traffic),(Collision with guardrail)",42.4762838,-72.35009309,648, DANIEL SHAYS HIGHWAY Rte US202 N, SHUTESBURY ROAD,2.0,CHEV,SILVER,2017.0,,6.0,74.0,Not ejected,Fatal injury (K),Passenger,F - Female
5474355,NEW SALEM,12/06/2024,Open Fatal,2:06 PM,3.0,2.0,FRANKLIN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with guardrail) V3:(Collision with motor vehicle in traffic),(Collision with guardrail)",42.4762838,-72.35009309,648, DANIEL SHAYS HIGHWAY Rte US202 N, SHUTESBURY ROAD,3.0,FORD,F56,2012.0,,7.0,51.0,Not ejected,Suspected Minor Injury (B),Passenger,M - Male
5474355,NEW SALEM,12/06/2024,Open Fatal,2:06 PM,3.0,2.0,FRANKLIN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with guardrail) V3:(Collision with motor vehicle in traffic),(Collision with guardrail)",42.4762838,-72.35009309,648, DANIEL SHAYS HIGHWAY Rte US202 N, SHUTESBURY ROAD,1.0,FORD,F350,1999.0,,8.0,,Not ejected,Possible Injury (C),Passenger,F - Female
5474331,WORCESTER,10/06/2024,Open Fatal,11:45 PM,1.0,1.0,WORCESTER,No hit and run, V1:(Collision with light  pole or other post/support),42.27031577,-71.81640875,, PARK AVENUE Rte N  / HIGHLAND STREET Rte W,,1.0,SUBA,,2014.0,,1.0,29.0,Totally ejected,Fatal injury (K),Driver,F - Female
5439843,REHOBOTH,09/10/2024,Open Fatal,4:54 PM,1.0,1.0,BRISTOL,No hit and run, V1:(Collision with cyclist),41.90363277,-71.23665487,261, TREMONT STREET Rte SR118 S,,1.0,HOND,CR-V,2020.0,"(89-4A),(90-24)",1.0,18.0,Not ejected,Suspected Serious Injury (A),Driver,F - Female
5439843,REHOBOTH,09/10/2024,Open Fatal,4:54 PM,1.0,1.0,BRISTOL,No hit and run, V1:(Collision with cyclist),41.90363277,-71.23665487,261, TREMONT STREET Rte SR118 S,,,,,,,2.0,66.0,,Fatal injury (K),Vulnerable User,M - Male
5452077,BOSTON,09/22/2024,Open,8:34 PM,1.0,0.0,SUFFOLK,No hit and run," V1:(Collision with curb),(Collision with other fixed object(wall, building, tunnel, etc.))",42.34918333,-71.04493641,, Congress St, Unnamed Road Rte,1.0,CADI,XT4,2019.0,,1.0,62.0,Not ejected,Deceased not caused by crash,Driver,M - Male
5452077,BOSTON,09/22/2024,Open,8:34 PM,1.0,0.0,SUFFOLK,No hit and run," V1:(Collision with curb),(Collision with other fixed object(wall, building, tunnel, etc.))",42.34918333,-71.04493641,, Congress St, Unnamed Road Rte,1.0,CADI,XT4,2019.0,,2.0,43.0,Not ejected,Suspected Minor Injury (B),Passenger,F - Female
5442313,LAWRENCE,09/07/2024,Open Fatal,1:32 PM,1.0,1.0,ESSEX,No hit and run, V1:(Collision with pedestrian),42.70704726,-71.16538635,, HAMPSHIRE STREET, COMMON STREET,1.0,FORD,F150,2005.0,"(89/11),(90/10/A)",1.0,63.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5442313,LAWRENCE,09/07/2024,Open Fatal,1:32 PM,1.0,1.0,ESSEX,No hit and run, V1:(Collision with pedestrian),42.70704726,-71.16538635,, HAMPSHIRE STREET, COMMON STREET,,,,,,2.0,72.0,,Fatal injury (K),Vulnerable User,M - Male
5441465,SAUGUS,09/12/2024,Open,9:33 AM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.46109402,-71.03725975,,,,2.0,NISS,ROGUE,2012.0,,1.0,84.0,Not ejected,Deceased not caused by crash,Driver,M - Male
5441465,SAUGUS,09/12/2024,Open,9:33 AM,2.0,0.0,ESSEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.46109402,-71.03725975,,,,1.0,FORD,MUSTANG MA,2022.0,,2.0,63.0,Not ejected,Suspected Minor Injury (B),Driver,M - Male
5477605,SHARON,12/19/2024,Open Fatal,2:29 AM,1.0,1.0,NORFOLK,No hit and run, V1:(Collision with tree),42.12532445,-71.22899764,, GENERAL EDWARDS HIGHWAY Rte US1 N,,1.0,MERZ,CLA,2020.0,,1.0,22.0,Not ejected,Fatal injury (K),Driver,M - Male
5455530,WILBRAHAM,07/17/2024,Open Fatal,8:33 PM,2.0,1.0,HAMPDEN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Cross median or centerline),(Collision with motor vehicle in traffic)",42.15217464,-72.42545673,, BOSTON RD Rte 20 W  / MAIN ST Rte,,2.0,LINC,TOWCAR,2002.0,,1.0,64.0,Not ejected,Fatal injury (K),Driver,M - Male
5455530,WILBRAHAM,07/17/2024,Open Fatal,8:33 PM,2.0,1.0,HAMPDEN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Cross median or centerline),(Collision with motor vehicle in traffic)",42.15217464,-72.42545673,, BOSTON RD Rte 20 W  / MAIN ST Rte,,1.0,MERZ,S,2009.0,,2.0,75.0,Not ejected,Suspected Serious Injury (A),Driver,M - Male
5455530,WILBRAHAM,07/17/2024,Open Fatal,8:33 PM,2.0,1.0,HAMPDEN,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Cross median or centerline),(Collision with motor vehicle in traffic)",42.15217464,-72.42545673,, BOSTON RD Rte 20 W  / MAIN ST Rte,,1.0,MERZ,S,2009.0,,3.0,73.0,Not ejected,Suspected Serious Injury (A),Passenger,F - Female
5478253,BRIMFIELD,08/17/2024,Open Fatal,9:27 PM,2.0,1.0,HAMPDEN,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.11926929,-72.24582431,233, PALMER ROAD Rte US20 E,,2.0,SUZI,,2014.0,,1.0,51.0,Totally ejected,Fatal injury (K),Driver,M - Male
5478253,BRIMFIELD,08/17/2024,Open Fatal,9:27 PM,2.0,1.0,HAMPDEN,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.11926929,-72.24582431,233, PALMER ROAD Rte US20 E,,1.0,TOYT,CAMRY,2008.0,,2.0,39.0,Not ejected,No Apparent Injury (O),Driver,F - Female
5479404,WOBURN,06/26/2024,Open Fatal,6:10 PM,2.0,1.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.5152101,-71.13627857,74, COMMERCE WAY Rte,,2.0,BMW,,2015.0,,1.0,74.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5479404,WOBURN,06/26/2024,Open Fatal,6:10 PM,2.0,1.0,MIDDLESEX,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.5152101,-71.13627857,74, COMMERCE WAY Rte,,1.0,SUZI,,2004.0,,2.0,24.0,Totally ejected,Fatal injury (K),Driver,U - Unknown
5451568,CARVER,09/03/2024,Open Fatal,10:37 AM,2.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.89457441,-70.74772095,87, SOUTH MEADOW RD Rte,,2.0,HD,FLHS,1990.0,,1.0,69.0,Totally ejected,Fatal injury (K),Driver,M - Male
5451568,CARVER,09/03/2024,Open Fatal,10:37 AM,2.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.89457441,-70.74772095,87, SOUTH MEADOW RD Rte,,1.0,TOYT,CAMRY,2022.0,,2.0,75.0,Not ejected,No Apparent Injury (O),Driver,F - Female
5480403,CAMBRIDGE,06/21/2024,Open Fatal,8:22 AM,1.0,1.0,MIDDLESEX,No hit and run, V1:(Collision with cyclist),42.36636134,-71.09186014,36, HAMPSHIRE STREET Rte,,1.0,INTL,,2019.0,,1.0,52.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5480403,CAMBRIDGE,06/21/2024,Open Fatal,8:22 AM,1.0,1.0,MIDDLESEX,No hit and run, V1:(Collision with cyclist),42.36636134,-71.09186014,36, HAMPSHIRE STREET Rte,,,,,,,2.0,24.0,,Fatal injury (K),Vulnerable User,F - Female
5460863,RANDOLPH,09/23/2024,Open,10:46 AM,2.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with other movable object),(Collision with parked motor vehicle)",42.17096832,-71.04653351,, NORTH MAIN ST Rte S  / ALLEN ST Rte W,,1.0,HYUN,ELANTR,2015.0,,1.0,67.0,Not ejected,No Apparent Injury (O),Driver,F - Female
5460863,RANDOLPH,09/23/2024,Open,10:46 AM,2.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with other movable object),(Collision with parked motor vehicle)",42.17096832,-71.04653351,, NORTH MAIN ST Rte S  / ALLEN ST Rte W,,2.0,FORD,FUSION,2008.0,,2.0,88.0,Not ejected,Deceased not caused by crash,Driver,M - Male
5460863,RANDOLPH,09/23/2024,Open,10:46 AM,2.0,0.0,NORFOLK,No hit and run," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),(Collision with other movable object),(Collision with parked motor vehicle)",42.17096832,-71.04653351,, NORTH MAIN ST Rte S  / ALLEN ST Rte W,,2.0,FORD,FUSION,2008.0,,3.0,86.0,Not ejected,Suspected Minor Injury (B),Passenger,F - Female
5480966,CHICOPEE,12/06/2024,Open Fatal,4:00 PM,2.0,1.0,HAMPDEN,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.16001541,-72.53704387,366, SHAWINIGAN DRIVE,,1.0,VOLK,TIGUAN,2010.0,"(90-24G),(94C-34),(89-4A),(90-23G)",1.0,34.0,Totally ejected,Suspected Serious Injury (A),Driver,M - Male
5480966,CHICOPEE,12/06/2024,Open Fatal,4:00 PM,2.0,1.0,HAMPDEN,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.16001541,-72.53704387,366, SHAWINIGAN DRIVE,,2.0,HYUN,ELANTRA GT,2013.0,,2.0,28.0,Not ejected,Fatal injury (K),Driver,M - Male
5479640,FALL RIVER,12/31/2024,Open Fatal,7:53 PM,2.0,1.0,BRISTOL,No hit and run, V1:(Collision with pedestrian) V2:(Collision with pedestrian),41.69469302,-71.15368293,507, PLYMOUTH AVENUE Rte SR81 S, MORGAN STREET,2.0,BMW,X5,2016.0,,1.0,32.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5479640,FALL RIVER,12/31/2024,Open Fatal,7:53 PM,2.0,1.0,BRISTOL,No hit and run, V1:(Collision with pedestrian) V2:(Collision with pedestrian),41.69469302,-71.15368293,507, PLYMOUTH AVENUE Rte SR81 S, MORGAN STREET,1.0,NISS,,2020.0,,2.0,27.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5479640,FALL RIVER,12/31/2024,Open Fatal,7:53 PM,2.0,1.0,BRISTOL,No hit and run, V1:(Collision with pedestrian) V2:(Collision with pedestrian),41.69469302,-71.15368293,507, PLYMOUTH AVENUE Rte SR81 S, MORGAN STREET,,,,,,3.0,39.0,,Fatal injury (K),Vulnerable User,F - Female
5479555,HUNTINGTON,11/18/2024,Open Fatal,4:53 PM,2.0,1.0,HAMPSHIRE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.28422708,-72.85498029,96, POND BROOK ROAD Rte SR66 E, LYMAN ROAD,2.0,OSHK,SERIES,2007.0,,1.0,59.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5479555,HUNTINGTON,11/18/2024,Open Fatal,4:53 PM,2.0,1.0,HAMPSHIRE,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),42.28422708,-72.85498029,96, POND BROOK ROAD Rte SR66 E, LYMAN ROAD,1.0,HOND,FIT,2013.0,,2.0,74.0,Partially ejected,Fatal injury (K),Driver,F - Female
5478661,BOSTON,12/27/2024,Open Fatal,11:11 AM,1.0,1.0,SUFFOLK,No hit and run, V1:(Collision with cyclist),42.34300224,-71.06252839,, ALBANY STREET / EAST BERKELEY STREET,,1.0,FORD,ESCAPE,2013.0,,1.0,29.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5478661,BOSTON,12/27/2024,Open Fatal,11:11 AM,1.0,1.0,SUFFOLK,No hit and run, V1:(Collision with cyclist),42.34300224,-71.06252839,, ALBANY STREET / EAST BERKELEY STREET,,,,,,,2.0,85.0,,Fatal injury (K),Vulnerable User,M - Male
5481470,BOSTON,12/18/2024,Open Fatal,5:40 AM,1.0,1.0,SUFFOLK,No hit and run, V1:(Collision with pedestrian),42.33141166,-71.09439968,, MALCOLM X BOULEVARD / COLUMBUS AVENUE Rte SR28 N  / TREMONT STREET,,1.0,GMC,YUKON,2019.0,,1.0,36.0,Not ejected,No Apparent Injury (O),Driver,F - Female
5481470,BOSTON,12/18/2024,Open Fatal,5:40 AM,1.0,1.0,SUFFOLK,No hit and run, V1:(Collision with pedestrian),42.33141166,-71.09439968,, MALCOLM X BOULEVARD / COLUMBUS AVENUE Rte SR28 N  / TREMONT STREET,,,,,,,2.0,39.0,,Fatal injury (K),Vulnerable User,F - Female
5481434,FALL RIVER,12/31/2024,Open Fatal,7:26 AM,1.0,1.0,BRISTOL,No hit and run," V1:(Collision with guardrail),(Overturn/rollover)",41.70870245,-71.11905443,, ROUTE 24 Rte SR24 S, RAMP-RT 6 TO RT 24 SB,1.0,INFI,G37,2011.0,,1.0,34.0,Not ejected,Fatal injury (K),Driver,M - Male
5481222,DUXBURY,12/23/2024,Open Fatal,4:53 AM,1.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with guardrail),42.06825769,-70.73022392,,,,1.0,DODG,GRAND CARA,2016.0,,1.0,53.0,Totally ejected,Fatal injury (K),Driver,M - Male
5481016,BOSTON,12/12/2024,Open Fatal,8:44 AM,1.0,1.0,SUFFOLK,No hit and run, V1:(Collision with pedestrian),42.37692363,-71.05645896,, Vine Street Rte S  / Moulton Street Rte W,,1.0,TOYT,HIGHLANDER,2022.0,,1.0,41.0,Not ejected,No Apparent Injury (O),Driver,M - Male
5481016,BOSTON,12/12/2024,Open Fatal,8:44 AM,1.0,1.0,SUFFOLK,No hit and run, V1:(Collision with pedestrian),42.37692363,-71.05645896,, Vine Street Rte S  / Moulton Street Rte W,,,,,,,2.0,80.0,,Fatal injury (K),Vulnerable User,F - Female
5482168,RAYNHAM,12/30/2024,Open Fatal,9:25 PM,1.0,2.0,BRISTOL,No hit and run," V1:(Ran off road left),(Collision with tree)",41.92276902,-71.07618052,71, EAST BRITANNIA STREET,,1.0,HYUN,ELANTRA,2017.0,,1.0,26.0,Totally ejected,Fatal injury (K),Driver,M - Male
5482168,RAYNHAM,12/30/2024,Open Fatal,9:25 PM,1.0,2.0,BRISTOL,No hit and run," V1:(Ran off road left),(Collision with tree)",41.92276902,-71.07618052,71, EAST BRITANNIA STREET,,1.0,HYUN,ELANTRA,2017.0,,2.0,28.0,Not ejected,Fatal injury (K),Passenger,F - Female
5482168,RAYNHAM,12/30/2024,Open Fatal,9:25 PM,1.0,2.0,BRISTOL,No hit and run," V1:(Ran off road left),(Collision with tree)",41.92276902,-71.07618052,71, EAST BRITANNIA STREET,,1.0,HYUN,ELANTRA,2017.0,,3.0,25.0,Not ejected,Suspected Serious Injury (A),Passenger,M - Male
5482071,BERNARDSTON,12/31/2024,Open Fatal,5:47 AM,1.0,1.0,FRANKLIN,No hit and run, V1:(Collision with light  pole or other post/support),42.70330766,-72.56344057,553, BRATTLEBORO ROAD Rte US5 N, COUCH BROOK ROAD,1.0,HONDA AUTO,,2004.0,,1.0,49.0,Not ejected,Fatal injury (K),Driver,M - Male
5482880,HALIFAX,09/05/2024,Open Fatal,6:25 PM,2.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.99264639,-70.86847949,593, PLYMOUTH STREET Rte SR106 E, CARVER STREET,1.0,HD,,2015.0,,1.0,20.0,Totally ejected,Fatal injury (K),Driver,M - Male
5482880,HALIFAX,09/05/2024,Open Fatal,6:25 PM,2.0,1.0,PLYMOUTH,No hit and run, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),41.99264639,-70.86847949,593, PLYMOUTH STREET Rte SR106 E, CARVER STREET,2.0,SUBA,,2022.0,,2.0,83.0,Not ejected,Suspected Minor Injury (B),Driver,F - Female
