id,vehicle_number,position,occupant_number,age,sex,condition
20080105A090200800206,1,03,2,88,F,  
200801072008-0048,1,01,1,41,F,02
200801072008-0048,2,01,2,24,F,02
200801072008-0137,1,01,1,36,F,02
200801072008-0137,2,01,2,46,M,03
200801072008-0137,3,01,3,59,F,02
200801072008-0137,3,03,4,81,F,02
200801072008-0604,1,01,1,18,M,03
200801072008-0604,1,03,2,16,M,  
200801072008-0604,2,01,3,60,M,02
200801072008-1110,1,01,1,37,F,02
200801072008-1110,1,04,2,19M,M,04
200801072008-1110,2,01,3,21,M,04
200801072008-1110,2,03,4,21,F,02
200801072008-1110,2,04,5,22,F,04
200801072008-1110,2,05,6,4,M,02
200801072008-2165,1,01,1,50,F,  
200801072008-2165,2,01,2,20,M,02
200801072008-2264,1,01,1,27,M,02
200801072008-4721,1,01,1,52,F,02
200801072008-5291,1,01,1,50,M,  
200801072008-5291,2,01,2,80,F,02
200801072008-5766,1,01,1,43,M,  
200801072008-6086,1,01,1,70,F,02
200801072008-6086,2,01,2,17,F,  
200801072008-6088,1,01,1,23,F,02
200801072008-6088,2,01,2,74,F,02
200801072008-6263,1,01,1,18,F,02
200801072008-6263,1,03,2,17,F,02
200801072008-6263,1,04,3,19,M,03
200801072008-6263,1,05,4,17,M,03
200801072008-6263,1,08,5,15,F,03
2008010808-068418,1,01,1,37,F,  
2008010808-10051,1,01,1,41,M,  
2008010808-10051,1,03,2,30,M,  
2008010808-17214,1,01,1,26,F,02
2008010808-22107,1,01,1,67,M,02
2008010808-43291,1,01,1,45,M,02
2008010808-43291,2,01,2,27,M,  
2008010808-46059,1,01,1,41,F,  
2008010808-46059,1,03,2,18,M,  
2008010808-56351,1,01,1,32,M,03
2008010808-56351,1,03,2,25,M,02
2008010808-57295,1,01,1,21,M,02
2008010808-58613,1,01,1,45,F,  
2008010808-60957,1,01,1,35,F,04
2008010808-60957,1,03,2,32,F,04
2008010808-60957,1,06,3,12,F,04
2008010808-60957,2,01,7,18,M,04
2008010808-60957,2,03,8,16,M,  
2008010808-60957,2,04,9,19,M,  
2008010808-60957,3,01,4,35,M,03
2008010808-60957,3,04,5,31,F,02
2008010808-60957,3,05,6,2,F,  
2008010808-63106,1,01,1,27,M,04
2008010808-63106,1,03,2,24,M,02
2008010808-63106,1,06,3,19,M,03
20080108E030200800221A,1,01,1,61,M,  
20080108E030200800221A,1,03,2,61,F,  
20080108E030200800221A,2,01,3,38,M,02
2008011108-17349,1,01,1,24,M,02
2008011108-17349,1,03,2,26,M,02
2008011108-17349,2,01,3,58,M,03
2008011108-17349,2,06,4,,F,03
2008011108-22453,1,01,1,48,M,  
2008011108-25755,1,01,1,21,M,02
200801112008-00004947,1,01,1,47,M,02
200801112008-00004947,2,01,2,38,M,04
200801112008-00004947,2,03,3,,M,  
200801112008-00004947,2,04,4,,F,  
200801112008-00004947,2,06,5,,M,  
200801112008-00006332,1,01,1,34,M,02
200801112008-00011649,1,01,1,30,F,02
200801112008-00014133,1,01,1,48,M,02
200801112008-00020921,1,01,1,25,F,02
200801112008-00020921,2,01,2,22,F,02
200801112008-00029006,1,01,1,18,M,02
200801112008-00030216,1,01,1,34,M,02
200801112008-00030216,1,06,2,2,M,03
200801112008-00031246,1,01,1,76,M,02
200801112008-00031246,2,01,2,66,F,02
200801112008-20040,1,01,1,26,M,02
200801112008-20040,2,01,2,56,M,  
2008011208-00192,1,01,1,51,F,02
2008011208-00192,1,03,2,64,M,03
2008011208-00192,1,04,3,70,F,03
2008011208-00192,1,06,4,75,F,03
2008011208-03604,1,01,1,26,F,02
2008011208-03604,1,04,2,,M,  
2008011208-17442,1,01,1,50,F,  
2008011208-17442,2,02,2,14,M,02
2008011208-28606,1,01,1,47,F,04
2008011208-28606,2,01,2,44,M,02
2008011208-31136,1,01,1,22,M,  
2008011208-31136,1,03,2,18,M,  
2008011208-31136,1,04,3,18,F,02
2008011208-31136,1,06,4,18,M,  
2008011208-31136,2,01,5,25,M,  
2008011208-37785,1,01,1,62,F,02
2008011208-37785,1,04,2,9,M,04
2008011208-38455,1,01,5,30,M,  
2008011208-38455,2,01,1,37,M,02
2008011208-38455,3,01,3,29,M,  
2008011208-38455,4,01,2,21,M,03
2008011208-38455,5,01,4,,M,  
2008011208-41649,1,01,1,22,M,03
2008011208-41649,1,03,2,24,M,02
2008011208-41649,1,04,3,18,M,02
2008011208-41649,1,06,4,19,M,02
2008011208-41649,1,07,5,19,M,03
2008011208-41649,1,09,6,20,M,02
2008011208-41649,2,01,7,24,M,04
2008011208-5751,1,  ,1,18,F,04
2008011208-5751,1,  ,2,16,F,04
2008011208-5751,1,  ,3,17,F,04
2008011208-5751,1,  ,4,18,F,04
2008011208-5751,1,  ,5,19,M,04
2008011208-5751,1,  ,6,16,M,04
2008011208-5751,1,  ,7,18,F,04
2008011208-5751,1,01,8,49,F,  
2008011208-5751,2,01,9,46,M,02
2008011208-65291,1,01,1,32,M,02
2008011208-65291,1,03,2,26,F,  
2008011208-65291,1,07,3,29,M,  
2008011208-65291,1,09,4,24,F,  
2008011208-65291,2,01,5,19,F,04
2008011208-65291,2,03,6,45,F,04
2008011208-65291,3,01,7,24,M,04
20080112A160200800308A,1,01,1,22,M,  
20080112A160200800308A,1,03,2,21,F,  
20080112A160200800308A,2,01,3,47,F,02
20080112A160200800308A,2,03,4,30,F,03
20080112A160200800308A,2,09,5,51,F,02
2008011308-21846,1,01,1,74,M,02
20080113I-2008-02079,1,01,1,26,M,02
20080113I-2008-10621,1,01,1,22,M,04
20080113I-2008-13909,1,01,1,53,M,02
20080113I-2008-17158,1,01,1,40,F,02
20080113I-2008-17158,1,03,2,44,F,03
20080113I-2008-17158,1,04,3,40,F,02
20080113I-2008-21239,1,01,1,66,F,02
20080113I-2008-21239,2,01,2,49,F,02
20080114I-2008-03505,1,01,1,20,M,02
2008011608-06951,1,01,1,50,M,  
20080117I-2008-000412,1,01,1,18,M,  
20080117I-2008-000412,2,01,2,70,M,03
20080117I-2008-000412,2,03,3,43,F,02
20080117I-2008-002625,1,01,1,29,M,02
20080117I-2008-004070,1,01,3,18,M,  
20080117I-2008-004070,2,01,4,30,F,02
20080117I-2008-006599,1,01,1,46,M,02
20080117I-2008-012884,1,01,1,48,M,02
200801182008/22452,1,01,1,53,M,02
200801182008/430,1,11,1,32,M,02
200801182008/430,2,01,2,22,F,  
200801192008-11929,1,01,1,45,M,  
200801192008-11929,1,03,2,42,F,04
200801192008-11929,2,01,3,33,F,02
200801192008-11929,2,03,4,15,F,04
200801192008-11929,2,04,5,7,M,  
200801192008-14936,1,01,1,30,M,  
200801192008-14936,2,01,2,55,M,02
200801192008-23996,1,01,1,27,M,  
200801192008-23996,1,03,2,28,M,  
2008012108-14142,1,01,1,56,F,  
2008012108-14142,2,01,2,57,M,02
2008012108-14142,2,03,3,48,F,  
2008012108-14142,3,01,4,18,M,  
200801212008-6251,1,01,1,63,F,02
200801212008-6251,2,01,2,66,F,  
200801212008-6251,2,04,3,58,F,  
200801212008-6715,1,01,1,53,F,03
200801212008-6715,2,01,2,18,F,04
200801212008-6715,2,03,3,19,M,02
200801212008-9919,1,01,1,50,M,02
20080122I-2008-05659,1,01,1,62,M,  
20080123A090-2008-00176A,1,01,1,28,F,03
20080123A090-2008-00176A,2,01,2,25,M,02
2008020208-30,1,01,1,56,M,02
20080202AF0864,1,01,1,71,F,  
20080202PI-08-2525,1,01,1,55,M,02
20080202PI-08-2525,1,03,2,49,F,02
20080202PI-08-2525,2,01,3,37,F,03
20080202PI-08-2525,2,04,4,2,M,04
20080202PI-08-2525,2,06,5,3,F,04
20080202PI-08-2525,2,09,6,6,F,03
20080202PI-08-2525,3,01,7,29,F,02
20080202PI-08-2525,3,02,8,35,M,03
2008020308-22051,1,01,1,27,M,  
2008020308-24083,1,01,1,39,M,02
2008020408-10424,1,01,1,44,M,04
2008020408-10424,1,02,2,38,F,04
2008020408-10424,1,04,3,39,F,02
2008020408-10424,1,06,4,65,F,04
2008020508-000644,1,01,1,47,F,02
2008020508-002443,1,01,1,38,F,02
2008020508-002443,2,01,2,41,M,04
2008020508-005832,1,01,1,19,M,04
2008020508-005832,1,03,2,24,F,02
2008020508-005832,1,04,3,25,M,03
2008020508-005832,1,05,4,24,F,02
2008020508-005832,2,01,5,53,M,04
2008020508-007346,1,01,1,43,M,03
2008020508-007346,2,01,2,41,F,04
2008020508-007346,2,03,3,45,F,02
2008020508-007691,1,01,1,22,M,  
2008020508-007691,1,03,2,22,M,  
2008020508-007691,2,01,3,22,M,  
2008020508-008575,1,01,1,69,M,  
2008020508-008575,1,10,2,57,M,02
2008020608-006997,1,01,1,50,F,02
200802062008-398,1,01,1,26,F,  
200802062008-407,1,01,1,32,F,  
200802072008-007908,1,01,1,52,F,  
200802072008-007912,1,01,1,44,M,02
200802072008-010307,1,01,1,69,M,02
200802072008-015709,1,01,1,60,M,02
200802072008-015709,2,01,2,76,M,  
200802112008-009039,3,01,1,81,M,02
200802112008-030249,1,01,1,21,M,02
20080211E040200801799A,1,01,1,26,F,02
20080211E040200801799A,2,01,2,53,M,04
20080211E040200801799A,3,01,3,46,M,04
20080211E040200801799A,4,01,4,30,M,  
2008021208-06808,1,01,1,77,M,02
2008021208-07976,1,01,1,24,M,  
2008021208-07976,2,01,2,40,F,  
2008021208-07976,2,06,3,12,F,  
2008021208-07976,3,01,4,34,M,04
2008021208-07976,4,01,5,35,M,02
20080212D030200802013A,1,01,1,40,M,  
20080212D030200802013A,1,03,2,22,M,  
20080212D030200802013A,2,01,3,27,F,04
20080212D030200802013A,2,03,4,30,M,04
20080212D030200802013A,2,04,5,24,F,02
20080212D030200802013A,2,06,6,1,M,02
20080212D030200802013A,3,01,7,32,M,04
20080212D030200802013A,3,03,8,37,M,04
20080212V240200800002P,1,01,1,19,M,02
20080215R135-08,1,01,1,73,M,  
20080215R136-08,1,01,1,57,F,02
20080215R136-08,1,03,2,24,M,03
20080215R136-08,2,01,3,18,M,04
20080215R136-08,2,03,4,17,M,04
20080215R192-08,1,01,1,19,M,03
20080215R192-08,1,03,2,17,F,02
20080215R192-08,1,06,3,1,F,03
20080215R194-08,1,01,1,50,F,02
20080215R332-08,1,01,1,79,F,  
20080215R432-08,1,04,1,31,M,02
20080215R522-08,1,01,1,27,M,  
20080215R616-08,1,01,1,57,F,02
20080215R749-08,1,01,1,47,M,  
20080215R802-08,1,01,1,32,M,  
20080215R802-08,1,03,2,29,F,02
20080215R802-08,2,01,3,38,M,02
20080215R802-08,3,01,4,72,M,  
2008021708-11615,1,01,1,, ,  
2008021708-11701,1,01,1,43,M,02
2008021708-11701,2,01,2,16,F,  
2008021708-11701,2,03,3,,F,  
2008021808-2236-AC,2,01,1,82,M,02
2008021808-6218-AC,1,01,1,87,F,02
2008021808-6218-AC,2,01,2,27,F,  
2008021808-7891-AC,1,  ,1,58,F,  
200802192008:30011,1,01,1,,F,  
20080219I-2008-029916,1,01,1,74,F,  
20080219I-2008-029916,1,03,2,77,M,  
20080219I-2008-050655,1,01,1,48,M,  
20080219I-2208-034123,1,01,1,45,M,  
2008022008-1359,1,01,1,24,M,02
2008022008-6622,1,01,1,20,M,02
2008022008-6792,1,01,1,56,M,  
20080220B060-2008-1640A,1,01,1,53,M,  
20080220B060200801656A,1,01,1,42,M,02
200802222007-000057,1,01,1,39,M,02
2008022308-08181,1,01,1,56,F,02
2008022308-08181,2,01,2,22,M,04
2008022308-08181,2,03,3,22,M,04
2008022308-13175,1,01,1,39,F,02
2008022308-13175,2,01,2,46,M,04
2008022308-13175,3,01,3,51,M,  
2008022308-15487,1,01,1,64,M,  
2008022308-29906,1,01,1,46,M,02
2008022308-29906,2,01,2,67,F,04
2008022308-552,1,01,1,55,M,02
2008022308-552,2,01,2,49,F,  
2008022308-552,2,03,3,13,M,  
200802230801858,1,01,1,20,F,  
200802230801858,1,03,2,22,M,  
200802230824609,1,01,1,40,F,02
200802230824844,1,01,1,37,M,02
200802230829706,1,01,1,46,M,  
200802230829706,1,03,2,44,F,  
20080224A08-24,1,01,1,71,M,02
20080225I-2008-03903,1,01,1,59,F,03
20080225I-2008-03903,2,01,2,58,F,02
20080225I-2008-10219,1,01,1,43,F,04
20080225I-2008-10219,1,03,2,37,M,  
20080225I-2008-11529,1,01,1,42,M,03
20080225I-2008-11529,1,03,2,32,M,02
20080225I-2008-11529,1,04,3,28,M,02
20080225I-2008-11529,2,01,4,24,M,02
20080225I-2008-11529,2,03,5,27,M,02
2008022908-11214-280,1,01,1,32,M,04
2008022908-11214-280,2,01,2,55,M,02
2008022908-11214-280,2,03,3,52,F,02
2008022908-12906-310,1,01,1,26,M,  
200802312008-004379,1,01,1,22,F,  
200802312008-004379,1,03,2,19,F,  
200802322008-003025,1,01,1,48,M,  
2008023308-24346,1,01,1,19,F,02
2008023308-26238,1,01,1,82,M,02
2008023308-26238,2,01,2,51,M,02
2008023308-26238,2,04,3,8,M,  
2008023308-26238,2,06,4,5,M,  
2008023308-26238,3,01,5,32,M,  
2008023308-26238,3,03,6,32,F,04
2008023308-26238,3,06,7,1,F,  
2008023308-6760,1,01,1,65,M,03
2008023308-6760,1,04,2,2,F,03
2008023308-6760,1,05,3,62,F,02
2008023308-9928,1,01,1,37,M,02
2008023308-9928,1,03,2,36,F,  
2008023308-9928,1,06,3,6,F,  
20080233B060200800295A,1,01,1,49,F,02
20080233B060200800295A,2,01,2,40,M,  
20080233B060200800295A,3,01,3,67,M,  
200802342008-003870,1,01,1,22,M,02
200802342008-003870,2,01,2,49,M,  
200802342008-003870,2,03,3,45,M,  
200802342008-003870,2,04,4,47,F,  
20080235MP-002664-08,1,01,1,48,M,  
20080235MP-002664-08,2,01,2,32,M,02
2008023608-082,1,01,1,25,M,  
2008023608-082,2,01,2,29,M,  
20080237M-08-04,1,01,1,26,M,02
20080237M-08-59,1,01,1,74,F,02
20080237M-08-59,2,01,2,64,M,04
2008023908-3456,1,01,1,70,F,02
2008024008-25307,1,01,1,22,M,03
2008024108-17316,1,01,1,35,M,02
20080241128-08,1,01,1,45,F,02
2008024308-MV-12,1,01,1,54,F,02
2008024308-MV-12,2,01,2,60,F,02
2008024408-1337,1,01,1,57,M,02
2008024408-1337,2,01,2,18,M,  
2008024408-1337,2,03,3,16,F,04
2008024408-1337,2,06,4,15,F,  
2008024508-12091,1,  ,1,, ,  
2008024508-1468,1,01,1,27,M,  
2008024508-2147,1,01,1,28,M,  
2008024508-2147,1,04,2,25,F,02
2008024508-2147,1,06,3,24,M,02
2008024508-2147,2,01,4,83,M,02
2008024608-15304,1,01,1,84,M,02
2008024608-15304,2,01,2,43,F,02
2008024608-17763,1,01,1,61,F,02
2008024608-17763,2,01,2,36,F,04
2008024608-17763,3,01,3,32,F,  
2008024608-23710,1,01,1,32,F,02
2008024608-23710,1,04,2,4,F,02
2008024608-23710,1,06,3,1,F,04
2008024608-23710,2,01,4,60,M,02
2008024608-37097,1,01,1,42,M,02
2008024608-42235,1,01,1,17,F,  
2008024608-46982,1,01,1,28,M,02
2008024608-48127,1,01,1,31,M,02
2008024608-48127,1,02,2,22,F,02
2008024608-49072,1,01,1,72,M,02
2008024608-4986,1,01,1,49,M,  
2008024608-6747,1,01,1,86,F,02
200802461-2008-004465,1,01,1,81,M,03
200802461-2008-004465,2,01,2,31,M,02
200802482008-5774,1,01,1,18,M,03
200802482008-5774,1,03,2,19,M,04
200802482008-5774,1,06,3,19,M,02
200802492008-010273,1,01,1,16,M,  
200802492008-010273,1,03,2,53,M,  
2008025008-14192,1,01,1,63,M,  
2008025008-7346,1,11,1,21,M,02
2008025108-011826,1,01,1,36,F,  
2008025108-011826,2,01,2,81,M,02
2008025108-11902,1,01,1,17,M,02
2008025108-11902,1,03,2,17,M,04
2008025108-11902,1,06,3,17,M,04
2008025108-18994,1,01,4,61,F,  
2008025108-19473,1,01,1,45,M,02
2008025108-6847,1,01,1,33,M,02
2008025208-07543,1,01,1,22,M,  
200802532008-004291,1,01,1,38,M,03
200802532008-004291,2,01,2,47,M,03
200802532008-004291,2,02,3,23,M,  
200802532008-004291,2,03,4,27,M,  
200802532008-004291,3,01,5,29,M,02
200802532008-004291,3,02,6,33,M,  
200802532008-004291,3,03,7,23,M,  
200802542008-008909,1,01,1,56,F,02
200802542008-008909,2,01,2,33,F,  
200802542008-010766,1,01,1,58,M,  
200802542008-012546,1,01,1,53,F,  
200802542008-012546,2,01,2,49,M,02
200802542008/007369,1,01,1,45,F,02
200802542008/007369,1,03,2,18,M,03
2008025608-7599,1,01,1,24,F,02
2008025608-7599,2,01,2,38,M,  
200802562008-011403,1,01,1,73,F,04
200802562008-011403,1,03,2,75,F,02
200802562008-011403,1,06,3,77,F,03
2008025708-04992,1,01,1,26,M,  
2008025708-04992,2,01,2,46,F,02
2008025708-05319,1,01,1,49,M,  
2008025708-4840,1,01,1,22,M,02
20080258200806695,1,01,1,77,F,02
2008026008-026067,1,01,1,38,M,02
2008026008-046765,1,01,1,25,M,02
2008026008-25725,1,01,1,21,M,  
2008026008-25725,1,03,2,21,M,04
2008026008-25725,2,01,3,56,M,02
2008026008-25725,3,01,4,22,M,  
2008026008-25725,3,03,5,20,M,  
2008026008-25725,4,01,6,57,M,  
2008026008058166,1,01,1,59,M,  
20080260PD-08-031962,1,  ,1,46,M,02
20080260PD-08-031962,1,  ,2,38,F,03
20080260PD-08-031962,2,01,3,55,M,  
20080261TY-08-01884,1,01,1,37,M,02
2008026308-013,1,01,1,40,F,04
2008026308-013,2,01,2,51,M,02
200802642008-2124,1,01,1,46,M,02
2008026508-1426,1,01,1,50,M,  
2008026508-5879,1,01,1,58,M,  
200802672008-008474,1,01,1,81,F,  
200802672008-014577,1,01,1,56,F,  
200802672008-017002,1,01,1,61,M,02
200802672008-017420,1,01,1,64,F,  
2008027008-04157,1,01,1,53,M,02
20080303200827760,1,01,1,57,M,02
20080303200827760,2,01,2,18,M,  
20080303200827760,2,03,3,17,M,  
200803042008-26850,1,01,1,55,M,02
200803042008-26850,2,  ,2,, ,  
200803042008-31668,1,01,1,22,F,02
200803042008-5943,1,01,1,54,M,04
200803042008-5943,1,03,2,29,F,02
200803042008-5943,1,04,3,2,M,  
200803042008-5943,1,06,4,21,F,02
200803042008-5943,2,01,5,20,F,04
200803042008-5943,2,03,6,19,M,04
20080304200811287,1,01,1,35,F,02
20080304200811287,2,  ,2,, ,  
20080304200811885,1,01,1,25,M,03
20080304200811885,1,03,2,28,M,02
2008030508-14026,1,01,1,78,M,  
2008030513-08,1,01,1,52,M,  
2008030513-08,2,01,2,44,F,  
2008030513-08,3,01,3,42,M,  
2008030513-08,4,01,4,53,M,02
200803052008-12921,1,01,1,24,M,02
200803052008-21886,1,01,1,36,F,02
200803052008-21886,2,01,2,45,M,  
200803062008-022124,1,01,1,34,M,  
200803062008-11310,1,01,1,29,M,  
200803062008-11310,1,11,2,19,M,02
200803062008-11310,1,11,3,22,M,  
200803062008-14296,1,01,1,19,F,02
200803062008-14296,1,03,2,15,F,02
200803062008-14296,1,06,3,19,F,  
200803062008-14296,2,01,4,29,F,  
200803062008-14296,2,03,5,66,F,  
200803062008-18925,1,01,1,19,M,  
200803062008-18925,2,01,2,56,F,02
200803062008-18925,3,01,3,27,F,04
200803062008-19701,1,01,1,46,F,  
200803062008-19701,1,03,2,47,M,  
200803062008-19701,2,01,3,22,M,02
200803062008-21336,1,01,1,50,M,  
2008030708-075,1,01,1,35,F,02
2008030708-081,1,01,1,76,M,02
2008030708-081,1,03,2,76,F,  
2008030838003-08,1,01,1,37,M,  
2008030838091-08,1,01,1,77,M,02
2008030838183-08,1,01,1,19,M,02
200803102008-0224,1,01,1,17,F,  
200803102008-0224,1,03,2,16,F,  
200803102008-0224,1,04,3,15,F,  
20080310200809909,1,01,1,41,F,02
20080310200810637,1,01,1,41,F,  
20080310200810637,1,03,2,16,F,04
20080310200810637,1,05,3,3,F,  
20080310200810637,2,01,4,34,F,  
20080310200810637,3,01,5,83,F,02
20080311200801921,1,01,1,81,M,02
20080311200801921,2,01,2,51,M,  
20080311200803597,1,01,1,25,F,02
20080311200803597,1,06,2,, ,  
20080311200803597,2,01,3,52,M,02
20080311200803597,2,03,4,,M,03
20080311200804174,1,01,1,24,F,  
20080311200804174,1,05,2,2,M,  
20080312002-08,1,01,1,71,M,02
20080312002-08,2,01,2,45,F,  
20080312082-08,1,01,1,23,M,02
20080312082-08,1,03,2,22,M,02
20080312126-08,1,01,1,30,M,  
2008031308-13620,1,01,1,20,M,02
2008031308-15907,1,01,1,85,M,02
2008031308-15907,2,01,2,25,F,  
2008031308-15907,2,04,3,2,M,  
2008031308-15907,2,06,4,4,F,  
2008031308-16771,1,01,1,26,M,02
2008031308-21937,1,01,1,66,M,02
2008031308-21937,2,01,2,35,M,04
2008031308-22921,1,01,1,32,M,02
200803132008-14041,1,01,1,28,M,  
200803132008-21994,1,01,1,17,M,04
200803132008-21994,2,01,2,38,M,02
200803132008-37,1,01,1,40,M,  
200803132008-37,1,03,2,40,F,  
200803132008-37,1,06,3,1,F,  
200803132008-37,2,01,4,35,M,02
200803152008-1838,1,01,1,23,F,02
200803152008-5981,1,01,1,47,F,02
200803152008-5981,2,01,2,67,F,04
200803152008-6057,1,01,1,42,M,  
200803152008-6057,1,11,2,28,M,02
20080315C020-2008-0196A,1,01,1,65,M,02
20080316C020-2008-00515A,1,01,1,21,M,02
20080316C020-2008-00515A,2,01,2,17,F,  
20080316C020200800447A,1,01,1,17,F,04
20080316C020200800447A,1,03,2,16,F,  
2008031703-1066-08,1,01,1,28,M,  
2008031703-1066-08,1,03,2,33,F,  
2008031703-1066-08,1,04,3,9,M,  
2008031703-1066-08,1,05,4,11,F,  
2008031706-1174-08,1,01,1,28,M,02
2008031706-1174-08,2,01,2,39,M,  
2008031706-1174-08,3,01,3,23,M,  
20080318MVA-08-4608,1,01,1,24,M,02
20080318MVA-08-4608,2,01,2,17,F,  
20080318MVA-08-6992,1,01,1,75,F,02
20080318MVA08-3162,1,01,1,32,M,04
20080318MVA08-3162,1,03,2,24,M,  
20080318MVA08-3162,1,04,3,25,M,  
20080318MVA08-3162,1,07,4,38,M,  
20080318MVA08-3162,2,01,5,73,M,02
2008031908-8836,1,01,1,45,M,  
200803192008-13927,1,01,1,21,F,  
200803192008-13927,1,03,2,34,M,02
200803202008-10923,1,01,1,63,M,02
200803202008-412,1,01,1,44,M,  
200803202008-412,2,01,2,30,M,02
200803202008-412,2,03,3,45,F,03
200803202008-5797,1,01,1,53,F,  
200803202008-5797,2,01,2,85,M,02
200803202008-7508,1,01,1,78,F,02
200803202008-7508,1,03,2,80,M,03
200803202008-9304,1,01,1,75,M,02
200803202008-9304,1,03,2,72,F,03
200803202008-9304,2,01,3,17,F,  
200803202008-9304,2,03,4,17,F,04
200803202008-9304,2,04,5,16,F,04
200803212008-3053,1,  ,1,, ,  
2008032208-278,1,01,1,59,M,  
2008032208-278,2,01,2,45,F,02
200803222008-665,1,01,1,19,M,04
200803222008-665,1,03,2,18,M,02
2008032308-10940,1,01,1,20,F,02
2008032308-10940,1,03,2,22,F,  
2008032308-10940,2,01,3,50,M,  
2008032308-10940,2,03,4,50,F,  
2008032308-10940,3,01,5,34,F,  
2008032308-10940,3,04,6,6,M,  
2008032308-10940,3,06,7,3,M,  
2008032308-14729,1,01,1,45,F,  
2008032308-8576,1,01,1,36,F,02
200803242008-11934,1,01,1,75,M,  
200803242008-11934,2,01,2,42,M,02
200803242008-1897,1,01,1,19,M,  
200803242008-20015,1,01,1,48,F,02
200803242008-20015,2,01,2,23,F,03
200803242008-25952,1,01,1,25,M,02
200803242008-26784,1,01,1,22,M,02
200803242008-72,1,01,1,18,M,02
200803242008-72,1,03,2,18,M,03
20080324200811754,1,01,1,17,M,04
20080324200811754,1,03,2,17,M,  
20080324200811754,2,01,3,53,F,04
20080324200811754,2,03,4,75,M,02
20080324200811754,2,04,5,67,M,04
20080324C020-2008-00850A,1,01,1,28,F,02
20080324C020-2008-00850A,2,01,2,38,M,04
20080324C020-2008-00850A,2,03,3,63,F,04
20080324C020-2008-00850A,2,04,4,38,F,04
20080324C020-2008-00850A,2,06,5,2,M,04
20080324C020-2008-00850A,2,07,6,11,F,04
20080324C020200800800A,1,01,1,26,M,02
2008032608-35,1,01,1,21,F,  
2008032608-35,1,03,2,21,M,  
2008032757-08,1,01,1,44,F,02
2008032757-08,2,01,2,21,M,02
2008032757-08,2,03,3,24,F,04
2008032757-08,2,04,4,3,M,02
2008032757-08,2,06,5,1,M,02
2008032908-5528,1,01,1,19,M,02
200803292008-11219,1,01,1,23,F,02
200803292008-20611,1,01,1,54,F,  
200803292008-21829,1,01,1,41,M,02
200803292008-8387,1,01,1,21,M,  
200803292008-8387,1,02,2,19,M,  
200803292008-8387,1,03,3,19,F,  
200803292008-9263,1,01,1,42,F,  
200803292008-9263,1,03,2,56,F,  
