id,vehicle_number,year,make,model,hit_run
200901072009-2073,2,2005,MITSUBISHI,GAL, 
200901072009-5625,1,2003,MERCURY,GM, 
2009010809-007356,1,2000,MERCURY,SABLE, 
2009010809-040192,1,1999,HONDA,CBR, 
2009010809-045671,1,2007,FORD,CROWN VICTORIA, 
2009010809-045671,2,2002,HYUNDAI,ELANTRA, 
2009010809-074501,1,2003,BMW,325, 
2009010809-13305,1,2002,JEEP,LIBERTY, 
2009010809-13305,2,2008,HONDA,CIVIC, 
2009010809-14028,1,2004,CHEVROLET,BLAZER, 
2009010809-34179,1,2002,DODGE,NEON, 
2009010809-41916,1,2006,MACK,GRANITE, 
2009010809-41916,2,1995,TOYOTA,COROLLA, 
2009010809-43930,1,1986,CHEVROLET,FLT. PKUP, 
2009010809-47830,1,2009,FORD,TAURUS, 
2009010809-53095,1,1996,CHEVROLET,LUMINA, 
2009010809-56100,1,2001,CHEVROLET,SILVERADO, 
2009010809-56100,2,1992,TOYOTA,CAMRY, 
2009010809-7369,1,1995,CHRYSLER,LEBARON, 
2009010809-75685,1,2000,CHEVROLET,VENTURA, 
2009010809-75685,2,1997,NISSAN,ALTIMA, 
2009010809-75685,3,1997,FORD,TAURUS, 
2009010809-75685,4,1998,SATURN,SL2, 
2009010809-76975,1,2001,FORD,MUSTANG, 
20090108E030200900853A,1,2007,NISSAN,MAXIMA, 
200901112009-00000328,1,2006,NISSAN,MAXIMA, 
200901112009-00000328,2,2002,MERCURY,MARQUIS, 
200901112009-00000328,3,1994,MITSUBISHI,ECLIPSE, 
200901112009-00006351,1,2007,HYUNDAI,ELANTRA, 
200901112009-00006351,2,1998,LINCOLN,CONTINENTAL, 
200901112009-00009499,1,2000,DODGE,RAM 1500(VAR), 
200901112009-00009499,2,2001,DODGE,DAKOTA, 
200901112009-00009634,1,2005,FORD,ESCAPE, 
200901112009-00011918,1,2006,NISSAN,ALTIMA, 
200901112009-00013173,1,1994,TRIUMPH,COROLLA, 
200901112009-00013173,2,2000,FORD,RANGER, 
200901112009-00013664,1,1986,HONDA,, 
200901112009-00013664,2,1999,CHEVROLET,MALIBU, 
200901112009-00013987,1,2000,JEEP,GRAND CHEROKEE, 
200901112009-00013987,2,1999,MERCURY,TRACER, 
200901112009-00014533,1,2007,MITSUBISHI,GALANT, 
200901112009-00019722,1,2002,JEEP,LIBERTY, 
200901112009-00019808,1,2001,BUICK,LE SABRE, 
200901112009-00019808,2,1997,OLDS,CUTLESS/CIERA, 
200901112009-00020202,1,2002,VOLKSWAGEN,JETTA, 
200901112009-00020202,2,1998,CHRYSLER,CIRRUS, 
200901112009-00022376,1,2006,HARLEY DAVIDSON,, 
200901112009-00022376,2,0   ,,, 
20090111E030-2009-00085A,1,2003,MITSUBISHI,LANC, 
2009011209-19955,1,2008,SUZUKI,SX4, 
2009011209-30496,1,2006,TOYOTA,WAGON, 
2009011209-38548,1,0   ,YAMAHA,, 
2009011209-40142,1,1989,CHEVROLET,VAN, 
2009011209-46033,1,2009,FORD,2 DOOR, 
2009011209-60745,1,1992,CHRYSLER,NEW YORKER, 
2009011209-62371,1,2008,NISSAN,MAXIMA, 
2009011209-65423,1,1993,HONDA,4 DOOR, 
2009011209-65423,2,2001,DODGE,PICKUP, 
2009011209-65423,3,2000,NISSAN,WAGON, 
20090113I-2009-04638,1,1997,NISSAN,PAT, 
20090113I-2009-08723,1,2008,HONDA,CRV, 
20090113I-2009-08723,2,2006,DODGE,AVE, 
20090113I-2009-12031,1,2008,TOYOTA,2DR, 
20090113I-2009-12031,2,2004,LINCOLN,TOWN, 
20090113I-2009-21292,1,1995,HONDA,ACC, 
20090113I-2009-22020,1,2006,JEEP,4 DOOR, 
20090114I-2009-01094,1,1998,VOLKSWAGEN,PAS, 
20090114I-2009-01094,2,1999,DODGE,DUR, 
20090114I-2009-04184,1,1998,DODGE,WAGON,Y
20090114I-2009-04184,2,2007,CHEVROLET,SDN, 
20090114I-2009-05169,1,1997,JEEP,GRN, 
2009011609-11854,1,2006,CADILLAC,ESCLADE, 
2009011609-15893,1,1997,FORD,WGN, 
2009011609-15893,2,2003,HUMMER,WGN, 
20090117I-2009-015534,1,2000,CHEVROLET,PKUP, 
200901192009-2?013,1,2002,DODGE,2500, 
200901192009-2?013,2,1997,HYUNDAI,ELANTRA, 
200901192009-58578,1,0   ,,,Y
20090121E030-09-1402A,1,2000,MERCURY,MGL, 
20090122I-2009-15897,1,1998,MITSUBISHI,GAL, 
20090123A090200900130A,1,0   ,KAWASAKI,DIRT BIKE, 
20090123A090200900130A,2,2000,PONTIAC,SUNFIRE, 
2009020209-48,1,2004,CHRYSLER,SEBRING, 
20090202PI-09-1825,1,2005,YAMAHA,RI, 
200902042009-10822,1,2007,TOYOTA,4 DOOR, 
200902042009-8958,1,2001,NISSAN,4 DOOR, 
2009020509-000538,1,2003,CHEVROLET,SUBURBAN, 
2009020509-000538,2,1999,DODGE,RAM 3500, 
2009020509-002001,1,2009,HARLEY DAVIDSON,FLH, 
2009020509-002001,2,1993,JEEP,CHEROKEE, 
2009020509-004935,1,2003,CHEVROLET,TRIALBLAZER, 
2009020509-004935,2,2009,HARLEY DAVIDSON,, 
2009020609-20151,2,2008,JEEP,LZB, 
200902062009-249,1,2000,ACURA,4DR, 
200902062009-324,1,2008,BMW,328 XI 4 DR,Y
200902062009-365,1,2008,CHEVROLET,PICKUP, 
200902072009-003923,1,1999,HONDA,ACCORD, 
200902072009-003923,2,2005,NISSAN,ALTAMA, 
200902112009-006559,1,1997,NISSAN,SENTRA, 
200902112009-011232,1,2008,NISSAN,ROGUE, 
200902112009-028286,1,2000,BUICK,CENTURY, 
200902112009-028286,2,2002,CHEVROLET,CAVALIER, 
200902112009-033521,1,1999,TOYOTA,CAMRY, 
200902112009-033521,2,2008,SUBARU,OUTBACK, 
200902112009-038176,1,1992,ACURA,INTEGRA, 
200902112009-038176,2,2002,KIA,SPECTRA, 
20090212BC-09-080974,1,2001,SUBARU,FORESTER, 
20090212ER-09-08121,1,1990,VOLKSWAGEN,CORR, 
20090212ER-09-10721,1,2004,ACURA,4 DR, 
200902142009-31222,1,1994,FORD,WGN, 
200902142009-31222,2,2006,HONDA,4 DR, 
20090215BC-09-009655,1,1999,MITSUBISHI,GALLANT, 
20090215BC-09-027185,1,2008,JEEP,LAREDO, 
20090215BC-09-027185,2,2004,OLDS,ALERO, 
20090215R211(A)09,1,1999,CHEVROLET,CT1, 
20090215R618-09,1,1997,FORD,WAGON, 
20090215R618-09,2,1997,TOYOTA,SR5, 
20090215R647(A)09,1,2006,TOYOTA,COROLLA, 
20090215R647(A)09,2,1998,CHEVROLET,LUM, 
20090215R667-09,1,2002,BMW,325, 
20090216PI-09-3204,1,2000,VOLKSWAGEN,BEETLE, 
2009021709-09792,1,2004,TOYOTA,MATRIX, 
2009021709-1079,1,1998,MAZDA,626, 
2009021709-1079,2,2007,TOYOTA,RAV 4, 
2009021709-1079,3,1994,TOYOTA,CELICA, 
2009021709-19800,1,1997,JEEP,CHEROKEE, 
2009021809-11810-AC,1,0   ,,BACK HOE, 
2009021809-11898-AC,1,2003,CHEVROLET,IMPALA, 
2009021809-11898-AC,2,0   ,YAMAHA,BANCHI, 
2009021809-5657-AC,1,1994,NISSAN,SEN, 
20090219I-2009-007355,1,2007,TOYOTA,RAV4, 
20090219I-2009-035278,1,2002,CHRYSLER,PT, 
20090219I-2009-035278,2,1999,LINCOLN,TOWN, 
20090219I-2009-035278,3,1995,HONDA,MAGNA, 
20090219I-2009-035278,4,2000,GMC,C250, 
20090219I-2009-046898,1,2005,DODGE,SPRINT, 
20090219I-2009-046898,2,2003,HYUNDAI,SAN, 
20090219I-2009-057608,1,2008,MERCEDES BENZ,GL450, 
2009022009-10084,1,1999,JEEP,GR CHERO, 
2009022009-10084,2,2004,MINI,COOP, 
2009022009-10084,3,2005,GMC,PKUP, 
2009022009-1448,1,2006,CHRYSLER,TOWN/COUNTRY, 
2009022009-1448,2,2007,BMW,750LI, 
2009022009-4996,1,1998,SUZUKI,GSX, 
2009022009-9770,1,2006,LEXUS,ES, 
2009022009-9770,2,2001,MACK,RD6, 
20090221I-2009-002662,1,2003,NISSAN,ALT, 
20090221I-2009-002662,2,2005,FORD,ECO, 
20090221I-2009-002662,3,1998,FORD,ESC, 
20090221I-2009-002662,4,1996,TOYOTA,CAM, 
20090221I-2009-002662,5,1996,TOYOTA,4RU, 
20090221I-2009-003445,1,1994,HONDA,ACCORD, 
20090221I-2009-030893,1,2003,FORD,EXP, 
2009022309-14332,1,1997,PLYMOUTH,WAGON, 
2009022309-16356,1,2004,FORD,EXP, 
200902230913530,1,2006,CHEVROLET,COB, 
200902230913530,2,2002,KIA,OPT, 
200902230920021,1,2007,MERCEDES BENZ,LLS, 
200902230920021,2,2001,DODGE,NEON, 
200902230920021,3,2001,FORD,EPR, 
200902230924775,1,1998,FORD,WAG, 
200902230924775,2,2007,TOYOTA,4DR, 
20090225BC-09-031129,1,2009,TOYOTA,COROLLA, 
20090225BC-09-031129,2,2006,SUZUKI,GSX-R1000, 
20090225BC09-026025,1,2004,PONTIAC,GRAND PRIX, 
20090225BC09-026025,2,1997,SATURN,SL, 
20090225I-2009-01890,1,2002,FORD,F65, 
20090225I-2009-01890,2,2005,HONDA,ODYSSEY, 
20090225I-2009-08125,1,1998,HONDA,CIV, 
200902270910689,2,1995,NISSAN,ALTIMA, 
200902270912971,1,2004,,CAD, 
200902270912971,2,2004,FORD,VAN, 
2009022909-08529-144,1,2002,TOYOTA,WAGON, 
2009022909-10069-175,1,2001,FORD,WAGON, 
2009022909-10244-177,1,2000,KIA,SPORTAGE, 
2009022909-10244-177,2,2008,NISSAN,ROGUE, 
2009022909-10244-177,3,2006,LAND ROVER,, 
200902302009-30322,1,2000,HONDA,CIVIC, 
200902312009-007172,1,1998,HYUNDAI,, 
200902312009-007172,2,1991,BUICK,LES, 
200902312009-007172,3,2006,HONDA,WAGON, 
200902312009-013873,1,1999,ISUZU,NPR, 
200902312009-013873,2,2007,DODGE,CXT, 
20090231B060-2009-01297A,1,2008,CHEVROLET,IMPALA, 
20090231B060-2009-01297A,2,2005,HARLEY DAVIDSON,FS2, 
2009023309-07281,1,1993,PONTIAC,4 DR, 
2009023309-13800,1,1998,JEEP,WRANGLER, 
2009023309-13935,1,1999,HONDA,4DR, 
2009023309-14005,1,2004,HONDA,ACC, 
2009023309-17595,1,2002,JEEP,LIBERTY, 
2009023309-17595,2,1999,FORD,4 DOOR, 
2009023309-18261,1,2007,NISSAN,4 DR, 
2009023309-18261,2,2001,CHRYSLER,4 DR, 
2009023309-19034,1,1993,MACK,RD6, 
2009023309-8768,1,2007,MAZDA,4 DOOR, 
2009023309-8768,2,2008,SATURN,SKY, 
20090233BC-09-014048,1,2005,HONDA,ACC, 
2009023609-241,1,2004,TOYOTA,CAMRY, 
2009023609-241,2,1998,TOYOTA,CAMRY, 
200902382009-000431,1,2007,TOMOS,MOPED, 
2009023909-491,1,2002,TOYOTA,RAV-4, 
20090241014-09,1,2007,GMC,DENALI, 
2009024156-09,1,2004,MAZDA,M65, 
2009024209-05052,1,2007,HARLEY DAVIDSON,MC, 
2009024209-05052,2,2007,HONDA,2 DR, 
2009024509-5485,1,2000,BUICK,4 DR, 
2009024509-5485,2,2006,TOYOTA,4 DR, 
2009024509-5485,3,2007,SUBARU,WGN, 
20090245I-2009-015781,1,2009,MERCEDES BENZ,ML350, 
2009024609-2603,1,1991,CHEVROLET,BLAZER, 
2009024609-29316,1,2001,FORD,4 DR, 
2009024609-34186,1,2004,DODGE,STR, 
2009024609-41188,1,2001,KIA,SPO, 
2009024609-50025,1,2001,HONDA,ACCORD, 
2009024609-50025,2,2007,FREIGHTLINER,TRUCK, 
20090246I-2009-025576,1,1998,LEXUS,300, 
20090246I-2009-025576,3,2008,HONDA,PILOT, 
2009024709.082,1,1998,MERCURY,GRD MARQU, 
2009024709.082,2,1994,SATURN,SL, 
2009025009-13372,1,2008,FORD,EDGE, 
2009025009-13372,2,2002,DODGE,RAM VAN, 
20090250D030-2009-00498A,1,1996,ACURA,INTEGRA, 
2009025109-6808,1,2008,CHEVROLET,VAN, 
20090251I-2009-004905,1,0   ,FORD,VAN, 
20090251I-2009-008238,1,2007,LINCOLN,4 DOOR, 
20090251I-2009-014511,1,1995,TOYOTA,4 DOOR, 
200902532009-009402,1,2007,TOYOTA,LE, 
200902532009-010270,1,2004,FORD,TRK, 
200902542009-000478,1,2007,FORD,K39, 
200902542009-008406,1,2009,MAZDA,MZ6,Y
200902542009-5245,1,2008,NISSAN,ALT, 
200902542009-5245,2,2002,HARLEY DAVIDSON,FCH, 
200902562009-004155,1,2001,MERCURY,GMG, 
200902562009-004155,2,2006,FORD,EXPLORER, 
200902562009-004376,1,2008,NISSAN,ALT, 
200902562009-004840,1,2006,MERCEDES BENZ,R500, 
200902562009-004840,2,2007,NISSAN,SENTRA, 
200902562009-004840,3,1997,CHEVROLET,GEO, 
200902562009-005037,1,2003,DODGE,STR, 
200902562009-005037,2,2009,NISSAN,MAX, 
200902562009-005037,3,2008,MERCEDES BENZ,M, 
200902562009-005037,4,1999,BUICK,REG, 
200902562009-005729,1,2006,DODGE,RAM, 
200902562009-005729,2,2000,HONDA,CIVIC, 
200902562009-008318,1,2008,FORD,EXPLORE?, 
200902562009-008318,2,1999,VOLKSWAGEN,GOLF, 
200902562009-008810,1,2006,VOLVO,S40, 
200902562009-008810,2,2008,FORD,ESCAPE, 
200902562009-010769,1,2002,HYUNDAI,SONATA, 
2009025709-08582,1,1998,FORD,WINDSTAR, 
2009025709-08582,2,2002,FORD,EXPEDITION, 
2009025709-08582,3,2008,GMC,SAVANNA, 
2009025709-1759,1,2006,FORD,EXPED, 
2009025709-1759,2,1997,SATURN,SL, 
2009025709-1850,1,2003,,, 
2009025709-1850,2,2007,CHEVROLET,?, 
2009025709-1850,3,2006,NISSAN,MAX, 
2009026009-004548,1,2003,SUBARU,4 DR, 
2009026009-004738,1,2008,JEEP,WAGON, 
2009026009-004738,2,2001,DODGE,4 DR, 
2009026009031737,1,2006,HONDA,CIVIC, 
2009026009051218,1,2006,HONDA,4DR, 
2009026009067044,1,2006,HYUNDAI,TUC, 
20090260D030-2009-02466A,1,2008,CHEVROLET,TRACT CAMPER, 
20090260PD-09-021799,1,2004,CHEVROLET,WAGON, 
2009026309-079,1,2009,DODGE,CALIBER, 
2009026309-079,2,2008,CHEVROLET,SILVERADO, 
2009026309-079,3,2002,HONDA,ACCORD, 
2009026409-01800,1,2004,ROL,PHA, 
2009026409-02017,1,2006,CHEVROLET,EQU, 
2009026409-02017,2,2002,ACURA,4DR, 
2009026409-06243,1,1991,BUICK,WAG, 
2009026409-6069,1,2009,FORD,MUSTANG, 
2009026509-11749,1,2004,TOYOTA,CAMRY, 
200902672009-010102,1,2006,TOYOTA,WAGON, 
200902672009-010102,2,2001,FORD,P/U, 
2009027009-12260,1,1997,BMW,81A, 
2009027009-8511,1,2005,CHEVROLET,TRA, 
20090301C120-2009-00261A,1,1991,SUBARU,LEGACY, 
20090301C120200900251A,1,1998,PLYMOUTH,BREEZE, 
20090301E030200900152A,1,2002,HONDA,ACCORD, 
20090301E030200900152A,2,1997,HONDA,ACCORD, 
20090301E030200900152A,3,2000,MITSUBISHI,GALANT, 
20090301E030200900152A,4,2007,SATURN,AURA XE, 
200903032009-2411,1,2003,FORD,F150, 
200903032009-4117,1,2008,TOYOTA,TAC,Y
200903032009-4117,2,2001,DODGE,CAR, 
200903032009-4117,3,2008,TOYOTA,TUN, 
200903042009-37491,1,2001,CHRYSLER,TWNCNTRY, 
20090304200910474,1,1993,SUBARU,LEGENCY, 
20090304200922388,1,0   ,,SEDAN,Y
20090304200922388,2,0   ,,SUV,Y
20090304200922798,1,1989,HONDA,ACCORD, 
20090304200922798,2,2008,CHEVROLET,PKUP, 
20090304200927533,1,1991,FORD,MUSTANG, 
2009030509-7610,1,1994,LINCOLN,CONTINENTAL, 
2009030509-7610,2,2008,SUZUKI,MC, 
200903052009-00868,1,2000,BMW,330I, 
200903062009-11456,1,2005,FORD,F350, 
200903062009-11456,2,1984,BUICK,SKYHAWK, 
200903062009-11594,1,2007,DODGE,CHARGER, 
200903062009-11594,2,2006,CHEVROLET,HHR, 
200903062009-11653,1,2005,FORD,TAURUS, 
200903062009-11653,2,2007,FREIGHTLINER,COLUMBIA, 
200903062009-24341,1,1997,LINCOLN,CONTINENTAL, 
20090306C020-2009-00613A,1,2009,CHEVROLET,TUCSON, 
20090306C020-2009-00613A,2,2003,CHEVROLET,SUBURBAN, 
2009030709-056,1,2009,KAWASAKI,KRF750, 
20090307D020-2009-01282A,1,2004,SUZUKI,GRV/XL.7, 
2009030839641-09,1,2008,NISSAN,SENTRA, 
2009030839848-09,1,2006,PONTIAC,TORRENT, 
200903102009-01699,1,2000,SUBARU,LEG, 
200903102009-01699,2,2004,CHRYSLER,SEB, 
20090310200901376,1,2002,DODGE,STRATUS, 
20090310200903235,1,2002,BUICK,RIVIERA, 
20090310200903235,2,1995,FORD,, 
20090310200903235,3,2005,ACURA,MDX, 
20090310200907305,1,2003,CHEVROLET,IMPALA, 
20090310200909199,1,2005,NISSAN,, 
20090312200900105,1,2004,FORD,WINDSTAR, 
2009031309-12438,1,2007,HONDA,WGN, 
2009031309-12438,2,2007,HONDA,WGN, 
2009031309-16125,1,2002,VOLKSWAGEN,2DR, 
2009031309-21445,1,1998,TOYOTA,WGN, 
2009031309-4494,1,2006,JEEP,2 DR, 
2009031309-4494,2,2001,FORD,WGN, 
2009031309-6458,1,1999,JEEP,WGN, 
2009031309-647,1,2004,INFINITI,4DR, 
200903152009-0953,1,2001,FREIGHTLINER,SCHOOL BUS, 
20090315C020200900579A,1,2004,FORD,CROWN VIC, 
20090315C020200900579A,2,2005,MACK,CV7, 
2009031708-1292-09,1,1995,TOYOTA,CAMRY, 
2009031708-1292-09,2,1999,DODGE,STRATUS, 
2009031708-1292-09,3,2009,CHEVROLET,EQUINOX, 
2009031709-1300-09,1,2002,HONDA,CRV, 
20090318MVA-09-4621,1,1998,CHRYSLER,TOWN & CO, 
20090318MVA-09-4621,2,2004,CHRYSLER,SEBRING, 
20090318MVA-09-5398,1,2002,FORD,CROWN VIC, 
20090318MVA-09-5398,2,2004,HONDA,ACCORD, 
20090318MVA-09-8660,1,2001,FREIGHTLINER,TT, 
20090318MVA-09-8660,2,1998,FORD,ECONOLINE, 
20090318MVA09-4113,1,2007,MERCEDES BENZ,C280, 
20090318MVA09-7178,1,2008,VOLVO,TT, 
20090318MVA09-7178,2,1994,FREIGHTLINER,TT,Y
200903202009-12856,1,1986,HONDA,TRX250R, 
200903202009-2814,1,2003,BUICK,CEN, 
200903202009-2814,2,2001,MERCEDES BENZ,320, 
200903202009-855,1,2005,FORD,MUSTANG, 
200903212009-10503,1,2004,FORD,CROWN VIC, 
200903212009-10503,2,2007,TORO,WORKMAN, 
200903222009-11739,1,2006,JEEP,LIB, 
200903222009-148,1,2005,FORD,ECONO., 
200903222009-148,2,2006,CADILLAC,WAGON, 
200903222009-149,1,2006,CADILLAC,WAGON, 
200903222009-149,2,2003,FORD,TAU, 
200903222009-149,3,2002,FORD,P/U, 
200903222009-149,4,2008,MERCURY,MIL, 
200903222009-149,5,2004,HYUNDAI,4 DR, 
200903222009-149,6,2004,NISSAN,MUR, 
200903222009-149,7,2004,BMW,325, 
200903222009-319,1,1996,PLYMOUTH,4 DR, 
200903222009-319,2,1990,FORD,TRK, 
200903242009-15109,1,2000,NISSAN,ALTIMA, 
200903242009-15109,2,2003,CHEVROLET,IMPALA, 
200903242009-17421,1,2001,MCI,BUS, 
200903242009-22129,1,2007,LINCOLN,MKX, 
200903242009-22129,2,2000,DODGE,NEON, 
200903242009-2796,1,2003,FORD,E250, 
200903242009-2796,2,1993,FORD,CROWN VICTORIA, 
200903242009-8862,1,2004,HONDA,FORGMAN S, 
20090324C020-2009-620A,1,2000,HONDA,CIVIC, 
20090324C020-2009-620A,2,2009,FREIGHTLINER,CST1, 
20090324C020200900009A,1,2004,NISSAN,MAXIMA, 
20090324C020200900171A,1,2002,DODGE,NEON 4 DR, 
20090324C020200900171A,2,2008,NISSAN,4 DR, 
2009032601-09,1,2004,HYUNDAI,TYB, 
2009032601-09,2,1995,FORD,, 
2009032655-09,1,2004,FORD,F-350, 
200903272009-00000227,1,2005,BUICK,LASABRE, 
200903272009-00000227,2,2007,TOYOTA,CAMRY, 
200903272009-00000227,3,1984,BMW,325I, 
200903272009-00000227,4,1990,BMW,525, 
200903272009-00000227,5,1985,BMW,524, 
200903272009-00000227,6,1990,BMW,525, 
200903272009-00000227,7,1989,BMW,635, 
200903272009-00005904,1,1995,CHRYSLER,CIRRUS, 
200903272009-00005904,2,2009,TOYOTA,CAMRY, 
200903282009-0890,1,2001,DODGE,DURANGO, 
200903282009-0890,2,2002,FORD,TAURUS, 
200903282009-0890,3,2003,CADILLAC,CTS, 
2009032909-15787,1,2000,HONDA,ACC, 
2009032909-15787,2,2004,CHEVROLET,CAV, 
2009032909-6948,1,2008,YAMAHA,RAPTOR 700R, 
2009032909-6948,2,1993,FORD,PKUP, 
200903292009-11408,1,2006,FORD,FOCUS, 
200903292009-11408,2,2005,GMC,ENVOY, 
200903292009-11934,1,2002,YAMAHA,WARRIOR, 
200903292009-6551,1,1996,FORD,WGN, 
200903292009-8617,1,2005,NISSAN,ARM, 
20090329C120-2009-00279A,1,2005,GMC,SIE, 
20090334M09-236,1,1994,HONDA,CIVIC, 
20090334M09-236,2,2001,LINCOLN,NAVIGATOR, 
20090334M09-286,1,1997,FORD,EXPEDITION, 
20090334M09-286,2,2005,NISSAN,ALTIMA, 
20090335C080200900205A,1,2009,HARLEY DAVIDSON,FXD, 
20090335C080200900205A,2,1999,SATURN,SW1, 
2009033609-XAB-59,1,2007,HUSQVARNA,TE450, 
20090336C080-2009-00014P,1,2002,HONDA,TRX400EX, 
20090336C080-2009-00014P,2,2005,OUTLANDER,BOMBARDIER, 
20090336C120-2009-00068A,1,1988,CHEVROLET,FLS, 
20090336C120-2009-00142A,1,2008,YAMAHA,R6, 
20090336C120-2009-00142A,2,2005,CHEVROLET,4DR, 
20090336C120-2009-00181-A,1,2009,HARLEY DAVIDSON,MC, 
20090336C120-2009-00211A,1,2000,YAMAHA,YZF-R6, 
200903372009-10531,1,2007,CHEVROLET,VAN, 
200903372009-10531,2,2009,HONDA,CIVIC, 
200903372009-10531,3,2005,TOYOTA,CAMRY, 
200903372009-8262,1,2009,HONDA,CIVIC, 
200903372009-9854,1,1987,MERCURY,GRAND MARQUIS, 
200903372009-9854,2,2008,TOYOTA,TUNDRA, 
2009033890004716,1,2002,LEXUS,300, 
2009033890019556,1,1997,TOYOTA,CAMRY, 
2009033890022745,1,1995,NISSAN,MAXIMA, 
2009033890024496,1,2006,FORD,FREESTYLE, 
2009033890024496,2,2008,CHEVROLET,COBALT, 
2009033890029370,1,1997,SUZUKI,EXTREME, 
2009033890030144,1,2003,VOLKSWAGEN,JETTA, 
20090339C120-2009-00215-A,1,1995,CHEVROLET,BER, 
20090339C120-2009-78A,1,0   ,HONDA,ATC125, 
20090339C120200900152A,1,1994,TOYOTA,CELICA, 
20090339C120200900152A,2,2004,CHEVROLET,COLORADO, 
20090340C020-2009-00290A,1,2000,FORD,VAN, 
200904012009005033,1,2007,CHEVROLET,COBOLT, 
2009040209DRPA1909,1,1958,TRIUMPH,TIGER, 
20090404209008531,1,1993,CHEVROLET,GEO STORM, 
20090404209008851,1,1996,FORD,EXPLORER, 
20090404209008851,2,2007,CHEVROLET,AVALANCHE, 
20090404A310-2009-00922A,1,2005,DODGE,SR. CAR., 
20090404A3102009-1092A,1,2000,FORD,EXP, 
20090404A310200902068A,1,2003,GMC,ENV, 
20090404A310200902068A,2,2005,HYUNDAI,ELA, 
20090405T2009-113,1,1988,BUICK,WAGON, 
20090405T2009-113,2,2005,FORD,EXPLORER, 
20090405T2009-226,1,1999,FORD,TAURUS, 
20090405T2009-32,1,2000,SATURN,4 DOOR, 
200904062009-143,1,2000,MERCEDES BENZ,4 DOOR, 
20090408070203-659,1,2001,FORD,TAU, 
20090408070203-659,2,2004,DODGE,STR, 
2009040809-01-21-927,1,1989,TOYOTA,CAMRY, 
2009040809-02-14-802,1,1995,FORD,WIW, 
2009040809-02-14-802,2,1998,JEEP,4 DR, 
2009040809-02-14-802,3,1991,TOYOTA,CAM, 
2009040809-04-27-882,1,1989,FLX,BUS, 
2009040809-05-31-1218,1,0   ,,, 
2009040809-05-31-1218,2,1995,NISSAN,MAX,Y
2009040809-06-08-997,1,2001,FORD,TAURUS, 
2009040809-06-08-997,2,2008,DODGE,CAL, 
2009040809-06-08-997,3,2002,CHEVROLET,WAGON, 
2009040809-06-12-586,1,1996,DODGE,PKUP, 
2009040809-07-19-194,1,1989,NISSAN,P.V.,Y
2009040809-07-19-194,2,1993,HONDA,ACC, 
2009040809-0795,1,2006,HONDA,CBR600RR, 
2009040809-0795,2,2003,POLARIS,PREDATOR 500, 
2009040809-0795,3,0   ,,ATV,Y
2009040809-08-20-739,1,1997,BUICK,RFG, 
2009040809-08-20-739,2,1997,SUZUKI,KATANA, 
2009040809-09-12-293,1,2003,FORD,4 DR, 
2009040809-09-12-293,2,2007,NISSAN,MAXIMA, 
