id,vehicle_number,charge
2012024141-12-005680,3,39:3-40                       
2012024141-12-005680,4,                              
2012024312-MV-38,1,39:4-97 CARELESS DRIVING      
20120246I-2012-000255,1,                              
20120246I-2012-000255,2,                              
20120246I-2012-008365,1,                              
20120246I-2012-009921,1,                              
20120246I-2012-016686,1,39:4-96 RECKLESS DRIVING      
20120246I-2012-020047,1,                              
20120246I-2012-020047,2,                              
20120246I-2012-023675,1,                              
20120246I-2012-035598,1,                              
20120246I-2012-035598,2,                              
20120246I-2012-047226,2,                              
20120249I-2012-012498,1,                              
20120249I-2012-012498,2,                              
2012025012-14955,1,                              
2012025012-4775,1,DWI 39:4-50                   
20120251I-2012-006825,1,                              
20120251I-2012-023163,1,39:4-50 DRIVING WHILE UNDER T?
20120252BC-12-035190,1,                              
201202562012-002497,1,                              
201202562012-004010,1,DRIVING UNDER THE INFLUENCE   
201202562012-004010,2,                              
2012025712-01760,1,39:4-50                       
2012025712-01760,2,39:4-96                       
2012025712-1296,1,                              
20120257E040-2012-01113A,1,39:4-97                       
20120257E040-2012-01113A,2,                              
2012026012-025212,1,                              
20120260PD-12-005431,1,                              
20120260PD-12-014307,1,39:4-144                      
20120260PD-12-020206,1,                              
20120260PD-12-020206,2,                              
20120260PD-12-023603,1,DRIVING WHILE INTOXICATED     
20120261TY-12-04690,1,39:4-36.9 (1)                 
20120261TY-12-05829,1,39:4-36.A(1)                  
20120261TY-12-12412,1,39:4-82                       
20120261TY-12-12412,2,NONE AT SCENE                 
2012026212-041723,1,                              
2012026512-5955,1,39:4-50                       
2012026512-9413,1,39:4-50                       
2012026512-9413,2,39:4-89                       
2012026512-9413,3,                              
201202662012-000761/29-12,1,                              
201202662012-000761/29-12,2,                              
2012026812-150,1,                              
2012026812-150,2,                              
20120269I-2012-05128,1,                              
20120269I-2012-13578,1,                              
2012027012-12601,1,                              
20120301C120-2012-00013A,1,39:4-50                       
20120301C120-2012-00059A,1,                              
20120301C120-2012-00081A,1,                              
20120301C120-2012-00081A,2,                              
20120301C120-2012-00205A,1,39:4-50                       
201203042012-2747,1,39:4-85.1                     
201203042012-2747,2,                              
201203042012-3061,1,                              
201203042012-5147,1,39:3-40                       
201203042012-5147,2,                              
201203042012-5311,1,39:4-97                       
201203042012-9582,1,39:4-50                       
201203042012-9582,2,                              
20120304C020-2012-00615A,1,39:4-50                       
20120304D020-2012-00098A,1,                              
201203052012-1671,1,39:4-50                       
201203052012219257,1,                              
201203052012219257,2,                              
201203062012-007816,1,39:4-88B                      
201203062012-007816,2,                              
201203062012-007816,3,                              
201203062012-4321,1,39:4-69                       
2012030812-5501,1,39:4-50                       
2012030812-5501,2,                              
2012030812-9102,1,39:4-97                       
2012030812-9102,2,                              
201203082012-3906,1,39:4-97                       
20120310201207618,1,39:4-96                       
20120310201207618,2,                              
20120310201207618,3,                              
20120310201209996,1,39:4-88B                      
2012031312-11293,1,                              
2012031312-11723,1,39:4-97                       
2012031312-11723,2,                              
2012031312-11723,3,                              
2012031312-20213,1,39:4-81                       
2012031312-20213,2,39:3-29                       
2012031312-20213,3,                              
2012031312-21005,1,39:4-97                       
2012031312-21005,2,                              
2012031312-22086,1,39:4-97                       
2012031312-22086,2,                              
2012031312-22086,3,                              
2012031312-22086,4,                              
2012031312-22086,5,                              
2012031312-24145,1,39:4-97                       
2012031312-24145,2,                              
2012031312-2553,1,39:4-97                       
2012031312-9103,1,39:4-81                       
2012031312-9103,2,                              
201203132012-10720,1,39:4-144                      
201203132012-10720,2,                              
201203132012-14738,1,                              
201203132012-18659,1,                              
201203132012-19212,1,39:4-81                       
201203132012-19212,2,                              
201203132012-3007,1,39:4-97                       
201203132012-3007,2,                              
201203132012-7174,1,                              
201203132012-7711,1,39:4-32B                      
20120316C020-2012-00468A,1,                              
201203172012-1229,1,CARELESS DRIVING              
201203172012-1229,2,                              
201203172012-8408,1,                              
201203172012-8408,2,                              
201203172012-8748,1,                              
20120318MVA12-2612,1,                              
20120318MVA12-2612,2,39:4-97                       
2012031912-13620,1,                              
201203202012-11064,1,39:4-97                       
201203202012-3282,1,                              
201203202012-4509,1,FAILURE TO OBSERVE SIGNAL 39:?
201203202012-4509,2,                              
201203202012-4958,1,IMPROPER PASSING              
201203202012-4958,2,                              
20120323#12-0399,1,39:4-35                       
2012032312-127,1,                              
2012032312-5634,1,                              
2012032312-5634,2,                              
201203232012-2258,1,                              
201203242012-02806,1,39:4-97                       
201203242012-02806,2,                              
201203242012-06141,1,39:4-97                       
201203242012-06141,2,                              
201203242012-07814,1,39:4-97                       
201203242012-08177,1,39:4-97                       
201203242012-08177,2,                              
201203242012-11981,1,39:4-97                       
201203242012-11981,2,                              
201203242012-12524,1,                              
201203242012-13150,1,39:4-50                       
201203242012-19787,1,39:4-88                       
201203242012-21828,1,                              
20120324C020-2012-00619A,1,                              
20120324C020-2012-00619A,2,39:4-97                       
20120324C020201200267A,1,39:4-88B                      
20120324C020201200267A,2,                              
20120324D020-2012-00487A,1,39:4-88B                      
20120325C020-2012-00329A,1,39:4-88B UNSAFE LANE CHANGE   
20120325C020-2012-00329A,2,                              
201203272012-0540,1,                              
201203272012-0540,2,                              
201203282012-3398,1,39:4-90                       
201203282012-3398,2,                              
2012032912-2553,1,39:4-96                       
2012032912-2553,2,39:6B2                        
2012032912SPP-78-AC,1,                              
201203292012-3368,1,39:4-97                       
20120329F,1,                              
20120329F,2,39:4-90                       
2012033012-5043,1,                              
20120332C080-2012-00464A,1,39:4-144                      
20120332C080-2012-00464A,2,                              
20120333C080-2012-00099A,1,                              
20120334C020-2012-00280A,1,39:4-144                      
20120334C020-2012-00280A,2,39:3-76.2A                    
20120334M12-107,1,                              
20120336C120-2012-00073A,1,                              
20120336C120-2012-00156A,1,39:4-97                       
201203372012-1070,1,                              
201203372012-5582,1,39:4-97                       
201203372012-5582,2,                              
201203372012-8489,1,39:4-97                       
201203372012-8639,1,                              
201203382012-00013482,1,39:4-67                       
201203382012-00013482,2,                              
201203382012-00015125,1,39:4-97                       
201203382012-00015125,2,                              
201203382012-00021179,1,39:4-90                       
201203382012-00021179,2,                              
201203382012-00025107,1,CARELESS DRIVING              
201203382012-00025107,2,                              
201203382012-00025795,1,CARELESS DRIVING              
201203382012-00025795,2,                              
201203382012-00025795,3,                              
20120339C080-2012-00193A,1,39:4-50                       
20120403201233367,1,                              
20120403201233367,2,                              
20120404212001189,1,                              
20120404212001189,2,39:4-50                       
20120404212001189,3,                              
20120404212001189,4,                              
20120404212001189,5,                              
20120404212006829,1,                              
20120404212006829,2,39:4-50                       
20120404A310-2012-01742A,1,39:4-88B                      
20120404A310-2012-01742A,2,                              
201204052012-131,1,39:4-81                       
201204052012-131,2,                              
201204062012-131,1,39:4-81 39:3-40 39:4-50 39:3-?
201204062012-131,2,                              
2012040812-02-06-2391,1,39:3-10                       
2012040812-03-04-0526,1,                              
2012040812-04-27-2243,1,                              
2012040812-04-27-2243,2,                              
2012040812-05-07-2054,1,39:3-11                       
2012040812-05-07-2054,2,                              
2012040812-05790,1,                              
2012040812-05790,2,                              
2012040812-06-03-1291,1,                              
2012040812-06-03-1291,2,39:3-4                        
2012040812-06-30-0750,1,                              
2012040812-06-30-0750,2,                              
2012040812-07-03-2410,1,39:3-40                       
2012040812-07-03-2410,2,39:4-81                       
2012040812-07-14-1415,1,                              
2012040812-07-14-1415,2,39:3-10                       
2012040812-08-05-0289,1,                              
2012040812-10-15-0001,1,                              
2012040812-10-15-0001,2,39:4-97                       
2012040812-10-17-1402,1,                              
2012040812-DRPA-3081,1,                              
2012040812.11.12.0812,1,                              
2012040812.11.12.0812,2,                              
20120408120101-1413,1,                              
201204081201131509,1,39:3-10                       
201204081201210435,1,                              
201204081201211048,1,39:3-40                       
201204081201232193,1,                              
201204081201290074,1,39:3-29                       
201204081204031967,1,                              
201204081205151068,1,39:4-129                      
201204081205191376,1,                              
201204081205191376,2,                              
201204081207091076,1,                              
201204081208071134,1,39:4-97                       
201204081209091238,1,                              
201204081209091238,2,                              
2012040812121?0932,1,                              
201204082012-01-01-0012,1,39:4-96                       
201204082012-01-01-0012,4,                              
201204082012-01-01-0012,5,                              
20120408A310-2012-01353A,1,                              
2012040912-003409,1,39:4-50                       
2012040912-003409,2,                              
2012040912-008404,1,                              
2012040912-008404,2,                              
2012040912-009672,1,                              
2012040912-013418,1,                              
2012040912-013418,2,39:3-10                       
2012040912-013418,3,                              
2012040912-013418,4,39:3-10                       
2012040912-016780,1,                              
2012040912-016780,2,39:4-97                       
2012040912-021675,1,39:4-97 CARELESS              
2012040912-022742,1,39:4-97                       
2012040912-026147,1,39:4-97                       
2012040912-029263,1,39:4-97                       
2012040912-029263,2,                              
2012040912-033698,1,                              
2012040912-033698,2,                              
2012040912-048978,1,                              
2012040912-051724,1,39:4-97                       
2012040912-051724,2,                              
2012040912-051724,3,                              
2012040912-058329,1,                              
2012040912-061655,1,39:4-96                       
2012040912-062495,1,39:4-81                       
2012040912-062495,2,                              
2012041312-049,1,39:3C-18 19A 20B              
20120413A-12-082,1,                              
20120413A-12-082,2,                              
20120414120032181,1,                              
20120414120032181,2,                              
20120414120181300,1,39:4-50                       
20120414120305133,1,                              
20120414A310201200812A,1,39:3-76.2F                    
2012041512-007392,1,                              
2012041512-009168,1,                              
2012041512-010232,1,39:3-40                       
2012041512-030119,1,39:6B-2                       
2012041512-030883,1,39:4-123.C                    
2012041512-030883,2,                              
2012041512-038297,1,39:4-97                       
2012041512-048781,1,39:4-96                       
2012041512-049760,1,                              
2012041512-049771,1,39:6B-2                       
2012041512-060467,1,                              
20120415A310201200439A,1,39:4-50                       
2012041612-037-A,1,                              
2012041612-060-A,1,                              
2012041612-150-A,1,DWI 39:4-50                   
2012041612-150-A,2,                              
201204162012-096A,1,39:4-81                       
201204162012-096A,2,                              
2012041720120226,1,39:4-88A                      
2012041720120226,2,                              
2012042212-001937,1,                              
2012042212-002512,1,                              
2012042212-006877,1,                              
2012042212-006991,1,                              
2012042212-006991,2,                              
2012042212-007203,1,                              
2012042212-007203,2,                              
2012042212-009417,1,                              
2012042312-0101-01,1,                              
2012042312-0919-01,1,                              
2012042312-0919-01,2,                              
201204252012000060,1,                              
201204252012000060,2,                              
201204252012002354,1,                              
201204252012002586,1,                              
201204252012002586,2,39:4-49.1                     
2012042712-004668,1,                              
2012042712-13289,1,39:4-97                       
2012042712-13858,1,39:4-96                       
2012042712-46036,1,39:4-81                       
2012042712-46036,2,                              
2012042712-46036,3,                              
2012042712-58853,1,                              
2012042763-12A,1,D.W.I. 39-4-50                
201204282012000283,1,                              
201204282012003028,1,                              
201204282012003028,2,                              
201204282012005240,1,                              
201204282012005240,2,                              
201204282012007490,1,                              
201204302012-1512,1,                              
201204302012-1608,1,39:4-97                       
201204302012-949,1,                              
201204302012-949,2,                              
20120431137-12A,1,                              
20120431140-12A,1,                              
20120431140-12A,2,                              
20120431238-12A,1,                              
20120431238-12A,2,                              
2012043412-1006-AC,1,                              
2012043412-1006-AC,2,                              
2012043412-195-AC,1,                              
2012043412-209-AC,1,                              
2012043412-530-AC,1,                              
2012043412-530-AC,2,                              
2012043412-530-AC,3,                              
2012043412-565-AC,1,                              
2012043412-649-AC,1,                              
2012043412-649-AC,2,                              
2012043412-777-AC,1,39:4-97                       
2012043412-777-AC,2,                              
2012043412-854-AC,1,                              
2012043412-854-AC,2,                              
2012043412-862-AC,1,4 97                          
2012043412-948-AC,1,                              
2012043412-948-AC,2,39:3-76.2B                    
2012043412-986-AC,1,                              
2012043412-986-AC,2,                              
201204362012-006700,1,39:4-97                       
201204362012-019913,1,39:4-97                       
201204362012-019913,2,                              
201204362012-054249,1,39:4-97                       
20120436A160-2012-00616A,1,39:4-50                       
20120504A050-2012-00191A,1,39:4-97                       
20120504A050-2012-00191A,2,                              
20120504A050-2012-00197A,1,39:4-97                       
20120504A050-2012-00303A,1,39:4-50                       
20120504A050-2012-00303A,2,39:3-10                       
20120504A050-2012-00303A,3,                              
20120504A050-2012-00441A,1,                              
20120504A050-2012-00484A,1,39:4-97                       
20120504A050-2012-00484A,2,                              
20120505I-2012-000856,1,39:4-96                       
20120505I-2012-002953,1,                              
20120505I-2012-016433,1,                              
20120505I-2012-017862,1,39:4-50 DRIVING WHILE UNDER T?
20120505I-2012-023948,1,                              
20120505I-2012-024721,1,39:4-50                       
20120505I-2012-026054,1,39:4-97                       
20120505I-2012-032382,1,39:4-50                       
20120505I-2012-032794,1,39:4-81                       
20120505I-2012-032794,2,                              
20120506I-2012-10345,1,                              
20120506I-2012-10345,2,39:4-50 DWI                   
20120506I-2012-22306,1,39:4-97 CARELESS DRIVING      
20120506I-2012-28547,1,39:4-97 CARELESS DRIVING      
20120508PD-12-27176,1,39:4-97                       
20120508PD-12-27176,2,                              
20120509I-2012-16463,1,PEDESTRIAN IN MARKED          
20120511A050-2012-00054A,1,39:4-50                       
20120511A050-2012-00226A,1,Y                             
20120601BR-23909-12,1,                              
20120601BR-36157-12,1,39:3-10                       
20120602A100-2012-00122A,1,39:4-97 CARELESS              
20120605A100-2012-00315A,1,39:3-4                        
20120607A040-2012-00173A,1,                              
20120607A040-2012-00173A,2,39:4-144                      
20120607A040-2012-00316A,1,                              
20120608A100-2012-00296A,1,39:4-50                       
20120608A100-2012-00424A,1,39:4-97                       
2012061012-08853,1,39:4-32                       
2012061012-18767,1,39:4-123                      
2012061012-18767,2,                              
2012061012-20042,1,39:4-144                      
2012061012-29760,1,39:4-96                       
2012061012-32193,1,39:4-144                      
2012061012-32193,2,                              
20120610A100-2012-00299A,1,39:4-50                       
20120612A040-2012-00578A,1,                              
201206142012007133,1,                              
201206142012007133,2,39:4-66B                      
201206142012007141,1,                              
201206142012010592,1,39:4-126                      
201206142012010592,2,                              
201206142012014383,1,                              
201206142012016880,1,                              
201206142012016880,2,39:4-144                      
201206142012017565,1,39:4-144                      
201206142012017565,2,                              
201206142012025021,1,                              
201206142012028675,1,39:4-97                       
201206142012029725,1,39:4-82                       
201206142012029725,2,                              
201206142012033133,1,                              
201206142012033133,2,39:4-90                       
201206142012039558,1,39:4-96                       
201206142012042445,1,39:4-97                       
201206142012042445,2,39:4-126                      
201206142012043954,1,39:3-4                        
201206142012062979,1,                              
201206142012062979,2,                              
201206142012063218,1,39:4-144                      
201206142012063218,2,39:3-72                       
2012070112-10876,1,                              
2012070112-10876,2,39:3-10                       
2012070112-13389,1,                              
201207012012-11890,1,                              
201207012012-962,1,                              
2012070212-21787,1,39:3-74                       
2012070212-23108,1,                              
2012070512-009436,1,                              
2012070512-10011,1,                              
2012070512-10011,2,                              
2012070512-10011,3,                              
2012070512-14723,1,                              
2012070512-22477,1,FAILURE TO OBSERVE FLASHING S?
2012070512-22477,2,RECKLESS DRIVING 39:4-96      
2012070512-22477,3,FAILURE TO POSSES DRIVERS LIC?
2012070512-5691,1,                              
2012070512-?006,1,39:3-40H                      
2012070512-?006,2,                              
201207082012-004852,1,                              
20120709C-2012-005259,1,                              
20120709I-2012-016259,1,                              
20120709I-2012-016259,2,                              
20120709I-2012-024765,1,                              
20120709I-2012-035780,1,39:4-50 DRIVING WHILE UNDER T?
20120709I-2012-035780,2,                              
20120709I-2012-035780,3,                              
20120709I-2012-070048,1,39:6B-2 UNINSURED MOTORIST/VE?
20120709I-2012-070048,2,                              
20120709I-2012-141482,1,                              
20120710I2012-012672,1,39:4-36 DRIVER TO YIELD TO PE?
2012071212-001699,1,                              
2012071212-005293,1,39:4-97                       
2012071212-006733,1,39:4-97                       
2012071212-009696,1,                              
2012071212-013302,1,39:4-36                       
2012071212-014470,1,39:4-97                       
2012071312-RED954,1,39:4-96                       
20120713RED148,1,39:4-36                       
2012071412-11880,1,                              
2012071412-11880,2,                              
2012071412-15297,1,                              
2012071412-15297,2,35 4 47                       
2012071412-16942,1,                              
2012071412-16988,1,                              
2012071412-16988,2,                              
2012071412-26437,1,                              
2012071412-30471,1,                              
2012071412-30471,2,                              
2012071412-33550,1,39:3-29C                      
2012071412-34350,1,FAILURE TO COMPLY             
2012071412-34350,2,RECKLESS DRIVING              
2012071412-34350,3,                              
2012071412-34350,4,                              
2012071412-35882,1,CARELESS 39:4-97              
2012071412-35882,2,                              
2012071412-3607,1,TPT 087794/TPT087795          
2012071412-37459,1,                              
2012071412-38890,1,                              
2012071412-38890,2,                              
2012071412-43005,1,                              
2012071412-49161,1,UNREGISTERED VEH.             
2012071412-50437,1,                              
2012071412-50437,2,                              
2012071412-52924,1,                              
2012071412-52924,2,                              
2012071412-52924,3,                              
2012071412-54685-AC,1,39:4 50 OPERATING M.V. UNDER ?
2012071412-56026,1,                              
2012071412-56026,2,                              
2012071412-57704,1,                              
2012071412-58707,1,                              
2012071412-58707,2,39:6B-2                       
2012071412-62169,1,                              
2012071412-65469,1,39:3-10                       
2012071412-65469,2,                              
2012071412-67195,1,                              
2012071412-67195,2,                              
2012071412-67195,3,                              
2012071412-67195,4,                              
2012071412-67195,5,                              
2012071412-71410,1,                              
2012071412-73005,1,                              
2012071412-73660,2,                              
2012071412-74214,1,                              
2012071412-80986,1,                              
201207141281865,1,39:4-97 CARELESS              
201207142012-39552,1,                              
201207142012-49157,1,                              
201207142012-51102,1,39:4-50                       
2012071421427854,1,                              
2012071421427854,2,                              
2012071432594,1,                              
2012071432594,2,                              
2012071433189-12,1,                              
2012071433189-12,2,                              
2012071433189-12,3,                              
2012071438563,1,39:4-144                      
2012071438563,2,39:9-97                       
2012071461178-12,1,39:4-97                       
2012071470710-2012,1,                              
20120714C120/78684,1,                              
20120714C12054930,1,                              
2012071612-02666,1,39:4-50                       
2012071612-06095,1,                              
2012071612-06095,2,39:6-B2                       
2012071612-39301,1,39:4-50                       
2012071712-02340,1,                              
20120718B060201200096A,1,39:4-97                       
2012071912-6558,1,                              
201207212012-011065,1,39:4-97                       
201207212012-011065,2,                              
201207212012-014533,1,                              
2012072212005180,1,                              
2012072212005180,2,39:4-88 TRAFFIC ON MARKED LANE
2012072212021424,1,                              
20120722B060-2012-01465A,1,                              
20120722B060-2012-01465A,2,39:4-97 CARELESS DRIVING      
201208021200002282,1,                              
201208021200007518,1,                              
201208021200017821,1,                              
201208021200017821,2,                              
201208021200017821,3,                              
201208021200017821,4,FAILURE TO MAKE REPAIRS       
20120803A310-2012-00997A,1,39:4-50                       
20120803A310-2012-00997A,2,                              
20120804201204045,1,DRIVING WHILE INTOXICATED 39:?
20120804201204045,2,                              
20120804A310201200466A,1,39:4-50                       
201208052012-03829,1,                              
201208052012-10144,1,                              
201208052012-10144,2,                              
201208052012-10144,3,                              
201208052012-10567,1,SEE NARRATIVE                 
201208052012-11230,1,                              
201208052012-11230,2,                              
201208052012-11503,1,                              
201208052012-12575,1,SEE BLOCK 135                 
201208052012-15234,1,                              
201208052012-15462,1,                              
201208052012-15527,1,39:4-97 39:4-82 39:4-89       
201208052012-15527,2,                              
201208052012-15527,3,                              
201208052012-18464,1,                              
201208052012-4300,1,                              
201208052012-4300,2,                              
201208052012-4748,1,                              
201208052012-4748,2,DRIVING WHILE SUSPENDED       
201208052012-8583,1,                              
20120805A310-2012-01764A,1,                              
201208062012-00006641,1,                              
201208062012-00006641,2,                              
201208062012-00012336,1,39:4-10 HEADLIGHT REQUIRED    
20120807201214429,1,                              
20120807201214429,2,FAILURE TO YIELD 39:4-144     
20120807201218528,1,39:4-50                       
20120807A310-2012-01878A,1,                              
201208082012-09004,1,                              
201208082012010950,1,39:4-50                       
20120808201210191,1,39:4-82                       
20120808201210191,2,                              
20120808201210191,3,                              
20120808201218240,1,                              
20120808201218240,2,                              
20120808201218240,3,39:4-97                       
20120808201221582,1,                              
201208102012-079,1,39:4-97                       
201208102012-079,2,                              
201208102012-149,1,                              
201208102012-209,1,                              
201208102012-209,2,                              
201208102012-405,1,                              
201208102012-405,2,                              
2012081112-01924,1,39:3-76.2F                    
2012081112-11958,1,39:4-50                       
2012081112-11958,2,                              
2012081112-14240,1,39:4-97                       
2012081112-14240,2,39:3-10                       
2012081112-14240,3,NO SUMMONS ISSUED             
2012081112-18403,1,NO SUMMONS ISSUED             
2012081112-18403,2,                              
2012081112-20966,1,39:4-50                       
2012081112-21875,1,39:4-50                       
2012081112-27825,1,39:3-40                       
2012081112-3350,1,39:4-97                       
2012081112-3350,2,NO SUMMONS ISSUED             
201208112012029224,1,                              
201208112012031450,1,39:4-97                       
201208112012034551,1,                              
201208112012034551,2,                              
20120814201204748,1,                              
20120814201204748,2,                              
2012081812-14460,1,                              
2012081812-15640,1,39:4-90                       
2012081812-15640,2,                              
2012081812-1788,1,39:4-90                       
2012081812-1788,2,                              
2012081812-2594,1,39:4-50                       
2012081812-2594,2,                              
2012081812-2594,3,                              
2012081812-26608,1,39:4-90                       
2012081812-26608,2,                              
2012081812-40957,1,39:4-88B                      
2012081812-40957,2,                              
2012081812-42882,1,D.W.I.                        
2012081812-42882,2,UNREGISTERED VEHICLE          
201208182012-16075,1,                              
201208182012-40491,1,                              
20120820A310-2012-01625A,1,39:4-98                       
20120820A310-2012-01625A,2,                              
201208222012-18007,1,                              
201208222012-18007,2,                              
201209012012-22049,1,                              
201209012012-40571,1,                              
201209012012-40696,1,                              
201209012012-40696,2,                              
201209012012-46314,1,39:4-36                       
201209012012-46555,1,39:4-36                       
201209012012-48731,1,39:3-762F                     
201209012012-48731,2,                              
201209012012-71062,1,                              
2012090412-001916,1,                              
2012090412-016531,1,                              
2012090512-13392,1,                              
2012090512-59860,1,                              
